"","X.1","X.x","SiteSubsitePlot","duration","richness","richness_change","Jaccard","BrayCurtis","richness_change_abs","SiteSubsite","MOISTURE","LAT.x","LONG.x","SurveyedArea","Region","PlotShrubMean","PlotGraminoidMean","PlotForbMean","MeanRichness","LogPlotSize","ShrubDivided","ForbDivided","GramDivided","X.y","LAT.y","LONG.y","mat","warmq","coldq","prec","ID","WarmQSlope","PrecSlope","X","ForbSlope","GraminoidSlope","ShrubSlope"
"571",571,571,"DISKO:DISTURBANCE:B2.2",28,12,-2,0.6,0.255086848635236,2,"DISKO:DISTURBANCE","",69.27,-53.45,1,"GreenIceLand",88.87451258419,7.87043601559731,3.25505140021269,8,0,0.8887451258419,0.0325505140021269,0.0787043601559731,1065,69.27,-53.45,-4.6,6.5,-15.9,384,58,0.0826703103116259,0.463585434173759,635,-0.0170834416895933,-0.368360072035991,0.385443513725584
"572",572,572,"DISKO:DISTURBANCE:B3.4",28,10,-2,0.5,0.242130365659777,2,"DISKO:DISTURBANCE","",69.27,-53.45,1,"GreenIceLand",95.1432486223508,3.38804582999629,1.46870554765292,7,0,0.951432486223508,0.0146870554765292,0.0338804582999629,1066,69.27,-53.45,-4.6,6.5,-15.9,384,58,0.0826703103116259,0.463585434173759,636,0.0782662043371958,-0.0967541224219171,0.0184879180847219
"573",573,573,"DISKO:DISTURBANCE:B4.5",28,10,-3,0.285714285714286,0.201162790697674,3,"DISKO:DISTURBANCE","",69.27,-53.45,1,"GreenIceLand",88.9703951256024,4.01958885401757,7.01001602038003,7,0,0.889703951256024,0.0701001602038003,0.0401958885401757,1067,69.27,-53.45,-4.6,6.5,-15.9,384,58,0.0826703103116259,0.463585434173759,637,-0.360432662419422,0.245958312272333,0.114474350147088
"574",574,574,"DISKO:DISTURBANCE:B5.2",28,12,1,0.363636363636364,0.118166424770198,1,"DISKO:DISTURBANCE","",69.27,-53.45,1,"GreenIceLand",88.4259686854027,4.34083212385099,7.23319919074636,9,0,0.884259686854027,0.0723319919074636,0.0434083212385099,1068,69.27,-53.45,-4.6,6.5,-15.9,384,58,0.0826703103116259,0.463585434173759,638,-0.288826382308372,-0.197608446840566,0.486434829148938
"575",575,575,"DISKO:DISTURBANCE:B6.5",28,11,1,0.6,0.20421701018716,1,"DISKO:DISTURBANCE","",69.27,-53.45,1,"GreenIceLand",84.3254923538987,7.80716234495724,7.86734530114405,7,0,0.843254923538987,0.0786734530114405,0.0780716234495724,1069,69.27,-53.45,-4.6,6.5,-15.9,384,58,0.0826703103116259,0.463585434173759,639,-0.134725482107104,-0.027693975248028,0.162419457355132
"576",576,576,"KILPISJARVI:KILPISJARVI:C1",16,6,0,0,0.416993464052288,0,"KILPISJARVI:KILPISJARVI","MOIST",69.068,20.8199,0.25,"Eurasia",83.9772369979279,16.0227630020721,0,6,-1.38629436111989,0.839772369979279,0,0.160227630020721,1070,69.068,20.8199,-2.5,9.7,-13.6,506,59,0.0192063514859076,7.64873949579842,736,NA,0.42811680191429,-0.428116801914289
"577",577,577,"KILPISJARVI:KILPISJARVI:C2",16,7,-2,0,0.311326860841424,2,"KILPISJARVI:KILPISJARVI","MOIST",69.068,20.8199,0.25,"Eurasia",93.9954916507749,5.92360220035779,0.0809061488673139,6,-1.38629436111989,0.939954916507749,0.000809061488673139,0.0592360220035779,1071,69.068,20.8199,-2.5,9.7,-13.6,506,59,0.0192063514859076,7.64873949579842,737,-0.0217985478813488,0.0346783089934765,-0.0128797611121263
"578",578,578,"KILPISJARVI:KILPISJARVI:C3",16,8,-1,0,0.298122629279301,1,"KILPISJARVI:KILPISJARVI","MOIST",69.068,20.8199,0.25,"Eurasia",95.9391796713802,3.98999879887479,0.0708215297450425,8,-1.38629436111989,0.959391796713802,0.000708215297450425,0.0398999879887479,1072,69.068,20.8199,-2.5,9.7,-13.6,506,59,0.0192063514859076,7.64873949579842,738,-0.0190814484287161,0.147861377800151,-0.128779929371436
"579",579,579,"KILPISJARVI:KILPISJARVI:C4",16,8,-1,0.285714285714286,0.249665694527579,1,"KILPISJARVI:KILPISJARVI","MOIST",69.068,20.8199,0.25,"Eurasia",93.4755283144588,6.4502877092801,0.0741839762611276,6,-1.38629436111989,0.934755283144588,0.000741839762611276,0.064502877092801,1073,69.068,20.8199,-2.5,9.7,-13.6,506,59,0.0192063514859076,7.64873949579842,739,-0.019987392567765,0.34241908405511,-0.322431691487346
"580",580,580,"KILPISJARVI:KILPISJARVI:C5",16,8,-1,0.285714285714286,0.119775903148947,1,"KILPISJARVI:KILPISJARVI","MOIST",69.068,20.8199,0.25,"Eurasia",95.5028242930535,3.53467782555587,0.962497881390682,6,-1.38629436111989,0.955028242930535,0.00962497881390682,0.0353467782555587,1074,69.068,20.8199,-2.5,9.7,-13.6,506,59,0.0192063514859076,7.64873949579842,740,0.115336907110564,-0.104981189328207,-0.0103557177823568
"581",581,581,"LATNJA:DRY_HEATH:C1",21,6,0,0.333333333333333,0.222222222222222,0,"LATNJA:DRY_HEATH","DRY",68.35572,18.49531,1,"Eurasia",96.2710239651416,2.98823529411765,0.740740740740741,6,0,0.962710239651416,0.00740740740740741,0.0298823529411765,1075,68.35572,18.49531,-3.4,8.5,-14.1,709,60,0.028898392364759,12.5722689075631,741,-0.11011011011011,-0.22829888712241,0.338408997232521
"582",582,582,"LATNJA:DRY_HEATH:C2",21,6,0,0.333333333333333,0.469677419354839,0,"LATNJA:DRY_HEATH","DRY",68.35572,18.49531,1,"Eurasia",95.1865320441516,4.12381278343459,0.689655172413793,6,0,0.951865320441516,0.00689655172413793,0.0412381278343459,1076,68.35572,18.49531,-3.4,8.5,-14.1,709,60,0.028898392364759,12.5722689075631,742,0.0186393289841568,-0.135007943684253,0.116368614700097
"583",583,583,"LATNJA:DRY_HEATH:C3",21,8,1,0.285714285714286,0.267109634551495,1,"LATNJA:DRY_HEATH","DRY",68.35572,18.49531,1,"Eurasia",90.5734672523615,6.30924751714572,3.11728523049278,6,0,0.905734672523615,0.0311728523049278,0.0630924751714572,1077,68.35572,18.49531,-3.4,8.5,-14.1,709,60,0.028898392364759,12.5722689075631,743,-0.13374726582274,-0.0571284523895326,0.190875718212271
"584",584,584,"LATNJA:DRY_HEATH:C4",21,7,1,0.333333333333333,0.429166666666667,1,"LATNJA:DRY_HEATH","DRY",68.35572,18.49531,1,"Eurasia",85.8658596837945,11.4846837944664,2.64945652173913,5,0,0.858658596837945,0.0264945652173913,0.114846837944664,1078,68.35572,18.49531,-3.4,8.5,-14.1,709,60,0.028898392364759,12.5722689075631,744,0.273255813953486,-0.541014799154331,0.267758985200845
"585",585,585,"LATNJA:DRY_HEATH:C5",13,17,-4,0.153846153846154,0.251786808249949,4,"LATNJA:DRY_HEATH","DRY",68.35572,18.49531,1,"Eurasia",67.8891838540603,14.964263835001,17.1465523109387,11,0,0.678891838540603,0.171465523109387,0.14964263835001,1079,68.35572,18.49531,-3.4,8.5,-14.1,709,60,0.028898392364759,12.5722689075631,745,1.05145591011579,-0.60370155822184,-0.447754351893955
"586",586,586,"LATNJA:DRY_MEADOW:C1",20,16,-1,0.533333333333333,0.43648473034438,1,"LATNJA:DRY_MEADOW","DRY",68.35683,18.49756,1,"Eurasia",61.1718563359519,24.2306738487924,14.5974698152557,12,0,0.611718563359519,0.145974698152557,0.242306738487924,1087,68.35683,18.49756,-3.4,8.5,-14.1,709,61,0.028898392364759,12.5722689075631,746,0.440172120041021,0.449469484025781,-0.889641604066802
"587",587,587,"LATNJA:DRY_MEADOW:C2",20,19,-3,0.5,0.319166259566846,3,"LATNJA:DRY_MEADOW","DRY",68.35683,18.49756,1,"Eurasia",59.1868859577702,24.9416490256744,15.8714650165554,14,0,0.591868859577702,0.158714650165554,0.249416490256744,1088,68.35683,18.49756,-3.4,8.5,-14.1,709,61,0.028898392364759,12.5722689075631,747,0.140902522720509,0.364712749825391,-0.5056152725459
"588",588,588,"LATNJA:DRY_MEADOW:C3",20,21,-2,0.421052631578947,0.313953488372093,2,"LATNJA:DRY_MEADOW","DRY",68.35683,18.49756,1,"Eurasia",57.9388150609081,17.0045555219974,25.0566294170945,16,0,0.579388150609081,0.250566294170945,0.170045555219974,1089,68.35683,18.49756,-3.4,8.5,-14.1,709,61,0.028898392364759,12.5722689075631,748,0.738548890436204,-0.907461503822297,0.168912613386093
"589",589,589,"LATNJA:DRY_MEADOW:C4",19,15,-5,0.2,0.175104228707564,5,"LATNJA:DRY_MEADOW","DRY",68.35683,18.49756,1,"Eurasia",82.3454166441063,12.0282635768044,5.62631977908928,12,0,0.823454166441063,0.0562631977908928,0.120282635768044,1090,68.35683,18.49756,-3.4,8.5,-14.1,709,61,0.028898392364759,12.5722689075631,749,0.131689453095737,-0.185780541004297,0.0540910879085587
"590",590,590,"LATNJA:DRY_MEADOW:C5",19,21,-4,0.352941176470588,0.386271529888551,4,"LATNJA:DRY_MEADOW","DRY",68.35683,18.49756,1,"Eurasia",46.7856501609532,27.9581340122008,25.256215826846,16,0,0.467856501609532,0.25256215826846,0.279581340122008,1091,68.35683,18.49756,-3.4,8.5,-14.1,709,61,0.028898392364759,12.5722689075631,750,-0.242235927705105,-0.364032932156064,0.606268859861169
"591",591,591,"LATNJA:WET_MEADOW:C1",22,17,-2,0.533333333333333,0.650914634146341,2,"LATNJA:WET_MEADOW","WET",68.3551536,18.4913635,1,"Eurasia",6.02557915404846,72.2549934996319,21.7194273463197,13,0,0.0602557915404846,0.217194273463197,0.722549934996319,1092,68.3551536,18.4913635,-3.4,8.5,-14.1,673,62,0.0286276698179278,11.6322128851542,772,-0.550700175566479,0.390988813473087,0.159711362093393
"592",592,592,"LATNJA:WET_MEADOW:C2",22,16,0,0.625,0.683933933933934,0,"LATNJA:WET_MEADOW","WET",68.3551536,18.4913635,1,"Eurasia",14.1505499005499,58.2815607815608,27.5678893178893,11,0,0.141505499005499,0.275678893178893,0.582815607815608,1093,68.3551536,18.4913635,-3.4,8.5,-14.1,673,62,0.0286276698179278,11.6322128851542,773,0.185039196293216,-0.956747922182008,0.771708725888791
"593",593,593,"LATNJA:WET_MEADOW:C3",22,18,-3,0.666666666666667,0.544409613375131,3,"LATNJA:WET_MEADOW","WET",68.3551536,18.4913635,1,"Eurasia",0.25974025974026,77.6032427611416,22.1370169791181,12,0,0.0025974025974026,0.221370169791181,0.776032427611416,1094,68.3551536,18.4913635,-3.4,8.5,-14.1,673,62,0.0286276698179278,11.6322128851542,774,0.93867344963511,-0.975560464014085,0.0368870143789757
"594",594,594,"LATNJA:WET_MEADOW:C4",22,15,-1,0.571428571428571,0.773771152296535,1,"LATNJA:WET_MEADOW","WET",68.3551536,18.4913635,1,"Eurasia",9.67734397226742,61.0620301434161,29.2606258843165,12,0,0.0967734397226742,0.292606258843165,0.610620301434161,1095,68.3551536,18.4913635,-3.4,8.5,-14.1,673,62,0.0286276698179278,11.6322128851542,775,1.68729007014177,-1.39464023914381,-0.292649830997962
"595",595,595,"LATNJA:WET_MEADOW:C5",22,18,-1,0.470588235294118,0.435688405797101,1,"LATNJA:WET_MEADOW","WET",68.3551536,18.4913635,1,"Eurasia",2.92771084337349,56.9352191374192,40.1370700192073,16,0,0.0292771084337349,0.401370700192073,0.569352191374192,1096,68.3551536,18.4913635,-3.4,8.5,-14.1,673,62,0.0286276698179278,11.6322128851542,776,1.03744466659218,-0.795972346443416,-0.241472320148761
"596",596,596,"LATNJA:TUSSOCK_TUNDRA:C1",21,4,1,0,0.190476190476191,1,"LATNJA:TUSSOCK_TUNDRA","WET",68.3551536,18.4913635,1,"Eurasia",33.6840986394558,65.2848639455782,1.03103741496599,4,0,0.336840986394558,0.0103103741496599,0.652848639455782,1097,68.3551536,18.4913635,-3.4,8.5,-14.1,673,62,0.0286276698179278,11.6322128851542,767,0.0346449303827856,-0.820020950635067,0.785376020252281
"597",597,597,"LATNJA:TUSSOCK_TUNDRA:C2",21,9,0,0.444444444444444,0.252063015753938,0,"LATNJA:TUSSOCK_TUNDRA","WET",68.3551536,18.4913635,1,"Eurasia",25.1659488985422,67.3060394532755,7.52801164818232,7,0,0.251659488985422,0.0752801164818232,0.673060394532755,1098,68.3551536,18.4913635,-3.4,8.5,-14.1,673,62,0.0286276698179278,11.6322128851542,768,0.12547863320278,-0.880597056375721,0.75511842317294
"598",598,598,"LATNJA:TUSSOCK_TUNDRA:C3",21,7,-2,0,0.408212560386473,2,"LATNJA:TUSSOCK_TUNDRA","WET",68.3551536,18.4913635,1,"Eurasia",54.8773201118739,42.4246122552759,2.69806763285024,6,0,0.548773201118739,0.0269806763285024,0.424246122552759,1099,68.3551536,18.4913635,-3.4,8.5,-14.1,673,62,0.0286276698179278,11.6322128851542,769,-0.0816429548745334,-1.73170262762873,1.81334558250326
"599",599,599,"LATNJA:TUSSOCK_TUNDRA:C4",21,6,2,0,0.4375,2,"LATNJA:TUSSOCK_TUNDRA","WET",68.3551536,18.4913635,1,"Eurasia",42.3232323232323,57.0707070707071,0.606060606060606,6,0,0.423232323232323,0.00606060606060606,0.570707070707071,1100,68.3551536,18.4913635,-3.4,8.5,-14.1,673,62,0.0286276698179278,11.6322128851542,770,0.00274649821477398,-1.79008743019324,1.78734093197847
"600",600,600,"LATNJA:TUSSOCK_TUNDRA:C5",21,9,-1,0.25,0.453846153846154,1,"LATNJA:TUSSOCK_TUNDRA","WET",68.3551536,18.4913635,1,"Eurasia",40.2157102157102,57.0594220594221,2.72486772486772,8,0,0.402157102157102,0.0272486772486772,0.570594220594221,1101,68.3551536,18.4913635,-3.4,8.5,-14.1,673,62,0.0286276698179278,11.6322128851542,771,-0.0538845176307444,-1.89921944453674,1.95310396216748
"601",601,601,"ABISKO:ABISKOWET_FLUX:1_CTL",6,10,-1,0,0.250517598343685,1,"ABISKO:ABISKOWET_FLUX","",68.20462,18.49582,0.0484,"Eurasia",48.0305627343924,43.7306525923764,8.23878467323112,10,-3.02825546525955,0.480305627343924,0.0823878467323112,0.437306525923764,1161,68.20462,18.49582,-3.1,8.9,-13.9,635,43,0.0301588213410369,10.1521008403362,7,-1.41505137634566,-1.83383129149749,3.24888266784315
"602",602,602,"ABISKO:ABISKOWET_FLUX:2_CTL",6,11,0,0.363636363636364,0.408481652384091,0,"ABISKO:ABISKOWET_FLUX","",68.20462,18.49582,0.0484,"Eurasia",41.270800367259,54.8623105440653,3.86688908867566,9,-3.02825546525955,0.41270800367259,0.0386688908867566,0.548623105440653,1162,68.20462,18.49582,-3.1,8.9,-13.9,635,43,0.0301588213410369,10.1521008403362,8,-0.421758130917019,1.78184706844639,-1.36008893752937
"603",603,603,"ABISKO:ABISKOWET_FLUX:3_CTL",6,10,3,0,0.35324302134647,3,"ABISKO:ABISKOWET_FLUX","",68.20462,18.49582,0.0484,"Eurasia",62.8289993052924,32.432667594774,4.73833309993355,8,-3.02825546525955,0.628289993052924,0.0473833309993355,0.32432667594774,1163,68.20462,18.49582,-3.1,8.9,-13.9,635,43,0.0301588213410369,10.1521008403362,9,-0.546118907096388,-3.5383505264635,4.08446943355988
"604",604,604,"ABISKO:ABISKOWET_FLUX:4_CTL",6,16,-2,0.571428571428571,0.38760714742633,2,"ABISKO:ABISKOWET_FLUX","",68.20462,18.49582,0.0484,"Eurasia",75.5813934181541,19.9112007293121,4.50740585253382,10,-3.02825546525955,0.755813934181541,0.0450740585253382,0.199112007293121,1164,68.20462,18.49582,-3.1,8.9,-13.9,635,43,0.0301588213410369,10.1521008403362,10,-0.131084183132254,-2.16102706372826,2.29211124686051
"605",605,605,"ABISKO:ABISKOWET_FLUX:5_CTL",6,9,-2,0,0.138415696857255,2,"ABISKO:ABISKOWET_FLUX","",68.20462,18.49582,0.0484,"Eurasia",69.9650370576219,25.1913845127083,4.84357842966976,8,-3.02825546525955,0.699650370576219,0.0484357842966976,0.251913845127083,1165,68.20462,18.49582,-3.1,8.9,-13.9,635,43,0.0301588213410369,10.1521008403362,11,0.621865631510361,-0.846088850250524,0.224223218740163
"606",606,606,"ABISKO:ABISKOWET_FLUX:6_CTL",6,14,1,0.307692307692308,0.227335480901979,1,"ABISKO:ABISKOWET_FLUX","",68.20462,18.49582,0.0484,"Eurasia",77.6582548931152,17.7156141428912,4.62613096399358,10,-3.02825546525955,0.776582548931152,0.0462613096399358,0.177156141428912,1166,68.20462,18.49582,-3.1,8.9,-13.9,635,43,0.0301588213410369,10.1521008403362,12,0.679897285901813,-0.725429456542145,0.0455321706403282
"607",607,607,"ABISKO:PEATLAND:AA1",13,9,-1,0,0.320781401926987,1,"ABISKO:PEATLAND","MOIST",68.358087,18.812886,0.25,"Eurasia",91.488568927823,2.05397366492043,6.45745740725654,8,-1.38629436111989,0.91488568927823,0.0645745740725654,0.0205397366492043,1189,68.358087,18.812886,0,12.3,-11,406,68,0.028655407475491,9.39691876750709,19,0.0197733785742332,-0.0274762821068605,0.00770290353263292
"608",608,608,"ABISKO:PEATLAND:AA2",13,9,0,0.222222222222222,0.348878711647208,0,"ABISKO:PEATLAND","MOIST",68.358087,18.812886,0.25,"Eurasia",84.3236951897887,4.93213912834086,10.7441656818704,8,-1.38629436111989,0.843236951897887,0.107441656818704,0.0493213912834086,1190,68.358087,18.812886,0,12.3,-11,406,68,0.028655407475491,9.39691876750709,20,0.387694637028072,0.107811180494058,-0.495505817522128
"609",609,609,"ABISKO:PEATLAND:AA3",13,10,0,0.2,0.289234306277489,0,"ABISKO:PEATLAND","MOIST",68.358087,18.812886,0.25,"Eurasia",87.71792558206,1.42752260316524,10.8545518147748,9,-1.38629436111989,0.8771792558206,0.108545518147748,0.0142752260316524,1191,68.358087,18.812886,0,12.3,-11,406,68,0.028655407475491,9.39691876750709,21,0.157785714381651,0.231718529312548,-0.389504243694196
"610",610,610,"ABISKO:PEATLAND:AA4",13,9,-2,0,0.340491154562384,2,"ABISKO:PEATLAND","MOIST",68.358087,18.812886,0.25,"Eurasia",83.1948095089526,3.78101245191419,13.0241780391332,8,-1.38629436111989,0.831948095089526,0.130241780391332,0.0378101245191419,1192,68.358087,18.812886,0,12.3,-11,406,68,0.028655407475491,9.39691876750709,22,1.52255363706618,-0.159826222639159,-1.36272741442701
"611",611,611,"ABISKO:PEATLAND:AA5",13,11,1,0.2,0.299724434441367,1,"ABISKO:PEATLAND","MOIST",68.358087,18.812886,0.25,"Eurasia",92.9762846967391,1.74957715735807,5.27413814590287,9,-1.38629436111989,0.929762846967391,0.0527413814590287,0.0174957715735807,1193,68.358087,18.812886,0,12.3,-11,406,68,0.028655407475491,9.39691876750709,23,0.381176489861766,-0.0710320551564104,-0.310144434705354
"612",612,612,"ABISKO:ABISKODRY_PADDUS:CTL_1",6,13,-2,0,0.192982456140351,2,"ABISKO:ABISKODRY_PADDUS","MOIST",68.1933,18.5115,0.25,"Eurasia",69.7368421052632,22.5614035087719,7.70175438596491,12,-1.38629436111989,0.697368421052632,0.0770175438596491,0.225614035087719,1194,68.1933,18.5115,-2.2,9.9,-13,499,69,0.0301958937872026,8.67927170868354,1,1.23391812865496,-2.25730994152045,1.02339181286549
"613",613,613,"ABISKO:ABISKODRY_PADDUS:CTL_2",6,14,-2,0.333333333333333,0.477103776390128,2,"ABISKO:ABISKODRY_PADDUS","MOIST",68.1933,18.5115,0.25,"Eurasia",92.2242045792447,3.0107047279215,4.76509069283378,11,-1.38629436111989,0.922242045792447,0.0476509069283378,0.030107047279215,1195,68.1933,18.5115,-2.2,9.9,-13,499,69,0.0301958937872026,8.67927170868354,2,0.458420061453064,-0.126375260184358,-0.332044801268707
"614",614,614,"ABISKO:ABISKODRY_PADDUS:CTL_3",6,16,-3,0.153846153846154,0.513473202744357,3,"ABISKO:ABISKODRY_PADDUS","MOIST",68.1933,18.5115,0.25,"Eurasia",82.9770309237347,4.01710251566073,13.0058665606046,14,-1.38629436111989,0.829770309237347,0.130058665606046,0.0401710251566073,1196,68.1933,18.5115,-2.2,9.9,-13,499,69,0.0301958937872026,8.67927170868354,3,3.15534785058497,0.159093168937057,-3.31444101952203
"615",615,615,"ABISKO:ABISKODRY_PADDUS:CTL_4",6,18,-4,0.285714285714286,0.376941176470588,4,"ABISKO:ABISKODRY_PADDUS","MOIST",68.1933,18.5115,0.25,"Eurasia",79.8117647058824,7.97647058823529,12.2117647058824,14,-1.38629436111989,0.798117647058824,0.122117647058824,0.0797647058823529,1197,68.1933,18.5115,-2.2,9.9,-13,499,69,0.0301958937872026,8.67927170868354,4,2.20392156862743,-1.87450980392155,-0.329411764705878
"616",616,616,"ABISKO:ABISKODRY_PADDUS:CTL_5",6,16,0,0.25,0.363095238095238,0,"ABISKO:ABISKODRY_PADDUS","MOIST",68.1933,18.5115,0.25,"Eurasia",79.0178571428571,5.20833333333333,15.7738095238095,14,-1.38629436111989,0.790178571428571,0.157738095238095,0.0520833333333333,1198,68.1933,18.5115,-2.2,9.9,-13,499,69,0.0301958937872026,8.67927170868354,5,0.760582010582005,-0.11574074074074,-0.644841269841261
"617",617,617,"ABISKO:ABISKODRY_PADDUS:CTL_6",6,11,4,0,0.156702898550725,4,"ABISKO:ABISKODRY_PADDUS","MOIST",68.1933,18.5115,0.25,"Eurasia",94.4972826086957,4.46105072463768,1.04166666666667,9,-1.38629436111989,0.944972826086957,0.0104166666666667,0.0446105072463768,1199,68.1933,18.5115,-2.2,9.9,-13,499,69,0.0301958937872026,8.67927170868354,6,0.347222222222219,-0.44535024154589,0.0981280193236775
"618",618,618,"SADVENT:MES_POINTFRAME:DCUA",11,8,1,0.571428571428571,0.159880133967918,1,"SADVENT:MES_POINTFRAME","MOIST",78.19,15.93,0.5625,"Eurasia",82.1923851806705,12.4200171094918,5.38759770983776,5,-0.575364144903562,0.821923851806705,0.0538759770983776,0.124200171094918,1201,78.19,15.93,-6,4.6,-14.4,268,70,0.0401495481004909,0.950980392156869,943,0.0640568953207901,0.78421726975754,-0.848274165078328
"619",619,619,"SADVENT:MES_POINTFRAME:DDUA",11,9,-2,0.285714285714286,0.494029850746269,2,"SADVENT:MES_POINTFRAME","MOIST",78.19,15.93,0.5625,"Eurasia",68.1906643254317,24.2519022534387,7.55743342112965,7,-0.575364144903562,0.681906643254317,0.0755743342112965,0.242519022534387,1204,78.19,15.93,-6,4.6,-14.4,268,70,0.0401495481004909,0.950980392156869,944,0.508472770357235,1.62685288577102,-2.13532565612826
"620",620,620,"SADVENT:MES_POINTFRAME:DEUA",9,9,6,0,0.176470588235294,6,"SADVENT:MES_POINTFRAME","MOIST",78.19,15.93,0.5625,"Eurasia",71.1923688394277,16.3434022257552,12.4642289348172,6,-0.575364144903562,0.711923688394277,0.124642289348172,0.163434022257552,1207,78.19,15.93,-6,4.6,-14.4,268,70,0.0401495481004909,0.950980392156869,945,0.367426249779207,0.0282635576753232,-0.395689807454533
"621",621,621,"SADVENT:MES_POINTFRAME:DFUA",11,9,-1,0.75,0.495934959349593,1,"SADVENT:MES_POINTFRAME","MOIST",78.19,15.93,0.5625,"Eurasia",62.9836954107246,26.100670842774,10.9156337465014,5,-0.575364144903562,0.629836954107246,0.109156337465014,0.26100670842774,1211,78.19,15.93,-6,4.6,-14.4,268,70,0.0401495481004909,0.950980392156869,946,-0.807638109804619,2.89896986189342,-2.0913317520888
"622",622,622,"LATNJA:POOR_HEATH:Clip 3 B",18,8,3,0,0.531818181818182,3,"LATNJA:POOR_HEATH","DRY",68.35,18.49,1,"Eurasia",70.800608559522,27.2804996361872,1.91889180429079,7,0,0.70800608559522,0.0191889180429079,0.272804996361872,1365,68.35,18.49,-3.4,8.5,-14.1,673,75,0.0286276698179278,11.6322128851542,751,0.0427277872099593,-0.952367477834369,0.909639690624409
"623",623,623,"LATNJA:POOR_HEATH:Clip 3 C1",6,8,1,0,0.135531135531135,1,"LATNJA:POOR_HEATH","DRY",68.35,18.49,1,"Eurasia",80.8913308913309,19.1086691086691,0,8,0,0.808913308913309,0,0.191086691086691,1366,68.35,18.49,-3.4,8.5,-14.1,673,75,0.0286276698179278,11.6322128851542,752,NA,0.0261643118786022,-0.0261643118786102
"624",624,624,"LATNJA:POOR_HEATH:Clip 3 C2",18,11,-3,0.5,0.181159420289855,3,"LATNJA:POOR_HEATH","DRY",68.35,18.49,1,"Eurasia",86.3540372670807,13.6459627329193,0,6,0,0.863540372670807,0,0.136459627329193,1367,68.35,18.49,-3.4,8.5,-14.1,673,75,0.0286276698179278,11.6322128851542,753,NA,0.297998619737757,-0.297998619737757
"625",625,625,"LATNJA:POOR_HEATH:Clip 3 C3",6,4,0,0,0.0917008196721312,0,"LATNJA:POOR_HEATH","DRY",68.35,18.49,1,"Eurasia",96.8237704918033,3.17622950819672,0,4,0,0.968237704918033,0,0.0317622950819672,1368,68.35,18.49,-3.4,8.5,-14.1,673,75,0.0286276698179278,11.6322128851542,754,NA,-0.647687353630054,0.647687353630051
"626",626,626,"LATNJA:POOR_HEATH:Clip 4 B",18,10,-4,0,0.211538461538462,4,"LATNJA:POOR_HEATH","DRY",68.35,18.49,1,"Eurasia",95.6325700443348,3.24369258192788,1.12373737373737,8,0,0.956325700443348,0.0112373737373737,0.0324369258192788,1369,68.35,18.49,-3.4,8.5,-14.1,673,75,0.0286276698179278,11.6322128851542,755,-0.125420875420876,-0.246907232201348,0.372328107622224
"627",627,627,"LATNJA:POOR_HEATH:Clip 4 C1",6,8,1,0,0.119433198380567,1,"LATNJA:POOR_HEATH","DRY",68.35,18.49,1,"Eurasia",79.4197031039136,15.0492782071729,5.53101868891343,7,0,0.794197031039136,0.0553101868891343,0.150492782071729,1370,68.35,18.49,-3.4,8.5,-14.1,673,75,0.0286276698179278,11.6322128851542,756,-1.90160716476543,1.04128327812564,0.86032388663978
"628",628,628,"LATNJA:POOR_HEATH:Clip 4 C2",6,6,0,0.333333333333333,0.24113475177305,0,"LATNJA:POOR_HEATH","DRY",68.35,18.49,1,"Eurasia",85.6011482607227,14.3988517392773,0,5,0,0.856011482607227,0,0.143988517392773,1371,68.35,18.49,-3.4,8.5,-14.1,673,75,0.0286276698179278,11.6322128851542,757,NA,-2.02489506440929,2.02489506440928
"629",629,629,"LATNJA:POOR_HEATH:Clip 4 C3",18,8,-2,0.333333333333333,0.343577620173365,2,"LATNJA:POOR_HEATH","DRY",68.35,18.49,1,"Eurasia",81.9459219858156,15.7022261623325,2.35185185185185,6,0,0.819459219858156,0.0235185185185185,0.157022261623325,1372,68.35,18.49,-3.4,8.5,-14.1,673,75,0.0286276698179278,11.6322128851542,758,-0.29917695473251,-0.926492864022417,1.22566981875493
"630",630,630,"LATNJA:RICH_MEADOW:Clip 1 B",18,15,-1,0.142857142857143,0.374426807760141,1,"LATNJA:RICH_MEADOW","MOIST",68.35,18.65,1,"Eurasia",53.6812276852927,23.8185572331914,22.5002150815159,13,0,0.536812276852927,0.225002150815159,0.238185572331914,1373,68.35,18.65,-3.4,8.6,-14.2,686,76,0.0281886064972869,15.1857142857144,759,-1.40006356853693,0.303150227269475,1.09691334126745
"631",631,631,"LATNJA:RICH_MEADOW:Clip 1 C1",6,13,3,0,0.188644688644689,3,"LATNJA:RICH_MEADOW","MOIST",68.35,18.65,1,"Eurasia",70.4090354090354,12.3565323565324,17.2344322344322,12,0,0.704090354090354,0.172344322344322,0.123565323565324,1374,68.35,18.65,-3.4,8.6,-14.2,686,76,0.0281886064972869,15.1857142857144,760,0.792778649921624,-2.12192569335476,1.32914704343313
"632",632,632,"LATNJA:RICH_MEADOW:Clip 1 C2",6,13,-1,0.333333333333333,0.268771929824561,1,"LATNJA:RICH_MEADOW","MOIST",68.35,18.65,1,"Eurasia",58.9941520467836,19.2845331720105,21.7213147812059,11,0,0.589941520467836,0.217213147812059,0.192845331720105,1375,68.35,18.65,-3.4,8.6,-14.2,686,76,0.0281886064972869,15.1857142857144,761,-1.29677642381848,-2.70071731051809,3.99749373433656
