"","SiteSubsitePlot","mat","warmq","coldq","prec"
"718","HOLTAVORDUHEIDI:AH38:371",1.6,9.3,-4.4,475
"719","HOLTAVORDUHEIDI:AH38:379",1.6,9.3,-4.4,475
"720","HOLTAVORDUHEIDI:VH49:484",1.1,8.9,-4.9,497
"721","HOLTAVORDUHEIDI:VH49:490",1.1,8.9,-4.9,497
"722","HOLTAVORDUHEIDI:VH49:485",1.1,8.9,-4.9,497
"723","HOLTAVORDUHEIDI:VH49:487",1.1,8.9,-4.9,497
"724","HOLTAVORDUHEIDI:VH49:482",1.1,8.9,-4.9,497
"725","HOLTAVORDUHEIDI:VH49:488",1.1,8.9,-4.9,497
"726","HOLTAVORDUHEIDI:VH49:489",1.1,8.9,-4.9,497
"727","HOLTAVORDUHEIDI:VH49:481",1.1,8.9,-4.9,497
"728","HOLTAVORDUHEIDI:VH49:483",1.1,8.9,-4.9,497
"729","HOLTAVORDUHEIDI:VH49:486",1.1,8.9,-4.9,497
"730","HOLTAVORDUHEIDI:VH50:491",1.2,8.9,-4.9,490
"731","HOLTAVORDUHEIDI:VH50:492",1.2,8.9,-4.9,490
"732","HOLTAVORDUHEIDI:VH50:493",1.2,8.9,-4.9,490
"733","HOLTAVORDUHEIDI:VH50:495",1.2,8.9,-4.9,490
"734","HOLTAVORDUHEIDI:VH50:496",1.2,8.9,-4.9,490
"735","HOLTAVORDUHEIDI:VH50:498",1.2,8.9,-4.9,490
"736","HOLTAVORDUHEIDI:VH50:499",1.2,8.9,-4.9,490
"737","HOLTAVORDUHEIDI:VH50:500",1.2,8.9,-4.9,490
"738","HOLTAVORDUHEIDI:VH50:494",1.2,8.9,-4.9,490
"739","HOLTAVORDUHEIDI:VH50:497",1.2,8.9,-4.9,490
"740","MODRUVELLIR:LH69:682",2.4,9.5,-2.8,535
"741","MODRUVELLIR:LH69:683",2.4,9.5,-2.8,535
"742","MODRUVELLIR:LH69:684",2.4,9.5,-2.8,535
"743","MODRUVELLIR:LH69:685",2.4,9.5,-2.8,535
"744","MODRUVELLIR:LH69:686",2.4,9.5,-2.8,535
"745","MODRUVELLIR:LH69:687",2.4,9.5,-2.8,535
"746","MODRUVELLIR:LH69:688",2.4,9.5,-2.8,535
"747","MODRUVELLIR:LH69:690",2.4,9.5,-2.8,535
"748","MODRUVELLIR:LH69:681",2.4,9.5,-2.8,535
"749","MODRUVELLIR:LH69:689",2.4,9.5,-2.8,535
"750","MODRUVELLIR:ML54:531",2.4,9.6,-3,501
"751","MODRUVELLIR:ML54:532",2.4,9.6,-3,501
"752","MODRUVELLIR:ML54:533",2.4,9.6,-3,501
"753","MODRUVELLIR:ML54:534",2.4,9.6,-3,501
"754","MODRUVELLIR:ML54:535",2.4,9.6,-3,501
"755","MODRUVELLIR:ML54:536",2.4,9.6,-3,501
"756","MODRUVELLIR:ML54:537",2.4,9.6,-3,501
"757","MODRUVELLIR:ML54:538",2.4,9.6,-3,501
"758","MODRUVELLIR:ML54:539",2.4,9.6,-3,501
"759","MODRUVELLIR:ML54:540",2.4,9.6,-3,501
"760","MODRUVELLIR:MV51:501",2,9.3,-3.3,541
"761","MODRUVELLIR:MV51:502",2,9.3,-3.3,541
"762","MODRUVELLIR:MV51:503",2,9.3,-3.3,541
"763","MODRUVELLIR:MV51:507",2,9.3,-3.3,541
"764","MODRUVELLIR:MV51:508",2,9.3,-3.3,541
"765","MODRUVELLIR:MV51:509",2,9.3,-3.3,541
"766","MODRUVELLIR:MV51:505",2,9.3,-3.3,541
"767","MODRUVELLIR:MV51:506",2,9.3,-3.3,541
"768","MODRUVELLIR:MV51:504",2,9.3,-3.3,541
"769","MODRUVELLIR:MV51:510",2,9.3,-3.3,541
"770","MODRUVELLIR:MV52:511",1.8,9,-3.6,549
"771","MODRUVELLIR:MV52:518",1.8,9,-3.6,549
"772","MODRUVELLIR:MV52:519",1.8,9,-3.6,549
"773","MODRUVELLIR:MV52:520",1.8,9,-3.6,549
"774","MODRUVELLIR:MV52:514",1.8,9,-3.6,549
"775","MODRUVELLIR:MV52:515",1.8,9,-3.6,549
"776","MODRUVELLIR:MV52:516",1.8,9,-3.6,549
"777","MODRUVELLIR:MV52:517",1.8,9,-3.6,549
"778","MODRUVELLIR:MV52:512",1.8,9,-3.6,549
"779","MODRUVELLIR:MV52:513",1.8,9,-3.6,549
"780","OXNADALSHEIDI:SA16:160",-1.5,5.8,-7.1,524
"781","OXNADALSHEIDI:SA16:157",-1.5,5.8,-7.1,524
"782","OXNADALSHEIDI:SA16:156",-1.5,5.8,-7.1,524
"783","OXNADALSHEIDI:SA16:151",-1.5,5.8,-7.1,524
"784","OXNADALSHEIDI:SA16:152",-1.5,5.8,-7.1,524
"785","OXNADALSHEIDI:SA16:153",-1.5,5.8,-7.1,524
"786","OXNADALSHEIDI:SA16:154",-1.5,5.8,-7.1,524
"787","OXNADALSHEIDI:SA16:155",-1.5,5.8,-7.1,524
"788","OXNADALSHEIDI:SA16:158",-1.5,5.8,-7.1,524
"789","OXNADALSHEIDI:SA16:159",-1.5,5.8,-7.1,524
"790","OXNADALSHEIDI:SA17:161",-0.2,7.1,-5.8,452
"791","OXNADALSHEIDI:SA17:166",-0.2,7.1,-5.8,452
"792","OXNADALSHEIDI:SA17:165",-0.2,7.1,-5.8,452
"793","OXNADALSHEIDI:SA17:162",-0.2,7.1,-5.8,452
"794","OXNADALSHEIDI:SA17:163",-0.2,7.1,-5.8,452
"795","OXNADALSHEIDI:SA17:164",-0.2,7.1,-5.8,452
"796","OXNADALSHEIDI:SA17:167",-0.2,7.1,-5.8,452
"797","OXNADALSHEIDI:SA17:168",-0.2,7.1,-5.8,452
"798","OXNADALSHEIDI:SA17:169",-0.2,7.1,-5.8,452
"799","OXNADALSHEIDI:SA17:170",-0.2,7.1,-5.8,452
"800","OXNADALSHEIDI:SA19:181",-0.6,6.8,-6.3,537
"801","OXNADALSHEIDI:SA19:182",-0.6,6.8,-6.3,537
"802","OXNADALSHEIDI:SA19:189",-0.6,6.8,-6.3,537
"803","OXNADALSHEIDI:SA19:183",-0.6,6.8,-6.3,537
"804","OXNADALSHEIDI:SA19:186",-0.6,6.8,-6.3,537
"805","OXNADALSHEIDI:SA19:188",-0.6,6.8,-6.3,537
"806","OXNADALSHEIDI:SA19:190",-0.6,6.8,-6.3,537
"807","OXNADALSHEIDI:SA19:185",-0.6,6.8,-6.3,537
"808","OXNADALSHEIDI:SA19:184",-0.6,6.8,-6.3,537
"809","OXNADALSHEIDI:SA19:187",-0.6,6.8,-6.3,537
"810","THYKKVIBAER:HH100:991",5.7,11.3,1.7,1332
"811","THYKKVIBAER:HH100:992",5.7,11.3,1.7,1332
"812","THYKKVIBAER:HH100:993",5.7,11.3,1.7,1332
"813","THYKKVIBAER:HH100:994",5.7,11.3,1.7,1332
"814","THYKKVIBAER:HH100:995",5.7,11.3,1.7,1332
"815","THYKKVIBAER:HH100:996",5.7,11.3,1.7,1332
"816","THYKKVIBAER:HH100:997",5.7,11.3,1.7,1332
"817","THYKKVIBAER:HH100:998",5.7,11.3,1.7,1332
"818","THYKKVIBAER:HH100:999",5.7,11.3,1.7,1332
"819","THYKKVIBAER:HH100:1000",5.7,11.3,1.7,1332
"820","THYKKVIBAER:RT81:801",4.7,10.9,0.3,1551
"821","THYKKVIBAER:RT81:802",4.7,10.9,0.3,1551
"822","THYKKVIBAER:RT81:804",4.7,10.9,0.3,1551
"823","THYKKVIBAER:RT81:805",4.7,10.9,0.3,1551
"824","THYKKVIBAER:RT81:808",4.7,10.9,0.3,1551
"825","THYKKVIBAER:RT81:810",4.7,10.9,0.3,1551
"826","THYKKVIBAER:RT81:809",4.7,10.9,0.3,1551
"827","THYKKVIBAER:RT81:807",4.7,10.9,0.3,1551
"828","THYKKVIBAER:RT81:803",4.7,10.9,0.3,1551
"829","THYKKVIBAER:RT81:806",4.7,10.9,0.3,1551
"830","THYKKVIBAER:VE82:812",5.3,11.4,0.9,1344
"831","THYKKVIBAER:VE82:815",5.3,11.4,0.9,1344
"832","THYKKVIBAER:VE82:816",5.3,11.4,0.9,1344
"833","THYKKVIBAER:VE82:818",5.3,11.4,0.9,1344
"834","THYKKVIBAER:VE82:819",5.3,11.4,0.9,1344
"835","THYKKVIBAER:VE82:811",5.3,11.4,0.9,1344
"836","THYKKVIBAER:VE82:813",5.3,11.4,0.9,1344
"837","THYKKVIBAER:VE82:814",5.3,11.4,0.9,1344
"838","THYKKVIBAER:VE82:820",5.3,11.4,0.9,1344
"839","THYKKVIBAER:VE82:817",5.3,11.4,0.9,1344
"840","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC33.5",-10.9,3.7,-24.7,117
"841","SADVENT:MES_COVER:DDUA",-6,4.6,-14.4,264
"842","SADVENT:MES_COVER:DFUA",-6,4.6,-14.4,264
"843","SADVENT:MES_COVER:DGUA",-6,4.6,-14.4,264
"844","ABISKO:ABISKOWET_MULTE:Abisko_wetheathControl6",-3.1,8.9,-13.9,635
"845","ABISKO:ABISKOWET_MULTE:Abisko_wetheathControl5",-3.1,8.9,-13.9,635
"846","ABISKO:ABISKOWET_MULTE:Abisko_wetheathControl4",-3.1,8.9,-13.9,635
"847","ABISKO:ABISKOWET_MULTE:Abisko_wetheathControl3",-3.1,8.9,-13.9,635
"848","ABISKO:ABISKOWET_MULTE:Abisko_wetheathControl2",-3.1,8.9,-13.9,635
"849","ABISKO:ABISKOWET_MULTE:Abisko_wetheathControl1",-3.1,8.9,-13.9,635
"850","THUFUVER:PALSA:PALSA2_10",-0.2,6,-4.9,952
"851","THUFUVER:PALSA:PALSA2_11",-0.2,6,-4.9,952
"852","THUFUVER:PALSA:PALSA2_12",-0.2,6,-4.9,952
"853","THUFUVER:PALSA:PALSA2_13",-0.2,6,-4.9,952
"854","THUFUVER:PALSA:PALSA1_14",-0.2,6,-4.9,952
"855","THUFUVER:PALSA:PALSA1_15",-0.2,6,-4.9,952
"856","THUFUVER:PALSA:PALSA2_6",-0.2,6,-4.9,952
"857","THUFUVER:PALSA:PALSA2_8",-0.2,6,-4.9,952
"858","THUFUVER:PALSA:PALSA3_20",-0.2,6,-4.9,952
"859","THUFUVER:PALSA:PALSA4_8",-0.2,6,-4.9,952
"860","THUFUVER:PALSA:PALSA4_9",-0.2,6,-4.9,952
"861","THUFUVER:PALSA:PALSA5_2",-0.2,6,-4.9,952
"862","THUFUVER:PALSA:PALSA1_1",-0.2,6,-4.9,952
"863","THUFUVER:PALSA:PALSA1_10",-0.2,6,-4.9,952
"864","THUFUVER:PALSA:PALSA1_20",-0.2,6,-4.9,952
"865","THUFUVER:PALSA:PALSA1_3",-0.2,6,-4.9,952
"866","THUFUVER:PALSA:PALSA1_4",-0.2,6,-4.9,952
"867","THUFUVER:PALSA:PALSA1_5",-0.2,6,-4.9,952
"868","THUFUVER:PALSA:PALSA1_6",-0.2,6,-4.9,952
"869","THUFUVER:PALSA:PALSA1_7",-0.2,6,-4.9,952
"870","THUFUVER:PALSA:PALSA1_9",-0.2,6,-4.9,952
"871","THUFUVER:PALSA:PALSA2_1",-0.2,6,-4.9,952
"872","THUFUVER:PALSA:PALSA2_14",-0.2,6,-4.9,952
"873","THUFUVER:PALSA:PALSA2_15",-0.2,6,-4.9,952
"874","THUFUVER:PALSA:PALSA2_16",-0.2,6,-4.9,952
"875","THUFUVER:PALSA:PALSA2_17",-0.2,6,-4.9,952
"876","THUFUVER:PALSA:PALSA2_18",-0.2,6,-4.9,952
"877","THUFUVER:PALSA:PALSA2_19",-0.2,6,-4.9,952
"878","THUFUVER:PALSA:PALSA2_2",-0.2,6,-4.9,952
"879","THUFUVER:PALSA:PALSA2_20",-0.2,6,-4.9,952
"880","THUFUVER:PALSA:PALSA2_3",-0.2,6,-4.9,952
"881","THUFUVER:PALSA:PALSA2_4",-0.2,6,-4.9,952
"882","THUFUVER:PALSA:PALSA4_1",-0.2,6,-4.9,952
"883","THUFUVER:PALSA:PALSA4_10",-0.2,6,-4.9,952
"884","THUFUVER:PALSA:PALSA4_2",-0.2,6,-4.9,952
"885","THUFUVER:PALSA:PALSA4_4",-0.2,6,-4.9,952
"886","THUFUVER:PALSA:PALSA4_5",-0.2,6,-4.9,952
"887","THUFUVER:PALSA:PALSA4_6",-0.2,6,-4.9,952
"888","THUFUVER:PALSA:PALSA4_7",-0.2,6,-4.9,952
"889","THUFUVER:PALSA:PALSA1_2",-0.2,6,-4.9,952
"890","THUFUVER:PALSA:PALSA1_8",-0.2,6,-4.9,952
"891","THUFUVER:PALSA:PALSA2_5",-0.2,6,-4.9,952
"892","THUFUVER:PALSA:PALSA2_7",-0.2,6,-4.9,952
"893","THUFUVER:PALSA:PALSA2_9",-0.2,6,-4.9,952
"894","THUFUVER:PALSA:PALSA4_3",-0.2,6,-4.9,952
"895","THUFUVER:PALSA:PALSA5_1",-0.2,6,-4.9,952
"896","THUFUVER:PALSA:PALSA5_3",-0.2,6,-4.9,952
"897","THUFUVER:PALSA:PALSA5_4",-0.2,6,-4.9,952
"898","THUFUVER:PALSA:PALSA5_5",-0.2,6,-4.9,952
"899","THUFUVER:PALSA:PALSA5_6",-0.2,6,-4.9,952
"900","THUFUVER:PALSA:PALSA5_8",-0.2,6,-4.9,952
"901","THUFUVER:PALSA:PALSA5_9",-0.2,6,-4.9,952
"902","THUFUVER:PALSA:PALSA3_1",-0.2,6,-4.9,952
"903","THUFUVER:PALSA:PALSA3_10",-0.2,6,-4.9,952
"904","THUFUVER:PALSA:PALSA3_11",-0.2,6,-4.9,952
"905","THUFUVER:PALSA:PALSA3_12",-0.2,6,-4.9,952
"906","THUFUVER:PALSA:PALSA3_13",-0.2,6,-4.9,952
"907","THUFUVER:PALSA:PALSA3_14",-0.2,6,-4.9,952
"908","THUFUVER:PALSA:PALSA3_15",-0.2,6,-4.9,952
"909","THUFUVER:PALSA:PALSA3_16",-0.2,6,-4.9,952
"910","THUFUVER:PALSA:PALSA3_17",-0.2,6,-4.9,952
"911","THUFUVER:PALSA:PALSA3_18",-0.2,6,-4.9,952
"912","THUFUVER:PALSA:PALSA3_19",-0.2,6,-4.9,952
"913","THUFUVER:PALSA:PALSA3_4",-0.2,6,-4.9,952
"914","THUFUVER:PALSA:PALSA3_5",-0.2,6,-4.9,952
"915","THUFUVER:PALSA:PALSA3_7",-0.2,6,-4.9,952
"916","THUFUVER:PALSA:PALSA3_9",-0.2,6,-4.9,952
"917","THUFUVER:PALSA:PALSA5_10",-0.2,6,-4.9,952
"918","THUFUVER:PALSA:PALSA1_19",-0.2,6,-4.9,952
"919","THUFUVER:PALSA:PALSA5_7",-0.2,6,-4.9,952
"920","THUFUVER:PALSA:PALSA3_2",-0.2,6,-4.9,952
"921","THUFUVER:PALSA:PALSA3_3",-0.2,6,-4.9,952
"922","THUFUVER:PALSA:PALSA3_6",-0.2,6,-4.9,952
"923","THUFUVER:PALSA:PALSA3_8",-0.2,6,-4.9,952
"924","THUFUVER:PALSA:PALSA1_12",-0.2,6,-4.9,952
"925","THUFUVER:PALSA:PALSA1_11",-0.2,6,-4.9,952
"926","THUFUVER:PALSA:PALSA1_18",-0.2,6,-4.9,952
"927","THUFUVER:SALIXHEATH:SALIXHEATH2_3",-0.2,6,-4.9,952
"928","THUFUVER:SALIXHEATH:SALIXHEATH2_2",-0.2,6,-4.9,952
"929","THUFUVER:SALIXHEATH:SALIXHEATH2_20",-0.2,6,-4.9,952
"930","THUFUVER:SALIXHEATH:SALIXHEATH2_7",-0.2,6,-4.9,952
"931","THUFUVER:SALIXHEATH:SALIXHEATH2_4",-0.2,6,-4.9,952
"932","THUFUVER:SALIXHEATH:SALIXHEATH3_9",-0.2,6,-4.9,952
"933","THUFUVER:SALIXHEATH:SALIXHEATH3_12",-0.2,6,-4.9,952
"934","THUFUVER:SALIXHEATH:SALIXHEATH3_20",-0.2,6,-4.9,952
"935","THUFUVER:SALIXHEATH:SALIXHEATH1_4",-0.2,6,-4.9,952
"936","THUFUVER:SALIXHEATH:SALIXHEATH2_8",-0.2,6,-4.9,952
"937","THUFUVER:SALIXHEATH:SALIXHEATH1_19",-0.2,6,-4.9,952
"938","THUFUVER:SALIXHEATH:SALIXHEATH2_18",-0.2,6,-4.9,952
"939","THUFUVER:SALIXHEATH:SALIXHEATH3_8",-0.2,6,-4.9,952
"940","THUFUVER:SALIXHEATH:SALIXHEATH2_19",-0.2,6,-4.9,952
"941","THUFUVER:SALIXHEATH:SALIXHEATH3_7",-0.2,6,-4.9,952
"942","THUFUVER:SALIXHEATH:SALIXHEATH2_11",-0.2,6,-4.9,952
"943","THUFUVER:SALIXHEATH:SALIXHEATH2_5",-0.2,6,-4.9,952
"944","THUFUVER:SALIXHEATH:SALIXHEATH2_6",-0.2,6,-4.9,952
"945","THUFUVER:SALIXHEATH:SALIXHEATH3_13",-0.2,6,-4.9,952
"946","THUFUVER:SALIXHEATH:SALIXHEATH1_20",-0.2,6,-4.9,952
"947","THUFUVER:SALIXHEATH:SALIXHEATH1_3",-0.2,6,-4.9,952
"948","THUFUVER:SALIXHEATH:SALIXHEATH2_17",-0.2,6,-4.9,952
"949","THUFUVER:SALIXHEATH:SALIXHEATH2_16",-0.2,6,-4.9,952
"950","THUFUVER:SALIXHEATH:SALIXHEATH3_11",-0.2,6,-4.9,952
"951","THUFUVER:SALIXHEATH:SALIXHEATH2_14",-0.2,6,-4.9,952
"952","THUFUVER:SALIXHEATH:SALIXHEATH3_2",-0.2,6,-4.9,952
"953","THUFUVER:SALIXHEATH:SALIXHEATH1_2",-0.2,6,-4.9,952
"954","THUFUVER:SALIXHEATH:SALIXHEATH1_9",-0.2,6,-4.9,952
"955","THUFUVER:SALIXHEATH:SALIXHEATH2_9",-0.2,6,-4.9,952
"956","THUFUVER:SALIXHEATH:SALIXHEATH3_1",-0.2,6,-4.9,952
"957","THUFUVER:SALIXHEATH:SALIXHEATH2_12",-0.2,6,-4.9,952
"958","THUFUVER:SALIXHEATH:SALIXHEATH2_15",-0.2,6,-4.9,952
"959","THUFUVER:SALIXHEATH:SALIXHEATH3_14",-0.2,6,-4.9,952
"960","THUFUVER:SALIXHEATH:SALIXHEATH3_15",-0.2,6,-4.9,952
"961","THUFUVER:SALIXHEATH:SALIXHEATH3_16",-0.2,6,-4.9,952
"962","THUFUVER:SALIXHEATH:SALIXHEATH3_17",-0.2,6,-4.9,952
"963","THUFUVER:SALIXHEATH:SALIXHEATH1_1",-0.2,6,-4.9,952
"964","THUFUVER:SALIXHEATH:SALIXHEATH1_10",-0.2,6,-4.9,952
"965","THUFUVER:SALIXHEATH:SALIXHEATH2_13",-0.2,6,-4.9,952
"966","THUFUVER:SALIXHEATH:SALIXHEATH1_5",-0.2,6,-4.9,952
"967","THUFUVER:SALIXHEATH:SALIXHEATH1_6",-0.2,6,-4.9,952
"968","THUFUVER:SALIXHEATH:SALIXHEATH1_7",-0.2,6,-4.9,952
"969","THUFUVER:SALIXHEATH:SALIXHEATH1_8",-0.2,6,-4.9,952
"970","THUFUVER:SALIXHEATH:SALIXHEATH3_6",-0.2,6,-4.9,952
"971","THUFUVER:SALIXHEATH:SALIXHEATH3_10",-0.2,6,-4.9,952
"972","THUFUVER:SALIXHEATH:SALIXHEATH1_18",-0.2,6,-4.9,952
"973","THUFUVER:SALIXHEATH:SALIXHEATH3_18",-0.2,6,-4.9,952
"974","THUFUVER:SALIXHEATH:SALIXHEATH3_19",-0.2,6,-4.9,952
"975","THUFUVER:SALIXHEATH:SALIXHEATH1_11",-0.2,6,-4.9,952
"976","THUFUVER:SALIXHEATH:SALIXHEATH3_3",-0.2,6,-4.9,952
"977","THUFUVER:SALIXHEATH:SALIXHEATH1_12",-0.2,6,-4.9,952
"978","THUFUVER:SALIXHEATH:SALIXHEATH1_13",-0.2,6,-4.9,952
"979","THUFUVER:SALIXHEATH:SALIXHEATH1_14",-0.2,6,-4.9,952
"980","THUFUVER:SALIXHEATH:SALIXHEATH1_15",-0.2,6,-4.9,952
"981","THUFUVER:SALIXHEATH:SALIXHEATH1_16",-0.2,6,-4.9,952
"982","THUFUVER:SALIXHEATH:SALIXHEATH1_17",-0.2,6,-4.9,952
"983","THUFUVER:SALIXHEATH:SALIXHEATH2_1",-0.2,6,-4.9,952
"984","THUFUVER:SALIXHEATH:SALIXHEATH2_10",-0.2,6,-4.9,952
"985","THUFUVER:SALIXHEATH:SALIXHEATH3_5",-0.2,6,-4.9,952
"986","THUFUVER:SALIXHEATH:SALIXHEATH3_4",-0.2,6,-4.9,952
"987","WOLFCREEK:WOLFCREEK:WOLFCREEK_CTL_5",0.3,14.5,-13.5,265
"988","WOLFCREEK:WOLFCREEK:WOLFCREEK_CTL_19",0.3,14.5,-13.5,265
"989","WOLFCREEK:WOLFCREEK:WOLFCREEK_CTL_20",0.3,14.5,-13.5,265
"990","WOLFCREEK:WOLFCREEK:WOLFCREEK_CTL_2",0.3,14.5,-13.5,265
"991","WOLFCREEK:WOLFCREEK:WOLFCREEK_CTL_9",0.3,14.5,-13.5,265
"992","ZACKENBERG:SALIX_SITE:S1_CONT",-10.1,3.9,-21,178
"993","ZACKENBERG:SALIX_SITE:S3_CONT",-10.1,3.9,-21,178
"994","ZACKENBERG:SALIX_SITE:S2_CONT",-10.1,3.9,-21,178
"995","ABISKO:lower_forest:ALFc1",-0.9,11.4,-11.9,462
"996","ABISKO:lower_forest:ALFc2",-0.9,11.4,-11.9,462
"997","ABISKO:lower_forest:ALFc3",-0.9,11.4,-11.9,462
"998","ABISKO:lower_forest:ALFc4",-0.9,11.4,-11.9,462
"999","ABISKO:lower_forest:ALFc5",-0.9,11.4,-11.9,462
"1000","ABISKO:lower_tundra:ALTc1",-1.1,11.2,-12.1,455
"1001","ABISKO:lower_tundra:ALTc2",-1.1,11.2,-12.1,455
"1002","ABISKO:lower_tundra:ALTc3",-1.1,11.2,-12.1,455
"1003","ABISKO:lower_tundra:ALTc4",-1.1,11.2,-12.1,455
"1004","ABISKO:lower_tundra:ALTc5",-1.1,11.2,-12.1,455
"1005","ABISKO:upper_forest:AUFc1",-1.4,10.8,-12.4,450
"1006","ABISKO:upper_forest:AUFc2",-1.4,10.8,-12.4,450
"1007","ABISKO:upper_forest:AUFc3",-1.4,10.8,-12.4,450
"1008","ABISKO:upper_forest:AUFc4",-1.4,10.8,-12.4,450
"1009","ABISKO:upper_forest:AUFc5",-1.4,10.8,-12.4,450
"1010","ABISKO:upper_tundra:AUTc1",-1.5,10.8,-12.5,450
"1011","ABISKO:upper_tundra:AUTc2",-1.5,10.8,-12.5,450
"1012","ABISKO:upper_tundra:AUTc3",-1.5,10.8,-12.5,450
"1013","ABISKO:upper_tundra:AUTc4",-1.5,10.8,-12.5,450
"1014","ABISKO:upper_tundra:AUTc5",-1.5,10.8,-12.5,450
"1015","ADVENT:ADVENT_1:1_ME_CTL_A",-6.1,4.4,-14.5,279
"1016","ADVENT:ADVENT_1:1_ME_CTL_B",-6.1,4.4,-14.5,279
"1017","ADVENT:ADVENT_1:1_MO_CTL_A",-6.1,4.4,-14.5,279
"1018","ADVENT:ADVENT_1:1_MO_CTL_B",-6.1,4.4,-14.5,279
"1019","ADVENT:ADVENT_1:1_WE_CTL_A",-6.1,4.4,-14.5,279
"1020","ADVENT:ADVENT_1:1_WE_CTL_B",-6.1,4.4,-14.5,279
"1021","ADVENT:ADVENT_2:2_ME_CTL_A",-6.1,4.4,-14.5,279
"1022","ADVENT:ADVENT_2:2_ME_CTL_B",-6.1,4.4,-14.5,279
"1023","ADVENT:ADVENT_2:2_MO_CTL_A",-6.1,4.4,-14.5,279
"1024","ADVENT:ADVENT_2:2_MO_CTL_B",-6.1,4.4,-14.5,279
"1025","ADVENT:ADVENT_2:2_WE_CTL_A",-6.1,4.4,-14.5,279
"1026","ADVENT:ADVENT_2:2_WE_CTL_B",-6.1,4.4,-14.5,279
"1027","ADVENT:ADVENT_3:3_ME_CTL_A",-6.1,4.4,-14.5,275
"1028","ADVENT:ADVENT_3:3_ME_CTL_B",-6.1,4.4,-14.5,275
"1029","ADVENT:ADVENT_3:3_MO_CTL_A",-6.1,4.4,-14.5,275
"1030","ADVENT:ADVENT_3:3_MO_CTL_B",-6.1,4.4,-14.5,275
"1031","ADVENT:ADVENT_3:3_WE_CTL_A",-6.1,4.4,-14.5,275
"1032","ADVENT:ADVENT_3:3_WE_CTL_B",-6.1,4.4,-14.5,275
"1033","ADVENT:ADVENT_4:4_ME_CTL_A",-6.1,4.4,-14.5,271
"1034","ADVENT:ADVENT_4:4_ME_CTL_B",-6.1,4.4,-14.5,271
"1035","ADVENT:ADVENT_4:4_MO_CTL_A",-6.1,4.4,-14.5,271
"1036","ADVENT:ADVENT_4:4_MO_CTL_B",-6.1,4.4,-14.5,271
"1037","ADVENT:ADVENT_5:5_ME_CTL_A",-6.1,4.4,-14.5,271
"1038","ADVENT:ADVENT_5:5_ME_CTL_B",-6.1,4.4,-14.5,271
"1039","ADVENT:ADVENT_5:5_MO_CTL_A",-6.1,4.4,-14.5,271
"1040","ADVENT:ADVENT_5:5_MO_CTL_B",-6.1,4.4,-14.5,271
"1041","ADVENT:ADVENT_5:5_WE_CTL_A",-6.1,4.4,-14.5,271
"1042","ADVENT:ADVENT_5:5_WE_CTL_B",-6.1,4.4,-14.5,271
"1043","ADVENT:ADVENT_6:6_ME_CTL_A",-6.1,4.4,-14.5,267
"1044","ADVENT:ADVENT_6:6_ME_CTL_B",-6.1,4.4,-14.5,267
"1045","ADVENT:ADVENT_6:6_MO_CTL_A",-6.1,4.4,-14.5,267
"1046","ADVENT:ADVENT_6:6_MO_CTL_B",-6.1,4.4,-14.5,267
"1047","ADVENT:ADVENT_6:6_WE_CTL_A",-6.1,4.4,-14.5,267
"1048","ADVENT:ADVENT_6:6_WE_CTL_B",-6.1,4.4,-14.5,267
"1049","ADVENT:ADVENT_7:7_ME_CTL_A",-6.1,4.4,-14.5,265
"1050","ADVENT:ADVENT_7:7_ME_CTL_B",-6.1,4.4,-14.5,265
"1051","ADVENT:ADVENT_7:7_MO_CTL_A",-6.1,4.4,-14.5,265
"1052","ADVENT:ADVENT_7:7_MO_CTL_B",-6.1,4.4,-14.5,265
"1053","ADVENT:ADVENT_7:7_WE_CTL_A",-6.1,4.4,-14.5,265
"1054","ADVENT:ADVENT_7:7_WE_CTL_B",-6.1,4.4,-14.5,265
"1055","DISKO:DISTURBANCE:C1.3",-4.6,6.5,-15.9,384
"1056","DISKO:DISTURBANCE:C4.3",-4.6,6.5,-15.9,384
"1057","DISKO:DISTURBANCE:C5.3",-4.6,6.5,-15.9,384
"1058","DISKO:DISTURBANCE:A1.6",-4.6,6.5,-15.9,384
"1059","DISKO:DISTURBANCE:A2.2",-4.6,6.5,-15.9,384
"1060","DISKO:DISTURBANCE:A3.3",-4.6,6.5,-15.9,384
"1061","DISKO:DISTURBANCE:A4.3",-4.6,6.5,-15.9,384
"1062","DISKO:DISTURBANCE:A5.1",-4.6,6.5,-15.9,384
"1063","DISKO:DISTURBANCE:A6.1",-4.6,6.5,-15.9,384
"1064","DISKO:DISTURBANCE:B1.2",-4.6,6.5,-15.9,384
"1065","DISKO:DISTURBANCE:B2.2",-4.6,6.5,-15.9,384
"1066","DISKO:DISTURBANCE:B3.4",-4.6,6.5,-15.9,384
"1067","DISKO:DISTURBANCE:B4.5",-4.6,6.5,-15.9,384
"1068","DISKO:DISTURBANCE:B5.2",-4.6,6.5,-15.9,384
"1069","DISKO:DISTURBANCE:B6.5",-4.6,6.5,-15.9,384
"1070","KILPISJARVI:KILPISJARVI:C1",-2.5,9.7,-13.6,506
"1071","KILPISJARVI:KILPISJARVI:C2",-2.5,9.7,-13.6,506
"1072","KILPISJARVI:KILPISJARVI:C3",-2.5,9.7,-13.6,506
