"","SiteSubsitePlot","NbSpeciesPerTrendPlot","TotalSpecies","SiteSubsite","LAT","SurveyedArea","Region","MOISTURE","Duration","PlotGraminoidMean","PlotShrubMean","PlotForbMean","MeanRichness","Extinct","Coloniser","Persisting"
"639","DISKO:DISTURBANCE:B6.5",3,11,"DISKO:DISTURBANCE",69.27,1,"GreenIceLand","",28,7.80716234495724,84.3254923538987,7.86734530114405,7,0.272727272727273,0.363636363636364,0.363636363636364
"640","DISKO:DISTURBANCE:C1.3",0,9,"DISKO:DISTURBANCE",69.27,1,"GreenIceLand","",28,3.74602543720191,92.8388185741127,3.4151559886854,7,0,0.333333333333333,0.666666666666667
"641","DISKO:DISTURBANCE:C4.3",3,10,"DISKO:DISTURBANCE",69.27,1,"GreenIceLand","",28,1.93299352235319,93.5463595004492,4.52064697719759,8,0.3,0.1,0.6
"642","DISKO:DISTURBANCE:C5.3",2,11,"DISKO:DISTURBANCE",69.27,1,"GreenIceLand","",28,1.82509805608736,94.455295745764,3.71960619814859,8,0.181818181818182,0.363636363636364,0.454545454545455
"643","ENDALEN:BIS-H:BIS-H1",3,5,"ENDALEN:BIS-H",78.18557,0.5625,"Eurasia","MOIST",6,1.75438596491228,54.5112781954887,43.734335839599,4,0.6,0,0.4
"644","ENDALEN:BIS-H:BIS-H2",2,9,"ENDALEN:BIS-H",78.18557,0.5625,"Eurasia","MOIST",6,22.6190476190476,23.8095238095238,53.5714285714286,8,0.222222222222222,0.111111111111111,0.666666666666667
"645","ENDALEN:BIS-H:BIS-H3",2,7,"ENDALEN:BIS-H",78.18557,0.5625,"Eurasia","MOIST",6,2.79365079365079,53.6507936507936,43.5555555555556,5,0.285714285714286,0.285714285714286,0.428571428571429
"646","ENDALEN:BIS-H:BIS-H4",3,6,"ENDALEN:BIS-H",78.18557,0.5625,"Eurasia","MOIST",6,69.6078431372549,11.0457516339869,19.3464052287582,4,0.5,0,0.5
"647","ENDALEN:BIS-H:BIS-H5",0,5,"ENDALEN:BIS-H",78.18557,0.5625,"Eurasia","MOIST",6,47.9545454545455,7.34848484848485,44.6969696969697,4,0,0.2,0.8
"648","ENDALEN:BIS-L:BIS-L10",1,6,"ENDALEN:BIS-L",78.18557,0.5625,"Eurasia","MOIST",12,32.3371015072696,35.5275443510738,32.1353541416567,5,0.166666666666667,0.166666666666667,0.666666666666667
"649","ENDALEN:BIS-L:BIS-L2",2,5,"ENDALEN:BIS-L",78.18557,0.5625,"Eurasia","MOIST",12,23.221850613155,35.1326644370123,41.6454849498328,4,0.4,0,0.6
"650","ENDALEN:BIS-L:BIS-L3",1,6,"ENDALEN:BIS-L",78.18557,0.5625,"Eurasia","MOIST",12,54.5134099616858,15.0268199233716,30.4597701149425,5,0.166666666666667,0.166666666666667,0.666666666666667
"651","ENDALEN:BIS-L:BIS-L6",2,7,"ENDALEN:BIS-L",78.18557,0.5625,"Eurasia","MOIST",12,21.0226238438209,56.9144058278637,22.0629703283154,5,0.285714285714286,0.142857142857143,0.571428571428571
"652","ENDALEN:BIS-L:BIS-L8",0,4,"ENDALEN:BIS-L",78.18557,0.5625,"Eurasia","MOIST",12,47.4013157894737,7.70833333333333,44.890350877193,3,0,0.25,0.75
"653","ENDALEN:CAS-H:CAS-H1",2,4,"ENDALEN:CAS-H",78.18557,0.5625,"Eurasia","MOIST",6,0,97.945205479452,2.05479452054794,2,0.5,0.25,0.25
"654","ENDALEN:CAS-H:CAS-H2",2,7,"ENDALEN:CAS-H",78.18557,0.5625,"Eurasia","MOIST",6,16.0199106054449,78.23039414872,5.74969524583503,6,0.285714285714286,0.142857142857143,0.571428571428571
"655","ENDALEN:CAS-H:CAS-H3",0,3,"ENDALEN:CAS-H",78.18557,0.5625,"Eurasia","MOIST",6,0,100,0,3,0,0,1
"656","ENDALEN:CAS-H:CAS-H4",1,5,"ENDALEN:CAS-H",78.18557,0.5625,"Eurasia","MOIST",6,1.16279069767442,92.3034330011074,6.53377630121816,4,0.2,0,0.8
"657","ENDALEN:CAS-H:CAS-H5",2,5,"ENDALEN:CAS-H",78.18557,0.5625,"Eurasia","MOIST",6,0,98.780487804878,1.21951219512195,4,0.4,0,0.6
"658","ENDALEN:CAS-L:CAS-L1",1,7,"ENDALEN:CAS-L",78.18557,0.5625,"Eurasia","DRY",12,5.97684290690623,93.635560193869,0.387596899224806,5,0.142857142857143,0.285714285714286,0.571428571428571
"659","ENDALEN:CAS-L:CAS-L10",2,9,"ENDALEN:CAS-L",78.18557,0.5625,"Eurasia","DRY",12,17.9944345060624,58.3641423176307,23.6414231763069,6,0.222222222222222,0.444444444444444,0.333333333333333
"660","ENDALEN:CAS-L:CAS-L3",0,3,"ENDALEN:CAS-L",78.18557,0.5625,"Eurasia","DRY",12,0,99.5934959349593,0.40650406504065,3,0,0,1
"661","ENDALEN:CAS-L:CAS-L7",0,4,"ENDALEN:CAS-L",78.18557,0.5625,"Eurasia","DRY",12,0,96.3227248941535,3.67727510584653,4,0,0,1
"662","ENDALEN:CAS-L:CAS-L9",4,7,"ENDALEN:CAS-L",78.18557,0.5625,"Eurasia","DRY",12,8.88888888888889,59.5614035087719,31.5497076023392,4,0.571428571428571,0.142857142857143,0.285714285714286
"663","ENDALEN:DRY-H:DRY-H1",2,6,"ENDALEN:DRY-H",78.18557,0.5625,"Eurasia","DRY",6,1.66666666666667,94.1666666666667,4.16666666666667,4,0.333333333333333,0.333333333333333,0.333333333333333
"664","ENDALEN:DRY-H:DRY-H2",3,8,"ENDALEN:DRY-H",78.18557,0.5625,"Eurasia","DRY",6,1.02040816326531,89.2621664050235,9.71742543171115,6,0.375,0,0.625
"665","ENDALEN:DRY-H:DRY-H3",1,5,"ENDALEN:DRY-H",78.18557,0.5625,"Eurasia","DRY",6,7.32323232323232,72.979797979798,19.6969696969697,4,0.2,0,0.8
"666","ENDALEN:DRY-H:DRY-H4",5,10,"ENDALEN:DRY-H",78.18557,0.5625,"Eurasia","DRY",6,13.8461538461538,77.1923076923077,8.96153846153846,7,0.5,0.1,0.4
"667","ENDALEN:DRY-H:DRY-H5",1,6,"ENDALEN:DRY-H",78.18557,0.5625,"Eurasia","DRY",6,8.90151515151515,73.4848484848485,17.6136363636364,6,0.166666666666667,0,0.833333333333333
"668","ENDALEN:DRY-L:DRY-L1",1,8,"ENDALEN:DRY-L",78.18557,0.5625,"Eurasia","DRY",12,9.81106668887778,66.1002831917375,24.0886501193848,7,0.125,0.125,0.75
"669","ENDALEN:DRY-L:DRY-L2",2,10,"ENDALEN:DRY-L",78.18557,0.5625,"Eurasia","DRY",12,22.6943346508564,66.3547715480083,10.9508938011353,7,0.2,0.4,0.4
"670","ENDALEN:DRY-L:DRY-L5",1,7,"ENDALEN:DRY-L",78.18557,0.5625,"Eurasia","DRY",12,27.8808446455505,63.6500754147813,8.46907993966818,6,0.142857142857143,0.285714285714286,0.571428571428571
"671","ENDALEN:DRY-L:DRY-L7",2,8,"ENDALEN:DRY-L",78.18557,0.5625,"Eurasia","DRY",12,10.3865100034321,86.6213289264588,2.9921610701091,6,0.25,0.125,0.625
"672","ENDALEN:DRY-L:DRY-L8",1,9,"ENDALEN:DRY-L",78.18557,0.5625,"Eurasia","DRY",12,14.7443662149545,69.8031014207485,15.4525323642971,7,0.111111111111111,0.222222222222222,0.666666666666667
"673","FURI:FURI4:FURI4_T1",1,7,"FURI:FURI4",61.63542,1,"Eurasia","DRY",16,5.56220849543441,94.4377915045656,0,6,0.142857142857143,0.142857142857143,0.714285714285714
"674","FURI:FURI4:FURI4_T10",2,8,"FURI:FURI4",61.63542,1,"Eurasia","DRY",16,4.66272177735908,95.3372782226409,0,5,0.25,0.25,0.5
"675","FURI:FURI4:FURI4_T11",0,4,"FURI:FURI4",61.63542,1,"Eurasia","DRY",16,2.6267233700902,97.3732766299098,0,4,0,0.25,0.75
"676","FURI:FURI4:FURI4_T12",0,5,"FURI:FURI4",61.63542,1,"Eurasia","DRY",16,1.21205673647909,98.7879432635209,0,4,0,0.4,0.6
"677","FURI:FURI4:FURI4_T13",1,6,"FURI:FURI4",61.63542,1,"Eurasia","DRY",16,11.1764287855517,88.7131959385101,0.11037527593819,5,0.166666666666667,0.166666666666667,0.666666666666667
"678","FURI:FURI4:FURI4_T14",1,5,"FURI:FURI4",61.63542,1,"Eurasia","DRY",16,34.7130384680663,65.2869615319337,0,5,0.2,0,0.8
"679","FURI:FURI4:FURI4_T15",1,5,"FURI:FURI4",61.63542,1,"Eurasia","DRY",16,4.51080620572146,95.4891937942785,0,5,0.2,0,0.8
"680","FURI:FURI4:FURI4_T16",0,6,"FURI:FURI4",61.63542,1,"Eurasia","DRY",16,6.51571417616966,93.4842858238303,0,5,0,0.5,0.5
"681","FURI:FURI4:FURI4_T17",0,5,"FURI:FURI4",61.63542,1,"Eurasia","DRY",16,3.19005794422292,96.8099420557771,0,5,0,0.4,0.6
"682","FURI:FURI4:FURI4_T18",1,6,"FURI:FURI4",61.63542,1,"Eurasia","DRY",16,6.64649033274566,93.3535096672543,0,5,0.166666666666667,0.333333333333333,0.5
"683","FURI:FURI4:FURI4_T19",1,6,"FURI:FURI4",61.63542,1,"Eurasia","DRY",16,20.8757575431768,79.1242424568232,0,5,0.166666666666667,0.166666666666667,0.666666666666667
"684","FURI:FURI4:FURI4_T2",1,6,"FURI:FURI4",61.63542,1,"Eurasia","DRY",16,7.13739109959972,92.8626089004003,0,5,0.166666666666667,0.166666666666667,0.666666666666667
"685","FURI:FURI4:FURI4_T20",0,5,"FURI:FURI4",61.63542,1,"Eurasia","DRY",16,28.328645100797,71.671354899203,0,4,0,0.6,0.4
"686","FURI:FURI4:FURI4_T3",1,6,"FURI:FURI4",61.63542,1,"Eurasia","DRY",16,17.7154418533729,82.2845581466271,0,5,0.166666666666667,0.166666666666667,0.666666666666667
"687","FURI:FURI4:FURI4_T4",0,5,"FURI:FURI4",61.63542,1,"Eurasia","DRY",16,7.31971100061187,92.6802889993881,0,4,0,0.2,0.8
"688","FURI:FURI4:FURI4_T5",0,6,"FURI:FURI4",61.63542,1,"Eurasia","DRY",16,8.22869579775657,91.7713042022434,0,5,0,0.5,0.5
"689","FURI:FURI4:FURI4_T6",1,6,"FURI:FURI4",61.63542,1,"Eurasia","DRY",16,5.48672081219144,94.5132791878086,0,4,0.166666666666667,0.5,0.333333333333333
"690","FURI:FURI4:FURI4_T7",0,6,"FURI:FURI4",61.63542,1,"Eurasia","DRY",16,34.802090258943,65.197909741057,0,4,0,0.666666666666667,0.333333333333333
"691","FURI:FURI4:FURI4_T8",1,5,"FURI:FURI4",61.63542,1,"Eurasia","DRY",16,1.02766602100905,98.9723339789909,0,4,0.2,0,0.8
"692","FURI:FURI4:FURI4_T9",0,4,"FURI:FURI4",61.63542,1,"Eurasia","DRY",16,2.75679595771787,97.2432040422821,0,4,0,0,1
"693","FURI:FURI5:FURI5_T1",2,7,"FURI:FURI5",61.63542,1,"Eurasia","DRY",16,4.77869366937484,95.1629292144547,0.0583771161704612,5,0.285714285714286,0.142857142857143,0.571428571428571
"694","FURI:FURI5:FURI5_T10",1,5,"FURI:FURI5",61.63542,1,"Eurasia","DRY",16,5.57610725266992,94.4238927473301,0,4,0.2,0.2,0.6
"695","FURI:FURI5:FURI5_T11",1,6,"FURI:FURI5",61.63542,1,"Eurasia","DRY",16,5.70769664692317,94.2923033530768,0,5,0.166666666666667,0.166666666666667,0.666666666666667
"696","FURI:FURI5:FURI5_T12",1,5,"FURI:FURI5",61.63542,1,"Eurasia","DRY",16,5.34842332236795,94.6515766776321,0,4,0.2,0,0.8
"697","FURI:FURI5:FURI5_T13",0,5,"FURI:FURI5",61.63542,1,"Eurasia","DRY",16,2.01735903074513,97.9826409692549,0,5,0,0.2,0.8
"698","FURI:FURI5:FURI5_T14",0,5,"FURI:FURI5",61.63542,1,"Eurasia","DRY",16,7.54045281153452,92.4595471884655,0,5,0,0,1
"699","FURI:FURI5:FURI5_T15",1,7,"FURI:FURI5",61.63542,1,"Eurasia","DRY",16,11.2396176077002,88.7603823922998,0,5,0.142857142857143,0.285714285714286,0.571428571428571
"700","FURI:FURI5:FURI5_T16",1,6,"FURI:FURI5",61.63542,1,"Eurasia","DRY",16,5.46363974362362,94.5363602563764,0,5,0.166666666666667,0.166666666666667,0.666666666666667
"701","FURI:FURI5:FURI5_T17",1,6,"FURI:FURI5",61.63542,1,"Eurasia","DRY",16,3.90515997412549,96.0948400258745,0,5,0.166666666666667,0,0.833333333333333
"702","FURI:FURI5:FURI5_T18",1,7,"FURI:FURI5",61.63542,1,"Eurasia","DRY",16,3.30744724370552,96.6925527562945,0,5,0.142857142857143,0.428571428571429,0.428571428571429
"703","FURI:FURI5:FURI5_T19",0,6,"FURI:FURI5",61.63542,1,"Eurasia","DRY",16,3.37399336482219,96.6260066351778,0,5,0,0.333333333333333,0.666666666666667
"704","FURI:FURI5:FURI5_T2",1,5,"FURI:FURI5",61.63542,1,"Eurasia","DRY",16,8.02243848791163,91.9775615120884,0,5,0.2,0,0.8
"705","FURI:FURI5:FURI5_T20",0,5,"FURI:FURI5",61.63542,1,"Eurasia","DRY",16,7.20098937911777,92.7990106208822,0,5,0,0.2,0.8
"706","FURI:FURI5:FURI5_T3",2,7,"FURI:FURI5",61.63542,1,"Eurasia","DRY",16,5.78251176348571,94.2174882365143,0,5,0.285714285714286,0,0.714285714285714
"707","FURI:FURI5:FURI5_T4",2,7,"FURI:FURI5",61.63542,1,"Eurasia","DRY",16,7.70154870458822,92.2984512954118,0,5,0.285714285714286,0.142857142857143,0.571428571428571
"708","FURI:FURI5:FURI5_T5",2,5,"FURI:FURI5",61.63542,1,"Eurasia","DRY",16,9.42230427524545,90.5776957247545,0,4,0.4,0,0.6
"709","FURI:FURI5:FURI5_T6",0,5,"FURI:FURI5",61.63542,1,"Eurasia","DRY",16,3.16220581922314,96.8377941807769,0,5,0,0,1
"710","FURI:FURI5:FURI5_T7",2,6,"FURI:FURI5",61.63542,1,"Eurasia","DRY",16,1.73596673596674,98.2640332640333,0,4,0.333333333333333,0.166666666666667,0.5
"711","FURI:FURI5:FURI5_T8",1,6,"FURI:FURI5",61.63542,1,"Eurasia","DRY",16,6.82435165818852,93.1756483418115,0,5,0.166666666666667,0.166666666666667,0.666666666666667
"712","FURI:FURI5:FURI5_T9",2,5,"FURI:FURI5",61.63542,1,"Eurasia","DRY",16,3.690036900369,96.309963099631,0,4,0.4,0,0.6
"713","FURI:FURI6:FURI6_T1",0,6,"FURI:FURI6",61.63542,1,"Eurasia","DRY",16,1.38805981647108,98.6119401835289,0,5,0,0.333333333333333,0.666666666666667
"714","FURI:FURI6:FURI6_T10",0,6,"FURI:FURI6",61.63542,1,"Eurasia","DRY",16,1.02566396310433,98.9743360368957,0,5,0,0.166666666666667,0.833333333333333
"715","FURI:FURI6:FURI6_T11",1,6,"FURI:FURI6",61.63542,1,"Eurasia","DRY",16,1.62543764282274,98.3745623571773,0,5,0.166666666666667,0.166666666666667,0.666666666666667
"716","FURI:FURI6:FURI6_T12",1,6,"FURI:FURI6",61.63542,1,"Eurasia","DRY",16,0.172708186324474,99.8272918136755,0,5,0.166666666666667,0,0.833333333333333
"717","FURI:FURI6:FURI6_T13",0,6,"FURI:FURI6",61.63542,1,"Eurasia","DRY",16,1.79852328865928,98.2014767113407,0,6,0,0.166666666666667,0.833333333333333
"718","FURI:FURI6:FURI6_T14",0,5,"FURI:FURI6",61.63542,1,"Eurasia","DRY",16,3.77949436087395,96.220505639126,0,5,0,0.2,0.8
"719","FURI:FURI6:FURI6_T15",1,5,"FURI:FURI6",61.63542,1,"Eurasia","DRY",16,1.09023080246346,98.9097691975365,0,5,0.2,0,0.8
"720","FURI:FURI6:FURI6_T16",3,6,"FURI:FURI6",61.63542,1,"Eurasia","DRY",16,1.63237387462333,98.3676261253767,0,5,0.5,0,0.5
"721","FURI:FURI6:FURI6_T17",0,5,"FURI:FURI6",61.63542,1,"Eurasia","DRY",16,0.972474735421611,99.0275252645784,0,5,0,0,1
"722","FURI:FURI6:FURI6_T18",2,6,"FURI:FURI6",61.63542,1,"Eurasia","DRY",16,1.00373250812955,98.9962674918704,0,5,0.333333333333333,0.166666666666667,0.5
"723","FURI:FURI6:FURI6_T19",0,4,"FURI:FURI6",61.63542,1,"Eurasia","DRY",16,3.35677934084495,96.643220659155,0,4,0,0,1
"724","FURI:FURI6:FURI6_T2",1,6,"FURI:FURI6",61.63542,1,"Eurasia","DRY",16,5.58988442613571,94.4101155738643,0,5,0.166666666666667,0.166666666666667,0.666666666666667
"725","FURI:FURI6:FURI6_T20",1,6,"FURI:FURI6",61.63542,1,"Eurasia","DRY",16,2.43395208910748,97.5660479108925,0,5,0.166666666666667,0.166666666666667,0.666666666666667
"726","FURI:FURI6:FURI6_T3",1,6,"FURI:FURI6",61.63542,1,"Eurasia","DRY",16,3.03482508494302,96.965174915057,0,5,0.166666666666667,0.166666666666667,0.666666666666667
"727","FURI:FURI6:FURI6_T4",0,5,"FURI:FURI6",61.63542,1,"Eurasia","DRY",16,2.39445753144383,97.6055424685562,0,5,0,0.2,0.8
"728","FURI:FURI6:FURI6_T5",1,6,"FURI:FURI6",61.63542,1,"Eurasia","DRY",16,4.69105434668349,95.3089456533165,0,5,0.166666666666667,0.166666666666667,0.666666666666667
"729","FURI:FURI6:FURI6_T6",1,6,"FURI:FURI6",61.63542,1,"Eurasia","DRY",16,4.41785375118708,95.5821462488129,0,5,0.166666666666667,0.166666666666667,0.666666666666667
"730","FURI:FURI6:FURI6_T7",0,8,"FURI:FURI6",61.63542,1,"Eurasia","DRY",16,3.69658482044711,96.3034151795529,0,6,0,0.5,0.5
"731","FURI:FURI6:FURI6_T8",2,5,"FURI:FURI6",61.63542,1,"Eurasia","DRY",16,2.94514716920302,97.054852830797,0,4,0.4,0,0.6
"732","FURI:FURI6:FURI6_T9",0,5,"FURI:FURI6",61.63542,1,"Eurasia","DRY",16,0.426001350228215,99.5739986497718,0,5,0,0,1
"733","KANGER:DOPEY:B_GRAZED",1,6,"KANGER:DOPEY",67.1103,0.25,"GreenIceLand","MOIST",13,2.14342948717949,94.0000552608311,3.85651525198939,4,0.166666666666667,0.333333333333333,0.5
"734","KANGER:SNEEZY:A_GRAZED",0,3,"KANGER:SNEEZY",67.11377,0.25,"GreenIceLand","MOIST",13,5.11904761904762,94.3253968253968,0.555555555555556,2,0,0.333333333333333,0.666666666666667
"735","KANGER:SNEEZY:G_GRAZED",0,3,"KANGER:SNEEZY",67.11377,0.25,"GreenIceLand","MOIST",11,5.96301207863308,93.8951439497357,0.141843971631206,3,0,0,1
"736","KILPISJARVI:KILPISJARVI:C1",0,6,"KILPISJARVI:KILPISJARVI",69.068,0.25,"Eurasia","MOIST",16,16.0227630020721,83.9772369979279,0,6,0,0,1
"737","KILPISJARVI:KILPISJARVI:C2",2,7,"KILPISJARVI:KILPISJARVI",69.068,0.25,"Eurasia","MOIST",16,5.92360220035779,93.9954916507749,0.0809061488673139,6,0.285714285714286,0,0.714285714285714
"738","KILPISJARVI:KILPISJARVI:C3",1,8,"KILPISJARVI:KILPISJARVI",69.068,0.25,"Eurasia","MOIST",16,3.98999879887479,95.9391796713802,0.0708215297450425,8,0.125,0,0.875
"739","KILPISJARVI:KILPISJARVI:C4",1,8,"KILPISJARVI:KILPISJARVI",69.068,0.25,"Eurasia","MOIST",16,6.4502877092801,93.4755283144588,0.0741839762611276,6,0.125,0.25,0.625
"740","KILPISJARVI:KILPISJARVI:C5",2,8,"KILPISJARVI:KILPISJARVI",69.068,0.25,"Eurasia","MOIST",16,3.53467782555587,95.5028242930535,0.962497881390682,6,0.25,0.125,0.625
"741","LATNJA:DRY_HEATH:C1",1,6,"LATNJA:DRY_HEATH",68.35572,1,"Eurasia","DRY",21,2.98823529411765,96.2710239651416,0.740740740740741,6,0.166666666666667,0.166666666666667,0.666666666666667
"742","LATNJA:DRY_HEATH:C2",1,6,"LATNJA:DRY_HEATH",68.35572,1,"Eurasia","DRY",21,4.12381278343459,95.1865320441516,0.689655172413793,6,0.166666666666667,0.166666666666667,0.666666666666667
"743","LATNJA:DRY_HEATH:C3",1,8,"LATNJA:DRY_HEATH",68.35572,1,"Eurasia","DRY",21,6.30924751714572,90.5734672523615,3.11728523049278,6,0.125,0.25,0.625
"744","LATNJA:DRY_HEATH:C4",1,7,"LATNJA:DRY_HEATH",68.35572,1,"Eurasia","DRY",21,11.4846837944664,85.8658596837945,2.64945652173913,5,0.142857142857143,0.285714285714286,0.571428571428571
"745","LATNJA:DRY_HEATH:C5",1,17,"LATNJA:DRY_HEATH",68.35572,1,"Eurasia","DRY",13,14.964263835001,67.8891838540603,17.1465523109387,11,0.0588235294117647,0.294117647058824,0.647058823529412
"746","LATNJA:DRY_MEADOW:C1",5,16,"LATNJA:DRY_MEADOW",68.35683,1,"Eurasia","DRY",20,24.2306738487924,61.1718563359519,14.5974698152557,12,0.3125,0.25,0.4375
"747","LATNJA:DRY_MEADOW:C2",7,19,"LATNJA:DRY_MEADOW",68.35683,1,"Eurasia","DRY",20,24.9416490256744,59.1868859577702,15.8714650165554,14,0.368421052631579,0.210526315789474,0.421052631578947
"748","LATNJA:DRY_MEADOW:C3",6,21,"LATNJA:DRY_MEADOW",68.35683,1,"Eurasia","DRY",20,17.0045555219974,57.9388150609081,25.0566294170945,16,0.285714285714286,0.19047619047619,0.523809523809524
"749","LATNJA:DRY_MEADOW:C4",6,15,"LATNJA:DRY_MEADOW",68.35683,1,"Eurasia","DRY",19,12.0282635768044,82.3454166441063,5.62631977908928,12,0.4,0.0666666666666667,0.533333333333333
"750","LATNJA:DRY_MEADOW:C5",7,21,"LATNJA:DRY_MEADOW",68.35683,1,"Eurasia","DRY",19,27.9581340122008,46.7856501609532,25.256215826846,16,0.333333333333333,0.142857142857143,0.523809523809524
"751","LATNJA:POOR_HEATH:Clip 3 B",0,8,"LATNJA:POOR_HEATH",68.35,1,"Eurasia","DRY",18,27.2804996361872,70.800608559522,1.91889180429079,7,0,0.375,0.625
"752","LATNJA:POOR_HEATH:Clip 3 C1",0,8,"LATNJA:POOR_HEATH",68.35,1,"Eurasia","DRY",6,19.1086691086691,80.8913308913309,0,8,0,0.125,0.875
"753","LATNJA:POOR_HEATH:Clip 3 C2",5,11,"LATNJA:POOR_HEATH",68.35,1,"Eurasia","DRY",18,13.6459627329193,86.3540372670807,0,6,0.454545454545455,0.181818181818182,0.363636363636364
"754","LATNJA:POOR_HEATH:Clip 3 C3",0,4,"LATNJA:POOR_HEATH",68.35,1,"Eurasia","DRY",6,3.17622950819672,96.8237704918033,0,4,0,0,1
"755","LATNJA:POOR_HEATH:Clip 4 B",4,10,"LATNJA:POOR_HEATH",68.35,1,"Eurasia","DRY",18,3.24369258192788,95.6325700443348,1.12373737373737,8,0.4,0,0.6
"756","LATNJA:POOR_HEATH:Clip 4 C1",0,8,"LATNJA:POOR_HEATH",68.35,1,"Eurasia","DRY",6,15.0492782071729,79.4197031039136,5.53101868891343,7,0,0.125,0.875
"757","LATNJA:POOR_HEATH:Clip 4 C2",1,6,"LATNJA:POOR_HEATH",68.35,1,"Eurasia","DRY",6,14.3988517392773,85.6011482607227,0,5,0.166666666666667,0.166666666666667,0.666666666666667
"758","LATNJA:POOR_HEATH:Clip 4 C3",3,8,"LATNJA:POOR_HEATH",68.35,1,"Eurasia","DRY",18,15.7022261623325,81.9459219858156,2.35185185185185,6,0.375,0.125,0.5
"759","LATNJA:RICH_MEADOW:Clip 1 B",2,15,"LATNJA:RICH_MEADOW",68.35,1,"Eurasia","MOIST",18,23.8185572331914,53.6812276852927,22.5002150815159,13,0.133333333333333,0.0666666666666667,0.8
"760","LATNJA:RICH_MEADOW:Clip 1 C1",0,13,"LATNJA:RICH_MEADOW",68.35,1,"Eurasia","MOIST",6,12.3565323565324,70.4090354090354,17.2344322344322,12,0,0.230769230769231,0.769230769230769
"761","LATNJA:RICH_MEADOW:Clip 1 C2",3,13,"LATNJA:RICH_MEADOW",68.35,1,"Eurasia","MOIST",6,19.2845331720105,58.9941520467836,21.7213147812059,11,0.230769230769231,0.153846153846154,0.615384615384615
"762","LATNJA:RICH_MEADOW:Clip 1 C3",4,15,"LATNJA:RICH_MEADOW",68.35,1,"Eurasia","MOIST",18,17.7248998855835,71.8842963386728,10.3908037757437,12,0.266666666666667,0.2,0.533333333333333
"763","LATNJA:RICH_MEADOW:Clip 2 B",4,17,"LATNJA:RICH_MEADOW",68.35,1,"Eurasia","MOIST",18,17.0521371646219,62.9934805143626,19.9543823210156,14,0.235294117647059,0.176470588235294,0.588235294117647
"764","LATNJA:RICH_MEADOW:Clip 2 C1",4,20,"LATNJA:RICH_MEADOW",68.35,1,"Eurasia","MOIST",6,24.7842199080589,44.1962191575195,31.0195609344216,16,0.2,0.2,0.6
"765","LATNJA:RICH_MEADOW:Clip 2 C2",5,23,"LATNJA:RICH_MEADOW",68.35,1,"Eurasia","MOIST",18,24.2637677608474,36.8307772281489,38.9054550110036,19,0.217391304347826,0.130434782608696,0.652173913043478
"766","LATNJA:RICH_MEADOW:Clip 2 C3",3,15,"LATNJA:RICH_MEADOW",68.35,1,"Eurasia","MOIST",6,7.0824316348613,71.222703128074,21.6948652370647,12,0.2,0.266666666666667,0.533333333333333
"767","LATNJA:TUSSOCK_TUNDRA:C1",0,4,"LATNJA:TUSSOCK_TUNDRA",68.3551536,1,"Eurasia","WET",21,65.2848639455782,33.6840986394558,1.03103741496599,4,0,0.25,0.75
"768","LATNJA:TUSSOCK_TUNDRA:C2",2,9,"LATNJA:TUSSOCK_TUNDRA",68.3551536,1,"Eurasia","WET",21,67.3060394532755,25.1659488985422,7.52801164818232,7,0.222222222222222,0.222222222222222,0.555555555555556
"769","LATNJA:TUSSOCK_TUNDRA:C3",0,7,"LATNJA:TUSSOCK_TUNDRA",68.3551536,1,"Eurasia","WET",21,42.4246122552759,54.8773201118739,2.69806763285024,6,0,0.285714285714286,0.714285714285714
"770","LATNJA:TUSSOCK_TUNDRA:C4",0,6,"LATNJA:TUSSOCK_TUNDRA",68.3551536,1,"Eurasia","WET",21,57.0707070707071,42.3232323232323,0.606060606060606,6,0,0.333333333333333,0.666666666666667
"771","LATNJA:TUSSOCK_TUNDRA:C5",2,9,"LATNJA:TUSSOCK_TUNDRA",68.3551536,1,"Eurasia","WET",21,57.0594220594221,40.2157102157102,2.72486772486772,8,0.222222222222222,0.111111111111111,0.666666666666667
"772","LATNJA:WET_MEADOW:C1",6,17,"LATNJA:WET_MEADOW",68.3551536,1,"Eurasia","WET",22,72.2549934996319,6.02557915404846,21.7194273463197,13,0.352941176470588,0.235294117647059,0.411764705882353
"773","LATNJA:WET_MEADOW:C2",5,16,"LATNJA:WET_MEADOW",68.3551536,1,"Eurasia","WET",22,58.2815607815608,14.1505499005499,27.5678893178893,11,0.3125,0.3125,0.375
"774","LATNJA:WET_MEADOW:C3",8,18,"LATNJA:WET_MEADOW",68.3551536,1,"Eurasia","WET",22,77.6032427611416,0.25974025974026,22.1370169791181,12,0.444444444444444,0.277777777777778,0.277777777777778
"775","LATNJA:WET_MEADOW:C4",4,15,"LATNJA:WET_MEADOW",68.3551536,1,"Eurasia","WET",22,61.0620301434161,9.67734397226742,29.2606258843165,12,0.266666666666667,0.333333333333333,0.4
"776","LATNJA:WET_MEADOW:C5",4,18,"LATNJA:WET_MEADOW",68.3551536,1,"Eurasia","WET",22,56.9352191374192,2.92771084337349,40.1370700192073,16,0.222222222222222,0.277777777777778,0.5
"777","LOGH:LOGH2:LOGH2_T1",2,9,"LOGH:LOGH2",62.10253,1,"Eurasia","DRY",16,48.4098982895208,47.7602488677219,3.82985284275731,9,0.222222222222222,0,0.777777777777778
