"","SiteSubsitePlot","LAT","LONG","mat","warmq","coldq","prec","ID","WarmQSlope","PrecSlope"
"1025","ADVENT:ADVENT_2:2_WE_CTL_A",78.17192,16.021313,-6.1,4.4,-14.5,279,52,0.0401307964592086,1.10336134453783
"1026","ADVENT:ADVENT_2:2_WE_CTL_B",78.17192,16.021313,-6.1,4.4,-14.5,279,52,0.0401307964592086,1.10336134453783
"1027","ADVENT:ADVENT_3:3_ME_CTL_A",78.171112,16.029034,-6.1,4.4,-14.5,275,53,0.040224144345238,1.09803921568629
"1028","ADVENT:ADVENT_3:3_ME_CTL_B",78.171112,16.029034,-6.1,4.4,-14.5,275,53,0.040224144345238,1.09803921568629
"1029","ADVENT:ADVENT_3:3_MO_CTL_A",78.171112,16.029034,-6.1,4.4,-14.5,275,53,0.040224144345238,1.09803921568629
"1030","ADVENT:ADVENT_3:3_MO_CTL_B",78.171112,16.029034,-6.1,4.4,-14.5,275,53,0.040224144345238,1.09803921568629
"1031","ADVENT:ADVENT_3:3_WE_CTL_A",78.171112,16.029034,-6.1,4.4,-14.5,275,53,0.040224144345238,1.09803921568629
"1032","ADVENT:ADVENT_3:3_WE_CTL_B",78.171112,16.029034,-6.1,4.4,-14.5,275,53,0.040224144345238,1.09803921568629
"1033","ADVENT:ADVENT_4:4_ME_CTL_A",78.168357,16.054887,-6.1,4.4,-14.5,271,54,0.0395612239036238,1.09523809523811
"1034","ADVENT:ADVENT_4:4_ME_CTL_B",78.168357,16.054887,-6.1,4.4,-14.5,271,54,0.0395612239036238,1.09523809523811
"1035","ADVENT:ADVENT_4:4_MO_CTL_A",78.168357,16.054887,-6.1,4.4,-14.5,271,54,0.0395612239036238,1.09523809523811
"1036","ADVENT:ADVENT_4:4_MO_CTL_B",78.168357,16.054887,-6.1,4.4,-14.5,271,54,0.0395612239036238,1.09523809523811
"1037","ADVENT:ADVENT_5:5_ME_CTL_A",78.170617,16.052656,-6.1,4.4,-14.5,271,55,0.0395612239036238,1.09523809523811
"1038","ADVENT:ADVENT_5:5_ME_CTL_B",78.170617,16.052656,-6.1,4.4,-14.5,271,55,0.0395612239036238,1.09523809523811
"1039","ADVENT:ADVENT_5:5_MO_CTL_A",78.170617,16.052656,-6.1,4.4,-14.5,271,55,0.0395612239036238,1.09523809523811
"1040","ADVENT:ADVENT_5:5_MO_CTL_B",78.170617,16.052656,-6.1,4.4,-14.5,271,55,0.0395612239036238,1.09523809523811
"1041","ADVENT:ADVENT_5:5_WE_CTL_A",78.170617,16.052656,-6.1,4.4,-14.5,271,55,0.0395612239036238,1.09523809523811
"1042","ADVENT:ADVENT_5:5_WE_CTL_B",78.170617,16.052656,-6.1,4.4,-14.5,271,55,0.0395612239036238,1.09523809523811
"1043","ADVENT:ADVENT_6:6_ME_CTL_A",78.171784,16.061398,-6.1,4.4,-14.5,267,56,0.0400001504508053,1.09971988795519
"1044","ADVENT:ADVENT_6:6_ME_CTL_B",78.171784,16.061398,-6.1,4.4,-14.5,267,56,0.0400001504508053,1.09971988795519
"1045","ADVENT:ADVENT_6:6_MO_CTL_A",78.171784,16.061398,-6.1,4.4,-14.5,267,56,0.0400001504508053,1.09971988795519
"1046","ADVENT:ADVENT_6:6_MO_CTL_B",78.171784,16.061398,-6.1,4.4,-14.5,267,56,0.0400001504508053,1.09971988795519
"1047","ADVENT:ADVENT_6:6_WE_CTL_A",78.171784,16.061398,-6.1,4.4,-14.5,267,56,0.0400001504508053,1.09971988795519
"1048","ADVENT:ADVENT_6:6_WE_CTL_B",78.171784,16.061398,-6.1,4.4,-14.5,267,56,0.0400001504508053,1.09971988795519
"1049","ADVENT:ADVENT_7:7_ME_CTL_A",78.172873,16.067786,-6.1,4.4,-14.5,265,57,0.0401307964592087,1.10056022408965
"1050","ADVENT:ADVENT_7:7_ME_CTL_B",78.172873,16.067786,-6.1,4.4,-14.5,265,57,0.0401307964592087,1.10056022408965
"1051","ADVENT:ADVENT_7:7_MO_CTL_A",78.172873,16.067786,-6.1,4.4,-14.5,265,57,0.0401307964592087,1.10056022408965
"1052","ADVENT:ADVENT_7:7_MO_CTL_B",78.172873,16.067786,-6.1,4.4,-14.5,265,57,0.0401307964592087,1.10056022408965
"1053","ADVENT:ADVENT_7:7_WE_CTL_A",78.172873,16.067786,-6.1,4.4,-14.5,265,57,0.0401307964592087,1.10056022408965
"1054","ADVENT:ADVENT_7:7_WE_CTL_B",78.172873,16.067786,-6.1,4.4,-14.5,265,57,0.0401307964592087,1.10056022408965
"1055","DISKO:DISTURBANCE:C1.3",69.27,-53.45,-4.6,6.5,-15.9,384,58,0.0826703103116259,0.463585434173759
"1056","DISKO:DISTURBANCE:C4.3",69.27,-53.45,-4.6,6.5,-15.9,384,58,0.0826703103116259,0.463585434173759
"1057","DISKO:DISTURBANCE:C5.3",69.27,-53.45,-4.6,6.5,-15.9,384,58,0.0826703103116259,0.463585434173759
"1058","DISKO:DISTURBANCE:A1.6",69.27,-53.45,-4.6,6.5,-15.9,384,58,0.0826703103116259,0.463585434173759
"1059","DISKO:DISTURBANCE:A2.2",69.27,-53.45,-4.6,6.5,-15.9,384,58,0.0826703103116259,0.463585434173759
"1060","DISKO:DISTURBANCE:A3.3",69.27,-53.45,-4.6,6.5,-15.9,384,58,0.0826703103116259,0.463585434173759
"1061","DISKO:DISTURBANCE:A4.3",69.27,-53.45,-4.6,6.5,-15.9,384,58,0.0826703103116259,0.463585434173759
"1062","DISKO:DISTURBANCE:A5.1",69.27,-53.45,-4.6,6.5,-15.9,384,58,0.0826703103116259,0.463585434173759
"1063","DISKO:DISTURBANCE:A6.1",69.27,-53.45,-4.6,6.5,-15.9,384,58,0.0826703103116259,0.463585434173759
"1064","DISKO:DISTURBANCE:B1.2",69.27,-53.45,-4.6,6.5,-15.9,384,58,0.0826703103116259,0.463585434173759
"1065","DISKO:DISTURBANCE:B2.2",69.27,-53.45,-4.6,6.5,-15.9,384,58,0.0826703103116259,0.463585434173759
"1066","DISKO:DISTURBANCE:B3.4",69.27,-53.45,-4.6,6.5,-15.9,384,58,0.0826703103116259,0.463585434173759
"1067","DISKO:DISTURBANCE:B4.5",69.27,-53.45,-4.6,6.5,-15.9,384,58,0.0826703103116259,0.463585434173759
"1068","DISKO:DISTURBANCE:B5.2",69.27,-53.45,-4.6,6.5,-15.9,384,58,0.0826703103116259,0.463585434173759
"1069","DISKO:DISTURBANCE:B6.5",69.27,-53.45,-4.6,6.5,-15.9,384,58,0.0826703103116259,0.463585434173759
"1070","KILPISJARVI:KILPISJARVI:C1",69.068,20.8199,-2.5,9.7,-13.6,506,59,0.0192063514859076,7.64873949579842
"1071","KILPISJARVI:KILPISJARVI:C2",69.068,20.8199,-2.5,9.7,-13.6,506,59,0.0192063514859076,7.64873949579842
"1072","KILPISJARVI:KILPISJARVI:C3",69.068,20.8199,-2.5,9.7,-13.6,506,59,0.0192063514859076,7.64873949579842
"1073","KILPISJARVI:KILPISJARVI:C4",69.068,20.8199,-2.5,9.7,-13.6,506,59,0.0192063514859076,7.64873949579842
"1074","KILPISJARVI:KILPISJARVI:C5",69.068,20.8199,-2.5,9.7,-13.6,506,59,0.0192063514859076,7.64873949579842
"1075","LATNJA:DRY_HEATH:C1",68.35572,18.49531,-3.4,8.5,-14.1,709,60,0.028898392364759,12.5722689075631
"1076","LATNJA:DRY_HEATH:C2",68.35572,18.49531,-3.4,8.5,-14.1,709,60,0.028898392364759,12.5722689075631
"1077","LATNJA:DRY_HEATH:C3",68.35572,18.49531,-3.4,8.5,-14.1,709,60,0.028898392364759,12.5722689075631
"1078","LATNJA:DRY_HEATH:C4",68.35572,18.49531,-3.4,8.5,-14.1,709,60,0.028898392364759,12.5722689075631
"1079","LATNJA:DRY_HEATH:C5",68.35572,18.49531,-3.4,8.5,-14.1,709,60,0.028898392364759,12.5722689075631
"1080","LATNJA:DRY_HEATH:C6",68.35572,18.49531,-3.4,8.5,-14.1,709,60,0.028898392364759,12.5722689075631
"1081","LATNJA:DRY_HEATH:C7",68.35572,18.49531,-3.4,8.5,-14.1,709,60,0.028898392364759,12.5722689075631
"1082","LATNJA:DRY_HEATH:C8",68.35572,18.49531,-3.4,8.5,-14.1,709,60,0.028898392364759,12.5722689075631
"1083","LATNJA:DRY_HEATH:CX1",68.35572,18.49531,-3.4,8.5,-14.1,709,60,0.028898392364759,12.5722689075631
"1084","LATNJA:DRY_HEATH:CX2",68.35572,18.49531,-3.4,8.5,-14.1,709,60,0.028898392364759,12.5722689075631
"1085","LATNJA:DRY_HEATH:CX3",68.35572,18.49531,-3.4,8.5,-14.1,709,60,0.028898392364759,12.5722689075631
"1086","LATNJA:DRY_HEATH:CX4",68.35572,18.49531,-3.4,8.5,-14.1,709,60,0.028898392364759,12.5722689075631
"1087","LATNJA:DRY_MEADOW:C1",68.35683,18.49756,-3.4,8.5,-14.1,709,61,0.028898392364759,12.5722689075631
"1088","LATNJA:DRY_MEADOW:C2",68.35683,18.49756,-3.4,8.5,-14.1,709,61,0.028898392364759,12.5722689075631
"1089","LATNJA:DRY_MEADOW:C3",68.35683,18.49756,-3.4,8.5,-14.1,709,61,0.028898392364759,12.5722689075631
"1090","LATNJA:DRY_MEADOW:C4",68.35683,18.49756,-3.4,8.5,-14.1,709,61,0.028898392364759,12.5722689075631
"1091","LATNJA:DRY_MEADOW:C5",68.35683,18.49756,-3.4,8.5,-14.1,709,61,0.028898392364759,12.5722689075631
"1092","LATNJA:WET_MEADOW:C1",68.3551536,18.4913635,-3.4,8.5,-14.1,673,62,0.0286276698179278,11.6322128851542
"1093","LATNJA:WET_MEADOW:C2",68.3551536,18.4913635,-3.4,8.5,-14.1,673,62,0.0286276698179278,11.6322128851542
"1094","LATNJA:WET_MEADOW:C3",68.3551536,18.4913635,-3.4,8.5,-14.1,673,62,0.0286276698179278,11.6322128851542
"1095","LATNJA:WET_MEADOW:C4",68.3551536,18.4913635,-3.4,8.5,-14.1,673,62,0.0286276698179278,11.6322128851542
"1096","LATNJA:WET_MEADOW:C5",68.3551536,18.4913635,-3.4,8.5,-14.1,673,62,0.0286276698179278,11.6322128851542
"1097","LATNJA:TUSSOCK_TUNDRA:C1",68.3551536,18.4913635,-3.4,8.5,-14.1,673,62,0.0286276698179278,11.6322128851542
"1098","LATNJA:TUSSOCK_TUNDRA:C2",68.3551536,18.4913635,-3.4,8.5,-14.1,673,62,0.0286276698179278,11.6322128851542
"1099","LATNJA:TUSSOCK_TUNDRA:C3",68.3551536,18.4913635,-3.4,8.5,-14.1,673,62,0.0286276698179278,11.6322128851542
"1100","LATNJA:TUSSOCK_TUNDRA:C4",68.3551536,18.4913635,-3.4,8.5,-14.1,673,62,0.0286276698179278,11.6322128851542
"1101","LATNJA:TUSSOCK_TUNDRA:C5",68.3551536,18.4913635,-3.4,8.5,-14.1,673,62,0.0286276698179278,11.6322128851542
"1102","NAKKALA:8:37_N1p1s1",68.837306,23.80475,-1.3,11.3,-12.4,378,63,0.020420044971114,3.69215686274513
"1103","NAKKALA:8:37_N1p1s2",68.837306,23.80475,-1.3,11.3,-12.4,378,63,0.020420044971114,3.69215686274513
"1104","NAKKALA:8:37_N1p1s3",68.837306,23.80475,-1.3,11.3,-12.4,378,63,0.020420044971114,3.69215686274513
"1105","NAKKALA:8:38_N1p2s4",68.837306,23.80475,-1.3,11.3,-12.4,378,63,0.020420044971114,3.69215686274513
"1106","NAKKALA:8:38_N1p2s5",68.837306,23.80475,-1.3,11.3,-12.4,378,63,0.020420044971114,3.69215686274513
"1107","NAKKALA:8:38_N1p2s6",68.837306,23.80475,-1.3,11.3,-12.4,378,63,0.020420044971114,3.69215686274513
"1108","NAKKALA:8:39_N1p3s7",68.837306,23.80475,-1.3,11.3,-12.4,378,63,0.020420044971114,3.69215686274513
"1109","NAKKALA:8:39_N1p3s8",68.837306,23.80475,-1.3,11.3,-12.4,378,63,0.020420044971114,3.69215686274513
"1110","NAKKALA:8:39_N1p3s9",68.837306,23.80475,-1.3,11.3,-12.4,378,63,0.020420044971114,3.69215686274513
"1111","NAKKALA:9:40_N2p4s10",68.835083,23.821889,-1.3,11.4,-12.4,368,64,0.020728291316527,3.64313725490199
"1112","NAKKALA:9:40_N2p4s11",68.835083,23.821889,-1.3,11.4,-12.4,368,64,0.020728291316527,3.64313725490199
"1113","NAKKALA:9:40_N2p4s12",68.835083,23.821889,-1.3,11.4,-12.4,368,64,0.020728291316527,3.64313725490199
"1114","NAKKALA:9:41_N2p5s13",68.835083,23.821889,-1.3,11.4,-12.4,368,64,0.020728291316527,3.64313725490199
"1115","NAKKALA:9:41_N2p5s14",68.835083,23.821889,-1.3,11.4,-12.4,368,64,0.020728291316527,3.64313725490199
"1116","NAKKALA:9:41_N2p5s15",68.835083,23.821889,-1.3,11.4,-12.4,368,64,0.020728291316527,3.64313725490199
"1117","NAKKALA:9:42_N2p6s16",68.835083,23.821889,-1.3,11.4,-12.4,368,64,0.020728291316527,3.64313725490199
"1118","NAKKALA:9:42_N2p6s17",68.835083,23.821889,-1.3,11.4,-12.4,368,64,0.020728291316527,3.64313725490199
"1119","NAKKALA:9:42_N2p6s18",68.835083,23.821889,-1.3,11.4,-12.4,368,64,0.020728291316527,3.64313725490199
"1120","NAKKALA:10:43_N3p7s19",68.834417,23.845139,-1.4,11.2,-12.5,396,65,0.0201587119222695,3.85938375350144
"1121","NAKKALA:10:43_N3p7s20",68.834417,23.845139,-1.4,11.2,-12.5,396,65,0.0201587119222695,3.85938375350144
"1122","NAKKALA:10:43_N3p7s21",68.834417,23.845139,-1.4,11.2,-12.5,396,65,0.0201587119222695,3.85938375350144
"1123","NAKKALA:10:44_N3p8s22",68.834417,23.845139,-1.4,11.2,-12.5,396,65,0.0201587119222695,3.85938375350144
"1124","NAKKALA:10:44_N3p8s23",68.834417,23.845139,-1.4,11.2,-12.5,396,65,0.0201587119222695,3.85938375350144
"1125","NAKKALA:10:44_N3p8s24",68.834417,23.845139,-1.4,11.2,-12.5,396,65,0.0201587119222695,3.85938375350144
"1126","NAKKALA:10:45_N3p9s25",68.834417,23.845139,-1.4,11.2,-12.5,396,65,0.0201587119222695,3.85938375350144
"1127","NAKKALA:10:45_N3p9s26",68.834417,23.845139,-1.4,11.2,-12.5,396,65,0.0201587119222695,3.85938375350144
"1128","NAKKALA:10:45_N3p9s27",68.834417,23.845139,-1.4,11.2,-12.5,396,65,0.0201587119222695,3.85938375350144
"1129","NAKKALA:8:37_p37s145b",68.837306,23.80475,-1.3,11.3,-12.4,378,63,0.020420044971114,3.69215686274513
"1130","NAKKALA:8:37_p37s146b",68.837306,23.80475,-1.3,11.3,-12.4,378,63,0.020420044971114,3.69215686274513
"1131","NAKKALA:8:37_p37s147b",68.837306,23.80475,-1.3,11.3,-12.4,378,63,0.020420044971114,3.69215686274513
"1132","NAKKALA:8:37_p37s148b",68.837306,23.80475,-1.3,11.3,-12.4,378,63,0.020420044971114,3.69215686274513
"1133","NAKKALA:8:38_p38s150b",68.837306,23.80475,-1.3,11.3,-12.4,378,63,0.020420044971114,3.69215686274513
"1134","NAKKALA:8:39_p39s153b",68.837306,23.80475,-1.3,11.3,-12.4,378,63,0.020420044971114,3.69215686274513
"1135","NAKKALA:8:39_p39s154b",68.837306,23.80475,-1.3,11.3,-12.4,378,63,0.020420044971114,3.69215686274513
"1136","NAKKALA:8:39_p39s155b",68.837306,23.80475,-1.3,11.3,-12.4,378,63,0.020420044971114,3.69215686274513
"1137","NAKKALA:8:39_p39s156b",68.837306,23.80475,-1.3,11.3,-12.4,378,63,0.020420044971114,3.69215686274513
"1138","NAKKALA:9:40_p40s157b",68.835083,23.821889,-1.3,11.4,-12.4,368,64,0.020728291316527,3.64313725490199
"1139","NAKKALA:9:40_p40s158b",68.835083,23.821889,-1.3,11.4,-12.4,368,64,0.020728291316527,3.64313725490199
"1140","NAKKALA:9:40_p40s159b",68.835083,23.821889,-1.3,11.4,-12.4,368,64,0.020728291316527,3.64313725490199
"1141","NAKKALA:9:40_p40s160b",68.835083,23.821889,-1.3,11.4,-12.4,368,64,0.020728291316527,3.64313725490199
"1142","NAKKALA:9:41_p41s161b",68.835083,23.821889,-1.3,11.4,-12.4,368,64,0.020728291316527,3.64313725490199
"1143","NAKKALA:9:41_p41s162b",68.835083,23.821889,-1.3,11.4,-12.4,368,64,0.020728291316527,3.64313725490199
"1144","NAKKALA:9:41_p41s163b",68.835083,23.821889,-1.3,11.4,-12.4,368,64,0.020728291316527,3.64313725490199
"1145","NAKKALA:9:41_p41s164b",68.835083,23.821889,-1.3,11.4,-12.4,368,64,0.020728291316527,3.64313725490199
"1146","NAKKALA:9:42_p42s165b",68.835083,23.821889,-1.3,11.4,-12.4,368,64,0.020728291316527,3.64313725490199
"1147","NAKKALA:9:42_p42s166b",68.835083,23.821889,-1.3,11.4,-12.4,368,64,0.020728291316527,3.64313725490199
"1148","NAKKALA:9:42_p42s167b",68.835083,23.821889,-1.3,11.4,-12.4,368,64,0.020728291316527,3.64313725490199
"1149","NAKKALA:9:42_p42s168b",68.835083,23.821889,-1.3,11.4,-12.4,368,64,0.020728291316527,3.64313725490199
"1150","NAKKALA:10:43_p43s169b",68.834417,23.845139,-1.4,11.2,-12.5,396,65,0.0201587119222695,3.85938375350144
"1151","NAKKALA:10:43_p43s170b",68.834417,23.845139,-1.4,11.2,-12.5,396,65,0.0201587119222695,3.85938375350144
"1152","NAKKALA:10:43_p43s171b",68.834417,23.845139,-1.4,11.2,-12.5,396,65,0.0201587119222695,3.85938375350144
"1153","NAKKALA:10:43_p43s172b",68.834417,23.845139,-1.4,11.2,-12.5,396,65,0.0201587119222695,3.85938375350144
"1154","NAKKALA:10:44_p44s173b",68.834417,23.845139,-1.4,11.2,-12.5,396,65,0.0201587119222695,3.85938375350144
"1155","NAKKALA:10:44_p44s174b",68.834417,23.845139,-1.4,11.2,-12.5,396,65,0.0201587119222695,3.85938375350144
"1156","NAKKALA:10:44_p44s175b",68.834417,23.845139,-1.4,11.2,-12.5,396,65,0.0201587119222695,3.85938375350144
"1157","NAKKALA:10:44_p44s176b",68.834417,23.845139,-1.4,11.2,-12.5,396,65,0.0201587119222695,3.85938375350144
"1158","NAKKALA:10:45_p45s177b",68.834417,23.845139,-1.4,11.2,-12.5,396,65,0.0201587119222695,3.85938375350144
"1159","NAKKALA:10:45_p45s178b",68.834417,23.845139,-1.4,11.2,-12.5,396,65,0.0201587119222695,3.85938375350144
"1160","NAKKALA:10:45_p45s180b",68.834417,23.845139,-1.4,11.2,-12.5,396,65,0.0201587119222695,3.85938375350144
"1161","ABISKO:ABISKOWET_FLUX:1_CTL",68.20462,18.49582,-3.1,8.9,-13.9,635,43,0.0301588213410369,10.1521008403362
"1162","ABISKO:ABISKOWET_FLUX:2_CTL",68.20462,18.49582,-3.1,8.9,-13.9,635,43,0.0301588213410369,10.1521008403362
"1163","ABISKO:ABISKOWET_FLUX:3_CTL",68.20462,18.49582,-3.1,8.9,-13.9,635,43,0.0301588213410369,10.1521008403362
"1164","ABISKO:ABISKOWET_FLUX:4_CTL",68.20462,18.49582,-3.1,8.9,-13.9,635,43,0.0301588213410369,10.1521008403362
"1165","ABISKO:ABISKOWET_FLUX:5_CTL",68.20462,18.49582,-3.1,8.9,-13.9,635,43,0.0301588213410369,10.1521008403362
"1166","ABISKO:ABISKOWET_FLUX:6_CTL",68.20462,18.49582,-3.1,8.9,-13.9,635,43,0.0301588213410369,10.1521008403362
"1167","DISKO:DRYHEATH_FLUX:1_CTL",69.27,-53.45,-4.6,6.5,-15.9,384,58,0.0826703103116259,0.463585434173759
"1168","DISKO:DRYHEATH_FLUX:2_CTL",69.27,-53.45,-4.6,6.5,-15.9,384,58,0.0826703103116259,0.463585434173759
"1169","DISKO:DRYHEATH_FLUX:4_CTL",69.27,-53.45,-4.6,6.5,-15.9,384,58,0.0826703103116259,0.463585434173759
"1170","DISKO:DRYHEATH_FLUX:5_CTL",69.27,-53.45,-4.6,6.5,-15.9,384,58,0.0826703103116259,0.463585434173759
"1171","DISKO:DRYHEATH_FLUX:6_CTL",69.27,-53.45,-4.6,6.5,-15.9,384,58,0.0826703103116259,0.463585434173759
"1172","DISKO:DRYHEATH_FLUX:3_CTL",69.27,-53.45,-4.6,6.5,-15.9,384,58,0.0826703103116259,0.463585434173759
"1173","DISKO:WETFEN_FLUX:7_CTL",69.43,-53.78,-4.2,7.4,-15.7,377,66,0.084752706746762,1.87759103641463
"1174","DISKO:WETFEN_FLUX:8_CTL",69.43,-53.78,-4.2,7.4,-15.7,377,66,0.084752706746762,1.87759103641463
"1175","DISKO:WETFEN_FLUX:9_CTL",69.43,-53.78,-4.2,7.4,-15.7,377,66,0.084752706746762,1.87759103641463
"1176","DISKO:WETFEN_FLUX:10_CTL",69.43,-53.78,-4.2,7.4,-15.7,377,66,0.084752706746762,1.87759103641463
"1177","DISKO:WETFEN_FLUX:11_CTL",69.43,-53.78,-4.2,7.4,-15.7,377,66,0.084752706746762,1.87759103641463
"1178","DISKO:WETFEN_FLUX:12_CTL",69.43,-53.78,-4.2,7.4,-15.7,377,66,0.084752706746762,1.87759103641463
"1179","ZACKENBERG:SALIX_SITE_FLUX:4_CTL",74.47508063,-20.54053855,-10.1,3.9,-21,178,46,0.037534911425508,2.73613445378156
"1180","ZACKENBERG:SALIX_SITE_FLUX:5_CTL",74.47508063,-20.54053855,-10.1,3.9,-21,178,46,0.037534911425508,2.73613445378156
"1181","ZACKENBERG:CASSIOPE_SITE_FLUX:1_CTL",74.47510333,-20.54284746,-10.2,3.9,-21,177,67,0.0385900297619054,2.7445378151261
"1182","ZACKENBERG:CASSIOPE_SITE_FLUX:2_CTL",74.47510333,-20.54284746,-10.2,3.9,-21,177,67,0.0385900297619054,2.7445378151261
"1183","ZACKENBERG:CASSIOPE_SITE_FLUX:3_CTL",74.47510333,-20.54284746,-10.2,3.9,-21,177,67,0.0385900297619054,2.7445378151261
"1184","ZACKENBERG:CASSIOPE_SITE_FLUX:4_CTL",74.47510333,-20.54284746,-10.2,3.9,-21,177,67,0.0385900297619054,2.7445378151261
"1185","ZACKENBERG:CASSIOPE_SITE_FLUX:5_CTL",74.47510333,-20.54284746,-10.2,3.9,-21,177,67,0.0385900297619054,2.7445378151261
"1186","ZACKENBERG:SALIX_SITE_FLUX:1_CTL",74.47508063,-20.54053855,-10.1,3.9,-21,178,46,0.037534911425508,2.73613445378156
"1187","ZACKENBERG:SALIX_SITE_FLUX:2_CTL",74.47508063,-20.54053855,-10.1,3.9,-21,178,46,0.037534911425508,2.73613445378156
"1188","ZACKENBERG:SALIX_SITE_FLUX:3_CTL",74.47508063,-20.54053855,-10.1,3.9,-21,178,46,0.037534911425508,2.73613445378156
"1189","ABISKO:PEATLAND:AA1",68.358087,18.812886,0,12.3,-11,406,68,0.028655407475491,9.39691876750709
"1190","ABISKO:PEATLAND:AA2",68.358087,18.812886,0,12.3,-11,406,68,0.028655407475491,9.39691876750709
"1191","ABISKO:PEATLAND:AA3",68.358087,18.812886,0,12.3,-11,406,68,0.028655407475491,9.39691876750709
"1192","ABISKO:PEATLAND:AA4",68.358087,18.812886,0,12.3,-11,406,68,0.028655407475491,9.39691876750709
"1193","ABISKO:PEATLAND:AA5",68.358087,18.812886,0,12.3,-11,406,68,0.028655407475491,9.39691876750709
"1194","ABISKO:ABISKODRY_PADDUS:CTL_1",68.1933,18.5115,-2.2,9.9,-13,499,69,0.0301958937872026,8.67927170868354
"1195","ABISKO:ABISKODRY_PADDUS:CTL_2",68.1933,18.5115,-2.2,9.9,-13,499,69,0.0301958937872026,8.67927170868354
"1196","ABISKO:ABISKODRY_PADDUS:CTL_3",68.1933,18.5115,-2.2,9.9,-13,499,69,0.0301958937872026,8.67927170868354
"1197","ABISKO:ABISKODRY_PADDUS:CTL_4",68.1933,18.5115,-2.2,9.9,-13,499,69,0.0301958937872026,8.67927170868354
"1198","ABISKO:ABISKODRY_PADDUS:CTL_5",68.1933,18.5115,-2.2,9.9,-13,499,69,0.0301958937872026,8.67927170868354
"1199","ABISKO:ABISKODRY_PADDUS:CTL_6",68.1933,18.5115,-2.2,9.9,-13,499,69,0.0301958937872026,8.67927170868354
"1200","SADVENT:MES_POINTFRAME:DFHA",78.19,15.93,-6,4.6,-14.4,268,70,0.0401495481004909,0.950980392156869
"1201","SADVENT:MES_POINTFRAME:DCUA",78.19,15.93,-6,4.6,-14.4,268,70,0.0401495481004909,0.950980392156869
"1202","SADVENT:MES_POINTFRAME:DCLA",78.19,15.93,-6,4.6,-14.4,268,70,0.0401495481004909,0.950980392156869
"1203","SADVENT:MES_POINTFRAME:DDLA",78.19,15.93,-6,4.6,-14.4,268,70,0.0401495481004909,0.950980392156869
"1204","SADVENT:MES_POINTFRAME:DDUA",78.19,15.93,-6,4.6,-14.4,268,70,0.0401495481004909,0.950980392156869
"1205","SADVENT:MES_POINTFRAME:DGLA",78.19,15.93,-6,4.6,-14.4,268,70,0.0401495481004909,0.950980392156869
"1206","SADVENT:MES_POINTFRAME:DGHA",78.19,15.93,-6,4.6,-14.4,268,70,0.0401495481004909,0.950980392156869
"1207","SADVENT:MES_POINTFRAME:DEUA",78.19,15.93,-6,4.6,-14.4,268,70,0.0401495481004909,0.950980392156869
"1208","SADVENT:MES_POINTFRAME:DCHA",78.19,15.93,-6,4.6,-14.4,268,70,0.0401495481004909,0.950980392156869
"1209","SADVENT:MES_POINTFRAME:DELA",78.19,15.93,-6,4.6,-14.4,268,70,0.0401495481004909,0.950980392156869
"1210","SADVENT:MES_POINTFRAME:DFLA",78.19,15.93,-6,4.6,-14.4,268,70,0.0401495481004909,0.950980392156869
"1211","SADVENT:MES_POINTFRAME:DFUA",78.19,15.93,-6,4.6,-14.4,268,70,0.0401495481004909,0.950980392156869
"1212","SADVENT:MES_POINTFRAME:DDHA",78.19,15.93,-6,4.6,-14.4,268,70,0.0401495481004909,0.950980392156869
"1213","JAMESONLAND:COLORADO:CTL_1_1",71.58566298,-23.97807302,-11,2,-21.1,248,71,0.0783847396380431,2.12605042016812
"1214","JAMESONLAND:COLORADO:CTL_1_2",71.58566298,-23.97807302,-11,2,-21.1,248,71,0.0783847396380431,2.12605042016812
"1215","JAMESONLAND:COLORADO:CTL_1_3",71.58566298,-23.97807302,-11,2,-21.1,248,71,0.0783847396380431,2.12605042016812
"1216","JAMESONLAND:COLORADO:CTL_1_4",71.58566298,-23.97807302,-11,2,-21.1,248,71,0.0783847396380431,2.12605042016812
"1217","JAMESONLAND:COLORADO:CTL_1_5",71.58566298,-23.97807302,-11,2,-21.1,248,71,0.0783847396380431,2.12605042016812
"1218","JAMESONLAND:COLORADO:CTL_1_6",71.58566298,-23.97807302,-11,2,-21.1,248,71,0.0783847396380431,2.12605042016812
"1219","JAMESONLAND:COLORADO:CTL_1_7",71.58566298,-23.97807302,-11,2,-21.1,248,71,0.0783847396380431,2.12605042016812
"1220","JAMESONLAND:COLORADO:CTL_1_8",71.58566298,-23.97807302,-11,2,-21.1,248,71,0.0783847396380431,2.12605042016812
"1221","JAMESONLAND:COLORADO:CTL_1_9",71.58566298,-23.97807302,-11,2,-21.1,248,71,0.0783847396380431,2.12605042016812
"1222","JAMESONLAND:COLORADO:CTL_1_10",71.58566298,-23.97807302,-11,2,-21.1,248,71,0.0783847396380431,2.12605042016812
"1223","JAMESONLAND:COLORADO:CTL_2_3",71.58566298,-23.97807302,-11,2,-21.1,248,71,0.0783847396380431,2.12605042016812
"1224","JAMESONLAND:COLORADO:CTL_2_4",71.58566298,-23.97807302,-11,2,-21.1,248,71,0.0783847396380431,2.12605042016812
"1225","JAMESONLAND:COLORADO:CTL_2_5",71.58566298,-23.97807302,-11,2,-21.1,248,71,0.0783847396380431,2.12605042016812
