"","SiteSubsitePlotYear","SiteSubsitePlot","SiteSubsite","SITE","SUBSITE","PLOT","YEAR","STATUS","TISSUE","ValueType","ORIGINAL_NAME","GENUS","GFNARROWwalker","SPECIES_NAME","TREATMENT","RelCover","MOISTURE","LAT","LONG","ELEV","AZONE","SurveyedArea","AlpArc","lat_grid","lon_grid","gridcell","Region","Method","FuncGroup","PlotYearFuncCover","PlotYearDominatingFG","ShrubCover","GraminoidCover","ForbCover","DominatingFG","PlotShrubMean","PlotForbMean","PlotGraminoidMean","AnnualRichness","MeanRichness","NumYears","Duration","LogPlotSize","YearCentred","Slope"
"540","WOLFCREEK:WOLFCREEK:WOLFCREEK_CTL_20:2003","WOLFCREEK:WOLFCREEK:WOLFCREEK_CTL_20","WOLFCREEK:WOLFCREEK","WOLFCREEK","WOLFCREEK","WOLFCREEK_CTL_20",2003,"LIVE","UNK","pf_all_plot","Antennaria alpina","Antennaria","FORB","Antennaria alpina","CTL",2.04081632653061,"DRY",61.56,-135.13,1526,"ALPINE",1,"Alpine",61.5,-135,"_61.5_-135","North America-West","Point-framing (sum)","Forb",14.2857142857143,"None",85.7142857142857,0,14.2857142857143,"Shrub-Dominated",83.8779546096619,15.2211444894372,0.900900900900901,6,7,3,10,0,0,-2.10078370971889e-14
"541","WOLFCREEK:WOLFCREEK:WOLFCREEK_CTL_2:2008","WOLFCREEK:WOLFCREEK:WOLFCREEK_CTL_2","WOLFCREEK:WOLFCREEK","WOLFCREEK","WOLFCREEK","WOLFCREEK_CTL_2",2008,"LIVE","UNK","pf_all_plot","Dryas octopetala","Dryas","SEVER","Dryas octopetala","CTL",52.4390243902439,"DRY",61.56,-135.13,1526,"ALPINE",1,"Alpine",61.5,-135,"_61.5_-135","North America-West","Point-framing (sum)","Shrub",75.609756097561,"Shrub-Dominated",75.609756097561,9.75609756097561,14.6341463414634,"Shrub-Dominated",80.380019709288,12.0750184774575,7.5449618132545,9,8,3,10,0,5,0.199999999999994
"542","WOLFCREEK:WOLFCREEK:WOLFCREEK_CTL_9:2008","WOLFCREEK:WOLFCREEK:WOLFCREEK_CTL_9","WOLFCREEK:WOLFCREEK","WOLFCREEK","WOLFCREEK","WOLFCREEK_CTL_9",2008,"LIVE","UNK","pf_all_plot","Carex microchaeta&rupestris","Carex","SEDGE","XXXCarex microchaeta&rupestris:WOLFCREEK","CTL",7.46268656716418,"DRY",61.56,-135.13,1526,"ALPINE",1,"Alpine",61.5,-135,"_61.5_-135","North America-West","Point-framing (sum)","Graminoid",10.4477611940298,"None",68.6567164179104,10.4477611940298,20.8955223880597,"Shrub-Dominated",72.3047822650745,15.8813000606198,11.8139176743057,6,7,3,10,0,5,-0.1
"543","ABISKO:lower_forest:ALFc1:2009","ABISKO:lower_forest:ALFc1","ABISKO:lower_forest","ABISKO","lower_forest","ALFc1",2009,NA,NA,"pf_all_plot","Empetrum nigrum","Empetrum","SEVER","Empetrum nigrum","CTL",46.8354430379747,"",68.3284,18.8356,523,"LOW",1,"Arctic",68,18.5,"_68_18.5","Eurasia","Point-framing (sum)","Shrub",98.7341772151899,"Shrub-Dominated",98.7341772151899,1.26582278481013,0,"Shrub-Dominated",86.5893108298172,0,13.4106891701828,5,5,2,10,0,6,0
"544","ABISKO:lower_forest:ALFc2:2009","ABISKO:lower_forest:ALFc2","ABISKO:lower_forest","ABISKO","lower_forest","ALFc2",2009,NA,NA,"pf_all_plot","Empetrum nigrum","Empetrum","SEVER","Empetrum nigrum","CTL",67.5,"",68.3284,18.8356,523,"LOW",1,"Arctic",68,18.5,"_68_18.5","Eurasia","Point-framing (sum)","Shrub",95,"Shrub-Dominated",95,5,0,"Shrub-Dominated",86.2096774193548,0,13.7903225806452,4,5,2,10,0,6,-0.199999999999998
"545","ABISKO:lower_forest:ALFc3:2009","ABISKO:lower_forest:ALFc3","ABISKO:lower_forest","ABISKO","lower_forest","ALFc3",2009,NA,NA,"pf_all_plot","Empetrum nigrum","Empetrum","SEVER","Empetrum nigrum","CTL",34.2105263157895,"",68.3284,18.8356,523,"LOW",1,"Arctic",68,18.5,"_68_18.5","Eurasia","Point-framing (sum)","Shrub",86.1842105263158,"Shrub-Dominated",86.1842105263158,13.8157894736842,0,"Shrub-Dominated",78.0921052631579,0,21.9078947368421,7,8,2,10,0,6,-0.0999999999999992
"546","ABISKO:lower_forest:ALFc4:2009","ABISKO:lower_forest:ALFc4","ABISKO:lower_forest","ABISKO","lower_forest","ALFc4",2009,NA,NA,"pf_all_plot","Empetrum nigrum","Empetrum","SEVER","Empetrum nigrum","CTL",48.8636363636364,"",68.3284,18.8356,523,"LOW",1,"Arctic",68,18.5,"_68_18.5","Eurasia","Point-framing (sum)","Shrub",89.7727272727273,"Shrub-Dominated",89.7727272727273,10.2272727272727,0,"Shrub-Dominated",69.376159554731,0.510204081632653,30.1136363636364,5,6,2,10,0,6,-0.299999999999998
"547","ABISKO:lower_forest:ALFc5:2009","ABISKO:lower_forest:ALFc5","ABISKO:lower_forest","ABISKO","lower_forest","ALFc5",2009,NA,NA,"pf_all_plot","Empetrum nigrum","Empetrum","SEVER","Empetrum nigrum","CTL",66.9491525423729,"",68.3284,18.8356,523,"LOW",1,"Arctic",68,18.5,"_68_18.5","Eurasia","Point-framing (sum)","Shrub",98.3050847457627,"Shrub-Dominated",98.3050847457627,1.69491525423729,0,"Shrub-Dominated",73.5115167318557,1.28205128205128,25.206431986093,4,8,2,10,0,6,-0.799999999999994
"548","ABISKO:lower_tundra:ALTc1:2009","ABISKO:lower_tundra:ALTc1","ABISKO:lower_tundra","ABISKO","lower_tundra","ALTc1",2009,NA,NA,"pf_all_plot","Betula nana","Betula","SDECI","Betula nana","CTL",3.93700787401575,"",68.3244,18.8417,545,"LOW",1,"Arctic",68,18.5,"_68_18.5","Eurasia","Point-framing (sum)","Shrub",96.8503937007874,"Shrub-Dominated",96.8503937007874,3.1496062992126,0,"Shrub-Dominated",95.7703295937565,0,4.22967040624347,5,4,2,10,0,6,0.299999999999998
"549","ABISKO:lower_tundra:ALTc2:2009","ABISKO:lower_tundra:ALTc2","ABISKO:lower_tundra","ABISKO","lower_tundra","ALTc2",2009,NA,NA,"pf_all_plot","Betula nana","Betula","SDECI","Betula nana","CTL",22.2222222222222,"",68.3244,18.8417,545,"LOW",1,"Arctic",68,18.5,"_68_18.5","Eurasia","Point-framing (sum)","Shrub",94.4444444444444,"Shrub-Dominated",94.4444444444444,0,5.55555555555556,"Shrub-Dominated",97.2222222222222,2.77777777777778,0,6,5,2,10,0,6,0.199999999999998
"550","ABISKO:lower_tundra:ALTc3:2009","ABISKO:lower_tundra:ALTc3","ABISKO:lower_tundra","ABISKO","lower_tundra","ALTc3",2009,NA,NA,"pf_all_plot","Empetrum nigrum","Empetrum","SEVER","Empetrum nigrum","CTL",72.3076923076923,"",68.3244,18.8417,545,"LOW",1,"Arctic",68,18.5,"_68_18.5","Eurasia","Point-framing (sum)","Shrub",100,"Shrub-Dominated",100,0,0,"Shrub-Dominated",96.7857142857143,0,3.21428571428571,3,4,2,10,0,6,-0.199999999999998
"551","ABISKO:lower_tundra:ALTc4:2009","ABISKO:lower_tundra:ALTc4","ABISKO:lower_tundra","ABISKO","lower_tundra","ALTc4",2009,NA,NA,"pf_all_plot","Empetrum nigrum","Empetrum","SEVER","Empetrum nigrum","CTL",58.0357142857143,"",68.3244,18.8417,545,"LOW",1,"Arctic",68,18.5,"_68_18.5","Eurasia","Point-framing (sum)","Shrub",100,"Shrub-Dominated",100,0,0,"Shrub-Dominated",97.5609756097561,1.82926829268293,0.609756097560976,2,4,2,10,0,6,-0.499999999999996
"552","ABISKO:lower_tundra:ALTc5:2009","ABISKO:lower_tundra:ALTc5","ABISKO:lower_tundra","ABISKO","lower_tundra","ALTc5",2009,NA,NA,"pf_all_plot","Betula nana","Betula","SDECI","Betula nana","CTL",6.66666666666667,"",68.3244,18.8417,545,"LOW",1,"Arctic",68,18.5,"_68_18.5","Eurasia","Point-framing (sum)","Shrub",97.5,"Shrub-Dominated",97.5,2.5,0,"Shrub-Dominated",98.75,0,1.25,5,4,2,10,0,6,0.199999999999998
"553","ABISKO:upper_forest:AUFc1:2009","ABISKO:upper_forest:AUFc1","ABISKO:upper_forest","ABISKO","upper_forest","AUFc1",2009,NA,NA,"pf_all_plot","Empetrum nigrum","Empetrum","SEVER","Empetrum nigrum","CTL",21.09375,"",68.3145,18.858,600,"LOW",1,"Arctic",68,18.5,"_68_18.5","Eurasia","Point-framing (sum)","Shrub",74.21875,"Shrub-Dominated",74.21875,25.78125,0,"Shrub-Dominated",82.8925075301205,0,17.1074924698795,6,6,2,10,0,6,0.0999999999999991
"554","ABISKO:upper_forest:AUFc3:2009","ABISKO:upper_forest:AUFc3","ABISKO:upper_forest","ABISKO","upper_forest","AUFc3",2009,NA,NA,"pf_all_plot","Empetrum nigrum","Empetrum","SEVER","Empetrum nigrum","CTL",26.3681592039801,"",68.3145,18.858,600,"LOW",1,"Arctic",68,18.5,"_68_18.5","Eurasia","Point-framing (sum)","Shrub",85.0746268656716,"Shrub-Dominated",85.0746268656716,11.9402985074627,2.98507462686567,"Shrub-Dominated",71.369430221157,1.49253731343284,27.1380324654102,11,8,2,10,0,6,0.499999999999996
"555","ABISKO:upper_forest:AUFc5:2009","ABISKO:upper_forest:AUFc5","ABISKO:upper_forest","ABISKO","upper_forest","AUFc5",2009,NA,NA,"pf_all_plot","Vaccinium vitisidaea","Vaccinium","SEVER","Vaccinium vitis-idaea","CTL",6.97674418604651,"",68.3145,18.858,600,"LOW",1,"Arctic",68,18.5,"_68_18.5","Eurasia","Point-framing (sum)","Shrub",62.2093023255814,"Shrub-Dominated",62.2093023255814,35.4651162790698,2.32558139534884,"Shrub-Dominated",77.8578979160375,2.46149199637572,19.6806100875868,10,8,2,10,0,6,0.499999999999996
"556","ABISKO:upper_tundra:AUTc1:2009","ABISKO:upper_tundra:AUTc1","ABISKO:upper_tundra","ABISKO","upper_tundra","AUTc1",2009,NA,NA,"pf_all_plot","Betula nana","Betula","SDECI","Betula nana","CTL",5.21327014218009,"",68.3133,18.863,616,"LOW",1,"Arctic",68,18.5,"_68_18.5","Eurasia","Point-framing (sum)","Shrub",92.8909952606635,"Shrub-Dominated",92.8909952606635,7.10900473933649,0,"Shrub-Dominated",96.4454976303318,0,3.55450236966825,4,4,2,10,0,6,0.0999999999999991
"557","ABISKO:upper_tundra:AUTc2:2009","ABISKO:upper_tundra:AUTc2","ABISKO:upper_tundra","ABISKO","upper_tundra","AUTc2",2009,NA,NA,"pf_all_plot","Betula nana","Betula","SDECI","Betula nana","CTL",22.6086956521739,"",68.3133,18.863,616,"LOW",1,"Arctic",68,18.5,"_68_18.5","Eurasia","Point-framing (sum)","Shrub",98.2608695652174,"Shrub-Dominated",98.2608695652174,1.73913043478261,0,"Shrub-Dominated",99.1304347826087,0,0.869565217391304,6,6,2,10,0,6,0.0999999999999991
"558","ABISKO:upper_tundra:AUTc3:2009","ABISKO:upper_tundra:AUTc3","ABISKO:upper_tundra","ABISKO","upper_tundra","AUTc3",2009,NA,NA,"pf_all_plot","Betula nana","Betula","SDECI","Betula nana","CTL",9.21052631578947,"",68.3133,18.863,616,"LOW",1,"Arctic",68,18.5,"_68_18.5","Eurasia","Point-framing (sum)","Shrub",91.6666666666667,"Shrub-Dominated",91.6666666666667,8.33333333333333,0,"Shrub-Dominated",95.8333333333333,0,4.16666666666667,5,4,2,10,0,6,0.199999999999998
"559","ABISKO:upper_tundra:AUTc4:2009","ABISKO:upper_tundra:AUTc4","ABISKO:upper_tundra","ABISKO","upper_tundra","AUTc4",2009,NA,NA,"pf_all_plot","Betula nana","Betula","SDECI","Betula nana","CTL",5.20231213872832,"",68.3133,18.863,616,"LOW",1,"Arctic",68,18.5,"_68_18.5","Eurasia","Point-framing (sum)","Shrub",97.1098265895954,"Shrub-Dominated",97.1098265895954,1.15606936416185,1.73410404624277,"Shrub-Dominated",98.5549132947977,0.867052023121387,0.578034682080925,7,4,2,10,0,6,0.499999999999996
"560","ABISKO:upper_tundra:AUTc5:2009","ABISKO:upper_tundra:AUTc5","ABISKO:upper_tundra","ABISKO","upper_tundra","AUTc5",2009,NA,NA,"pf_all_plot","Betula nana","Betula","SDECI","Betula nana","CTL",0.625,"",68.3133,18.863,616,"LOW",1,"Arctic",68,18.5,"_68_18.5","Eurasia","Point-framing (sum)","Shrub",90,"Shrub-Dominated",90,5,5,"Shrub-Dominated",90.906432748538,2.5,6.59356725146199,6,5,2,10,0,6,0.199999999999998
"561","DISKO:DISTURBANCE:C1.3:1991","DISKO:DISTURBANCE:C1.3","DISKO:DISTURBANCE","DISKO","DISTURBANCE","C1.3",1991,"LIVE",NA,"pf_all_plot","Bistorta vivipara","Persicaria","FORB","Persicaria vivipara","CTL",1.2987012987013,"",69.27,-53.45,202,"",1,"Arctic",69,-53,"_69_-53","GreenIceLand","Point-framing (sum)","Forb",2.5974025974026,"None",97.4025974025974,0,2.5974025974026,"Shrub-Dominated",92.8388185741127,3.4151559886854,3.74602543720191,6,7,4,28,0,-12,0.112050739957717
"562","DISKO:DISTURBANCE:C4.3:1991","DISKO:DISTURBANCE:C4.3","DISKO:DISTURBANCE","DISKO","DISTURBANCE","C4.3",1991,"LIVE",NA,"pf_all_plot","Bistorta vivipara","Persicaria","FORB","Persicaria vivipara","CTL",1.33333333333333,"",69.27,-53.45,202,"",1,"Arctic",69,-53,"_69_-53","GreenIceLand","Point-framing (sum)","Forb",4,"None",93.3333333333333,2.66666666666667,4,"Shrub-Dominated",93.5463595004492,4.52064697719759,1.93299352235319,9,8,4,28,0,-12,-0.0739957716701903
"563","DISKO:DISTURBANCE:C5.3:1991","DISKO:DISTURBANCE:C5.3","DISKO:DISTURBANCE","DISKO","DISTURBANCE","C5.3",1991,"LIVE",NA,"pf_all_plot","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",1.42857142857143,"",69.27,-53.45,202,"",1,"Arctic",69,-53,"_69_-53","GreenIceLand","Point-framing (sum)","Graminoid",2.85714285714286,"None",95.7142857142857,2.85714285714286,1.42857142857143,"Shrub-Dominated",94.455295745764,3.71960619814859,1.82509805608736,7,8,4,28,0,-12,0.0739957716701903
"564","DISKO:DISTURBANCE:A1.6:1991","DISKO:DISTURBANCE:A1.6","DISKO:DISTURBANCE","DISKO","DISTURBANCE","A1.6",1991,"LIVE",NA,"pf_all_plot","Bistorta vivipara","Persicaria","FORB","Persicaria vivipara","CTL",2.29885057471264,"",69.27,-53.45,202,"",1,"Arctic",69,-53,"_69_-53","GreenIceLand","Point-framing (sum)","Forb",3.44827586206897,"None",95.4022988505747,1.14942528735632,3.44827586206897,"Shrub-Dominated",95.813482629519,3.50450858946383,0.682008781017217,7,7,4,28,0,-12,0.0359408033826639
"565","DISKO:DISTURBANCE:A2.2:1991","DISKO:DISTURBANCE:A2.2","DISKO:DISTURBANCE","DISKO","DISTURBANCE","A2.2",1991,"LIVE",NA,"pf_all_plot","Empetrum nigrum","Empetrum","SEVER","Empetrum nigrum","CTL",88.1578947368421,"",69.27,-53.45,202,"",1,"Arctic",69,-53,"_69_-53","GreenIceLand","Point-framing (sum)","Shrub",97.3684210526316,"Shrub-Dominated",97.3684210526316,0,2.63157894736842,"Shrub-Dominated",95.479777901161,4.07904562825076,0.441176470588235,4,6,4,28,0,-12,0.187103594080338
"566","DISKO:DISTURBANCE:A3.3:1991","DISKO:DISTURBANCE:A3.3","DISKO:DISTURBANCE","DISKO","DISTURBANCE","A3.3",1991,"LIVE",NA,"pf_all_plot","Bistorta vivipara","Persicaria","FORB","Persicaria vivipara","CTL",1.17647058823529,"",69.27,-53.45,202,"",1,"Arctic",69,-53,"_69_-53","GreenIceLand","Point-framing (sum)","Forb",1.17647058823529,"None",98.8235294117647,0,1.17647058823529,"Shrub-Dominated",98.3282091279626,1.67179087203744,0,4,4,4,28,0,-12,0.0359408033826639
"567","DISKO:DISTURBANCE:A4.3:1991","DISKO:DISTURBANCE:A4.3","DISKO:DISTURBANCE","DISKO","DISTURBANCE","A4.3",1991,"LIVE",NA,"pf_all_plot","Bistorta vivipara","Persicaria","FORB","Persicaria vivipara","CTL",3.48837209302326,"",69.27,-53.45,202,"",1,"Arctic",69,-53,"_69_-53","GreenIceLand","Point-framing (sum)","Forb",6.97674418604651,"None",88.3720930232558,4.65116279069767,6.97674418604651,"Shrub-Dominated",91.8855209502328,5.78889765441838,2.32558139534884,7,7,4,28,0,-12,-0.00105708245243128
"568","DISKO:DISTURBANCE:A5.1:1991","DISKO:DISTURBANCE:A5.1","DISKO:DISTURBANCE","DISKO","DISTURBANCE","A5.1",1991,"LIVE",NA,"pf_all_plot","Bistorta vivipara","Persicaria","FORB","Persicaria vivipara","CTL",1.38888888888889,"",69.27,-53.45,202,"",1,"Arctic",69,-53,"_69_-53","GreenIceLand","Point-framing (sum)","Forb",4.16666666666667,"None",95.8333333333333,0,4.16666666666667,"Shrub-Dominated",94.2127317127317,3.95992895992896,1.82733932733933,7,8,4,28,0,-12,0.112050739957717
"569","DISKO:DISTURBANCE:A6.1:1991","DISKO:DISTURBANCE:A6.1","DISKO:DISTURBANCE","DISKO","DISTURBANCE","A6.1",1991,"LIVE",NA,"pf_all_plot","Bistorta vivipara","Persicaria","FORB","Persicaria vivipara","CTL",1.33333333333333,"",69.27,-53.45,202,"",1,"Arctic",69,-53,"_69_-53","GreenIceLand","Point-framing (sum)","Forb",4,"None",94.6666666666667,1.33333333333333,4,"Shrub-Dominated",96.570048533904,2.61592315206773,0.814028314028314,6,6,4,28,0,-12,-0.0739957716701903
"570","DISKO:DISTURBANCE:B1.2:1991","DISKO:DISTURBANCE:B1.2","DISKO:DISTURBANCE","DISKO","DISTURBANCE","B1.2",1991,"LIVE",NA,"pf_all_plot","Betula nana","Betula","SDECI","Betula nana","CTL",3.84615384615385,"",69.27,-53.45,202,"",1,"Arctic",69,-53,"_69_-53","GreenIceLand","Point-framing (sum)","Shrub",84.6153846153846,"Shrub-Dominated",84.6153846153846,5.76923076923077,9.61538461538461,"Shrub-Dominated",87.0654199601568,6.95890366942998,5.97567637041321,9,9,4,28,0,-12,0.072938689217759
"571","DISKO:DISTURBANCE:B2.2:1991","DISKO:DISTURBANCE:B2.2","DISKO:DISTURBANCE","DISKO","DISTURBANCE","B2.2",1991,"LIVE",NA,"pf_all_plot","Bistorta vivipara","Persicaria","FORB","Persicaria vivipara","CTL",3.07692307692308,"",69.27,-53.45,202,"",1,"Arctic",69,-53,"_69_-53","GreenIceLand","Point-framing (sum)","Forb",3.07692307692308,"None",84.6153846153846,12.3076923076923,3.07692307692308,"Shrub-Dominated",88.87451258419,3.25505140021269,7.87043601559731,7,8,4,28,0,-12,0.0739957716701903
"572","DISKO:DISTURBANCE:B3.4:1991","DISKO:DISTURBANCE:B3.4","DISKO:DISTURBANCE","DISKO","DISTURBANCE","B3.4",1991,"LIVE",NA,"pf_all_plot","Carex rupestris","Carex","SEDGE","Carex rupestris","CTL",1.47058823529412,"",69.27,-53.45,202,"",1,"Arctic",69,-53,"_69_-53","GreenIceLand","Point-framing (sum)","Graminoid",4.41176470588235,"None",95.5882352941177,4.41176470588235,0,"Shrub-Dominated",95.1432486223508,1.46870554765292,3.38804582999629,6,7,4,28,0,-12,0.0412262156448203
"573","DISKO:DISTURBANCE:B4.5:1991","DISKO:DISTURBANCE:B4.5","DISKO:DISTURBANCE","DISKO","DISTURBANCE","B4.5",1991,"LIVE",NA,"pf_all_plot","Bistorta vivipara","Persicaria","FORB","Persicaria vivipara","CTL",11.4285714285714,"",69.27,-53.45,202,"",1,"Arctic",69,-53,"_69_-53","GreenIceLand","Point-framing (sum)","Forb",12.8571428571429,"None",85.7142857142857,1.42857142857143,12.8571428571429,"Shrub-Dominated",88.9703951256024,7.01001602038003,4.01958885401757,6,7,4,28,0,-12,0.0951374207188161
"574","DISKO:DISTURBANCE:B5.2:1991","DISKO:DISTURBANCE:B5.2","DISKO:DISTURBANCE","DISKO","DISTURBANCE","B5.2",1991,"LIVE",NA,"pf_all_plot","Betula nana","Betula","SDECI","Betula nana","CTL",3.77358490566038,"",69.27,-53.45,202,"",1,"Arctic",69,-53,"_69_-53","GreenIceLand","Point-framing (sum)","Shrub",86.7924528301887,"Shrub-Dominated",86.7924528301887,3.77358490566038,9.43396226415094,"Shrub-Dominated",88.4259686854027,7.23319919074636,4.34083212385099,9,9,4,28,0,-12,-0.014799154334038
"575","DISKO:DISTURBANCE:B6.5:1991","DISKO:DISTURBANCE:B6.5","DISKO:DISTURBANCE","DISKO","DISTURBANCE","B6.5",1991,"LIVE",NA,"pf_all_plot","Bistorta vivipara","Persicaria","FORB","Persicaria vivipara","CTL",6.34920634920635,"",69.27,-53.45,202,"",1,"Arctic",69,-53,"_69_-53","GreenIceLand","Point-framing (sum)","Forb",9.52380952380952,"None",80.9523809523809,9.52380952380952,9.52380952380952,"Shrub-Dominated",84.3254923538987,7.86734530114405,7.80716234495724,7,7,4,28,0,-12,0.0359408033826639
"576","KILPISJARVI:KILPISJARVI:C1:2003","KILPISJARVI:KILPISJARVI:C1","KILPISJARVI:KILPISJARVI","KILPISJARVI","KILPISJARVI","C1",2003,NA,NA,"pf_all_plot","Deschampsia flexuosa","Deschampsia","GRASS","Deschampsia flexuosa","CONTROL",2.94117647058824,"MOIST",69.068,20.8199,670,"ALPINE",0.25,"Arctic",69,20.5,"_69_20.5","Eurasia","Point-framing (sum)","Graminoid",11.7647058823529,"None",88.2352941176471,11.7647058823529,0,"Shrub-Dominated",83.9772369979279,0,16.0227630020721,6,6,4,16,-1.38629436111989,0,0.00172711571675301
"577","KILPISJARVI:KILPISJARVI:C2:2003","KILPISJARVI:KILPISJARVI:C2","KILPISJARVI:KILPISJARVI","KILPISJARVI","KILPISJARVI","C2",2003,NA,NA,"pf_all_plot","Empetrum nigrum","Empetrum","SEVER","Empetrum nigrum","CONTROL",9.06148867313916,"MOIST",69.068,20.8199,670,"ALPINE",0.25,"Arctic",69,20.5,"_69_20.5","Eurasia","Point-framing (sum)","Shrub",95.7928802588997,"Shrub-Dominated",95.7928802588997,3.88349514563107,0.323624595469256,"Shrub-Dominated",93.9954916507749,0.0809061488673139,5.92360220035779,7,6,4,16,-1.38629436111989,0,-0.0863557858376512
"578","KILPISJARVI:KILPISJARVI:C3:2003","KILPISJARVI:KILPISJARVI:C3","KILPISJARVI:KILPISJARVI","KILPISJARVI","KILPISJARVI","C3",2003,NA,NA,"pf_all_plot","Deschampsia flexuosa","Deschampsia","GRASS","Deschampsia flexuosa","CONTROL",1.13314447592068,"MOIST",69.068,20.8199,670,"ALPINE",0.25,"Arctic",69,20.5,"_69_20.5","Eurasia","Point-framing (sum)","Graminoid",2.26628895184136,"None",97.4504249291785,2.26628895184136,0.28328611898017,"Shrub-Dominated",95.9391796713802,0.0708215297450425,3.98999879887479,8,8,4,16,-1.38629436111989,0,-0.0656303972366149
"579","KILPISJARVI:KILPISJARVI:C4:2003","KILPISJARVI:KILPISJARVI:C4","KILPISJARVI:KILPISJARVI","KILPISJARVI","KILPISJARVI","C4",2003,NA,NA,"pf_all_plot","Deschampsia flexuosa","Deschampsia","GRASS","Deschampsia flexuosa","CONTROL",2.37388724035608,"MOIST",69.068,20.8199,670,"ALPINE",0.25,"Arctic",69,20.5,"_69_20.5","Eurasia","Point-framing (sum)","Graminoid",2.37388724035608,"None",97.3293768545994,2.37388724035608,0.29673590504451,"Shrub-Dominated",93.4755283144588,0.0741839762611276,6.4502877092801,6,6,4,16,-1.38629436111989,0,0.0656303972366149
"580","KILPISJARVI:KILPISJARVI:C5:2003","KILPISJARVI:KILPISJARVI:C5","KILPISJARVI:KILPISJARVI","KILPISJARVI","KILPISJARVI","C5",2003,NA,NA,"pf_all_plot","Betula nana","Betula","SDECI","Betula nana","CONTROL",5.46075085324232,"MOIST",69.068,20.8199,670,"ALPINE",0.25,"Arctic",69,20.5,"_69_20.5","Eurasia","Point-framing (sum)","Shrub",94.5392491467577,"Shrub-Dominated",94.5392491467577,5.46075085324232,0,"Shrub-Dominated",95.5028242930535,0.962497881390682,3.53467782555587,7,6,4,16,-1.38629436111989,0,-0.0673575129533679
"581","LATNJA:DRY_HEATH:C1:1995","LATNJA:DRY_HEATH:C1","LATNJA:DRY_HEATH","LATNJA","DRY_HEATH","C1",1995,NA,NA,"pf_top_plot","Betula nana","Betula","SDECI","Betula nana","CONTROL",51.8518518518518,"DRY",68.35572,18.49531,1000,"LOW",1,"Arctic-Alpine",68,18,"_68_18","Eurasia","Point-framing (sum)","Shrub",96.2962962962963,"Shrub-Dominated",96.2962962962963,0,3.7037037037037,"Shrub-Dominated",96.2710239651416,0.740740740740741,2.98823529411765,5,6,5,21,0,-8,-0.0513513513513498
"582","LATNJA:DRY_HEATH:C2:1995","LATNJA:DRY_HEATH:C2","LATNJA:DRY_HEATH","LATNJA","DRY_HEATH","C2",1995,NA,NA,"pf_top_plot","Betula nana","Betula","SDECI","Betula nana","CONTROL",22.5806451612903,"DRY",68.35572,18.49531,1000,"LOW",1,"Arctic-Alpine",68,18,"_68_18","Eurasia","Point-framing (sum)","Shrub",90.3225806451613,"Shrub-Dominated",90.3225806451613,9.67741935483871,0,"Shrub-Dominated",95.1865320441516,0.689655172413793,4.12381278343459,5,6,5,21,0,-8,0.0540540540540537
"583","LATNJA:DRY_HEATH:C3:1995","LATNJA:DRY_HEATH:C3","LATNJA:DRY_HEATH","LATNJA","DRY_HEATH","C3",1995,NA,NA,"pf_top_plot","Betula nana","Betula","SDECI","Betula nana","CONTROL",5.71428571428571,"DRY",68.35572,18.49531,1000,"LOW",1,"Arctic-Alpine",68,18,"_68_18","Eurasia","Point-framing (sum)","Shrub",82.8571428571429,"Shrub-Dominated",82.8571428571429,8.57142857142857,8.57142857142857,"Shrub-Dominated",90.5734672523615,3.11728523049278,6.30924751714572,6,6,5,21,0,-8,0.0783783783783772
"584","LATNJA:DRY_HEATH:C4:1995","LATNJA:DRY_HEATH:C4","LATNJA:DRY_HEATH","LATNJA","DRY_HEATH","C4",1995,NA,NA,"pf_top_plot","Calamagrostis lapponica","Calamagrostis","GRASS","Calamagrostis lapponica","CONTROL",20,"DRY",68.35572,18.49531,1000,"LOW",1,"Arctic-Alpine",68,18,"_68_18","Eurasia","Point-framing (sum)","Graminoid",20,"None",80,20,0,"Shrub-Dominated",85.8658596837945,2.64945652173913,11.4846837944664,5,5,4,21,0,-8,0.0511627906976738
"585","LATNJA:DRY_HEATH:C5:1995","LATNJA:DRY_HEATH:C5","LATNJA:DRY_HEATH","LATNJA","DRY_HEATH","C5",1995,NA,NA,"pf_top_plot","Carex fuliginosa","Carex","SEDGE","Carex fuliginosa","CONTROL",1.69491525423729,"DRY",68.35572,18.49531,1000,"LOW",1,"Arctic-Alpine",68,18,"_68_18","Eurasia","Point-framing (sum)","Graminoid",15.2542372881356,"None",61.0169491525424,15.2542372881356,23.728813559322,"Shrub-Dominated",67.8891838540603,17.1465523109387,14.964263835001,12,11,3,13,0,-8,0.510204081632674
"586","LATNJA:DRY_MEADOW:C1:1996","LATNJA:DRY_MEADOW:C1","LATNJA:DRY_MEADOW","LATNJA","DRY_MEADOW","C1",1996,NA,NA,"pf_top_plot","Astragalus alpinus","Astragalus","FORB","Astragalus alpinus","CONTROL",3.7037037037037,"DRY",68.35683,18.49756,1000,"LOW",1,"Arctic-Alpine",68,18,"_68_18","Eurasia","Point-framing (sum)","Forb",7.40740740740741,"None",72.8395061728395,19.7530864197531,7.40740740740741,"Shrub-Dominated",61.1718563359519,14.5974698152557,24.2306738487924,12,12,4,20,0,-7,0.0388151174668031
