"","SiteSubsitePlotYear","SiteSubsitePlot","YEAR","LAT","LONG","SiteSubsite","RelCover","MOISTURE","SurveyedArea","Region","PlotShrubMean","PlotGraminoidMean","PlotForbMean","AnnualRichness","MeanRichness","Duration","LogPlotSize","Shannon","PilouEvenness"
"2673","LATNJA:WET_MEADOW:C5:2007","LATNJA:WET_MEADOW:C5",2007,68.3551536,18.4913635,"LATNJA:WET_MEADOW",1.20481927710843,"WET",1,"Eurasia",2.92771084337349,56.9352191374192,40.1370700192073,17,16,22,0,2.31420594020594,0.816813158479895
"2674","LATNJA:WET_MEADOW:C5:2013","LATNJA:WET_MEADOW:C5",2013,68.3551536,18.4913635,"LATNJA:WET_MEADOW",1.25,"WET",1,"Eurasia",2.92771084337349,56.9352191374192,40.1370700192073,20,16,22,0,2.49723030359839,0.83359595436604
"2675","LATNJA:WET_MEADOW:C5:2016","LATNJA:WET_MEADOW:C5",2016,68.3551536,18.4913635,"LATNJA:WET_MEADOW",2.89855072463768,"WET",1,"Eurasia",2.92771084337349,56.9352191374192,40.1370700192073,14,16,22,0,2.1337028896861,0.8085094877409
"2676","LOGH:LOGH2:LOGH2_T10:1995","LOGH:LOGH2:LOGH2_T10",1995,62.10253,12.34458,"LOGH:LOGH2",0.232018561484919,"DRY",1,"Eurasia",83.4464665669986,16.3672614506328,0.186271982368611,6,6,16,0,1.1269097870907,0.628940327339926
"2677","LOGH:LOGH2:LOGH2_T10:1998","LOGH:LOGH2:LOGH2_T10",1998,62.10253,12.34458,"LOGH:LOGH2",3.44827586206897,"DRY",1,"Eurasia",83.4464665669986,16.3672614506328,0.186271982368611,5,6,16,0,0.568501250598027,0.353229687337383
"2678","LOGH:LOGH2:LOGH2_T10:2011","LOGH:LOGH2:LOGH2_T10",2011,62.10253,12.34458,"LOGH:LOGH2",0.163398692810458,"DRY",1,"Eurasia",83.4464665669986,16.3672614506328,0.186271982368611,6,6,16,0,0.44380504251973,0.247692310347289
"2679","LOGH:LOGH2:LOGH2_T11:1995","LOGH:LOGH2:LOGH2_T11",1995,62.10253,12.34458,"LOGH:LOGH2",0.311526479750779,"DRY",1,"Eurasia",88.4842598065484,11.4118980335347,0.103842159916926,9,7,16,0,1.70121151387681,0.774254726359951
"2680","LOGH:LOGH2:LOGH2_T11:1998","LOGH:LOGH2:LOGH2_T11",1998,62.10253,12.34458,"LOGH:LOGH2",1.85185185185185,"DRY",1,"Eurasia",88.4842598065484,11.4118980335347,0.103842159916926,6,7,16,0,1.02975054342758,0.574714720983856
"2681","LOGH:LOGH2:LOGH2_T11:2011","LOGH:LOGH2:LOGH2_T11",2011,62.10253,12.34458,"LOGH:LOGH2",3.66636113657195,"DRY",1,"Eurasia",88.4842598065484,11.4118980335347,0.103842159916926,5,7,16,0,0.80739885487073,0.50166511465461
"2682","LOGH:LOGH2:LOGH2_T12:1995","LOGH:LOGH2:LOGH2_T12",1995,62.10253,12.34458,"LOGH:LOGH2",5.12820512820513,"DRY",1,"Eurasia",85.4823852068188,14.5176147931812,0,5,6,16,0,1.05357294914842,0.654621679412909
"2683","LOGH:LOGH2:LOGH2_T12:1998","LOGH:LOGH2:LOGH2_T12",1998,62.10253,12.34458,"LOGH:LOGH2",4.34782608695652,"DRY",1,"Eurasia",85.4823852068188,14.5176147931812,0,6,6,16,0,1.29479064429132,0.722636417738122
"2684","LOGH:LOGH2:LOGH2_T12:2011","LOGH:LOGH2:LOGH2_T12",2011,62.10253,12.34458,"LOGH:LOGH2",4.22535211267606,"DRY",1,"Eurasia",85.4823852068188,14.5176147931812,0,6,6,16,0,0.670779367357168,0.374369092993358
"2685","LOGH:LOGH2:LOGH2_T1:1995","LOGH:LOGH2:LOGH2_T1",1995,62.10253,12.34458,"LOGH:LOGH2",0.413223140495868,"DRY",1,"Eurasia",47.7602488677219,48.4098982895208,3.82985284275731,9,9,16,0,1.67061093639585,0.760327803369649
"2686","LOGH:LOGH2:LOGH2_T1:1998","LOGH:LOGH2:LOGH2_T1",1998,62.10253,12.34458,"LOGH:LOGH2",2.84090909090909,"DRY",1,"Eurasia",47.7602488677219,48.4098982895208,3.82985284275731,10,9,16,0,1.57326429868454,0.683260003494085
"2687","LOGH:LOGH2:LOGH2_T1:2011","LOGH:LOGH2:LOGH2_T1",2011,62.10253,12.34458,"LOGH:LOGH2",0.282485875706215,"DRY",1,"Eurasia",47.7602488677219,48.4098982895208,3.82985284275731,7,9,16,0,1.02245611601563,0.525438503166245
"2688","LOGH:LOGH2:LOGH2_T2:1995","LOGH:LOGH2:LOGH2_T2",1995,62.10253,12.34458,"LOGH:LOGH2",0.427350427350427,"DRY",1,"Eurasia",76.5404287729592,22.9451885977757,0.514382629265136,8,7,16,0,1.35439443158264,0.651326043283968
"2689","LOGH:LOGH2:LOGH2_T2:1998","LOGH:LOGH2:LOGH2_T2",1998,62.10253,12.34458,"LOGH:LOGH2",0.261096605744125,"DRY",1,"Eurasia",76.5404287729592,22.9451885977757,0.514382629265136,8,7,16,0,1.04878090132621,0.504357001774128
"2690","LOGH:LOGH2:LOGH2_T2:2011","LOGH:LOGH2:LOGH2_T2",2011,62.10253,12.34458,"LOGH:LOGH2",6.57030223390276,"DRY",1,"Eurasia",76.5404287729592,22.9451885977757,0.514382629265136,5,7,16,0,0.572737155778455,0.355861603205465
"2691","LOGH:LOGH2:LOGH2_T3:1995","LOGH:LOGH2:LOGH2_T3",1995,62.10253,12.34458,"LOGH:LOGH2",3.55871886120996,"DRY",1,"Eurasia",84.5461587571748,14.2030646750195,1.25077656780571,7,6,16,0,1.52586511285824,0.784139552177683
"2692","LOGH:LOGH2:LOGH2_T3:1998","LOGH:LOGH2:LOGH2_T3",1998,62.10253,12.34458,"LOGH:LOGH2",0.203252032520325,"DRY",1,"Eurasia",84.5461587571748,14.2030646750195,1.25077656780571,4,6,16,0,0.128472251445824,0.0926731400263653
"2693","LOGH:LOGH2:LOGH2_T3:2011","LOGH:LOGH2:LOGH2_T3",2011,62.10253,12.34458,"LOGH:LOGH2",0.0968054211035818,"DRY",1,"Eurasia",84.5461587571748,14.2030646750195,1.25077656780571,8,6,16,0,0.838325058781011,0.403149134985438
"2694","LOGH:LOGH2:LOGH2_T4:1995","LOGH:LOGH2:LOGH2_T4",1995,62.10253,12.34458,"LOGH:LOGH2",0.354609929078014,"DRY",1,"Eurasia",81.1606090332792,18.7116770459034,0.127713920817369,6,6,16,0,1.29222850213661,0.721206458974843
"2695","LOGH:LOGH2:LOGH2_T4:1998","LOGH:LOGH2:LOGH2_T4",1998,62.10253,12.34458,"LOGH:LOGH2",0.383141762452107,"DRY",1,"Eurasia",81.1606090332792,18.7116770459034,0.127713920817369,7,6,16,0,1.09800564536482,0.564263281065612
"2696","LOGH:LOGH2:LOGH2_T4:2011","LOGH:LOGH2:LOGH2_T4",2011,62.10253,12.34458,"LOGH:LOGH2",1.24843945068664,"DRY",1,"Eurasia",81.1606090332792,18.7116770459034,0.127713920817369,6,6,16,0,0.531747328951585,0.296773834928121
"2697","LOGH:LOGH2:LOGH2_T5:1995","LOGH:LOGH2:LOGH2_T5",1995,62.10253,12.34458,"LOGH:LOGH2",2.69541778975741,"DRY",1,"Eurasia",81.6262978074365,18.2554988828708,0.118203309692671,7,7,16,0,1.29105368021275,0.663470346171701
"2698","LOGH:LOGH2:LOGH2_T5:1998","LOGH:LOGH2:LOGH2_T5",1998,62.10253,12.34458,"LOGH:LOGH2",0.354609929078014,"DRY",1,"Eurasia",81.6262978074365,18.2554988828708,0.118203309692671,8,7,16,0,1.2463824540825,0.599383261851947
"2699","LOGH:LOGH2:LOGH2_T5:2011","LOGH:LOGH2:LOGH2_T5",2011,62.10253,12.34458,"LOGH:LOGH2",10.3092783505155,"DRY",1,"Eurasia",81.6262978074365,18.2554988828708,0.118203309692671,6,7,16,0,1.44466422152503,0.806282453831505
"2700","LOGH:LOGH2:LOGH2_T6:1995","LOGH:LOGH2:LOGH2_T6",1995,62.10253,12.34458,"LOGH:LOGH2",0.383141762452107,"DRY",1,"Eurasia",88.393996912496,11.606003087504,0,5,5,16,0,1.26133739294122,0.783712986500727
"2701","LOGH:LOGH2:LOGH2_T6:1998","LOGH:LOGH2:LOGH2_T6",1998,62.10253,12.34458,"LOGH:LOGH2",0.255102040816327,"DRY",1,"Eurasia",88.393996912496,11.606003087504,0,5,5,16,0,0.354073197639758,0.219998047084811
"2702","LOGH:LOGH2:LOGH2_T6:2011","LOGH:LOGH2:LOGH2_T6",2011,62.10253,12.34458,"LOGH:LOGH2",1.6366612111293,"DRY",1,"Eurasia",88.393996912496,11.606003087504,0,6,5,16,0,0.69249126439755,0.386486733454182
"2703","LOGH:LOGH2:LOGH2_T7:1995","LOGH:LOGH2:LOGH2_T7",1995,62.10253,12.34458,"LOGH:LOGH2",0.302114803625378,"DRY",1,"Eurasia",76.8813208211969,22.8802331974293,0.238445981373748,6,6,16,0,1.14340369832586,0.63814575447366
"2704","LOGH:LOGH2:LOGH2_T7:1998","LOGH:LOGH2:LOGH2_T7",1998,62.10253,12.34458,"LOGH:LOGH2",0.413223140495868,"DRY",1,"Eurasia",76.8813208211969,22.8802331974293,0.238445981373748,7,6,16,0,1.49569795076831,0.768636697585665
"2705","LOGH:LOGH2:LOGH2_T7:2011","LOGH:LOGH2:LOGH2_T7",2011,62.10253,12.34458,"LOGH:LOGH2",2.7359781121751,"DRY",1,"Eurasia",76.8813208211969,22.8802331974293,0.238445981373748,5,6,16,0,0.831804515686104,0.516829204320215
"2706","LOGH:LOGH2:LOGH2_T8:1995","LOGH:LOGH2:LOGH2_T8",1995,62.10253,12.34458,"LOGH:LOGH2",8.57142857142857,"DRY",1,"Eurasia",85.5688897632632,14.4311102367368,0,6,6,16,0,1.08390233006214,0.604937408551339
"2707","LOGH:LOGH2:LOGH2_T8:1998","LOGH:LOGH2:LOGH2_T8",1998,62.10253,12.34458,"LOGH:LOGH2",15.3452685421995,"DRY",1,"Eurasia",85.5688897632632,14.4311102367368,0,5,6,16,0,0.990583720925818,0.61548427141726
"2708","LOGH:LOGH2:LOGH2_T8:2011","LOGH:LOGH2:LOGH2_T8",2011,62.10253,12.34458,"LOGH:LOGH2",1.28205128205128,"DRY",1,"Eurasia",85.5688897632632,14.4311102367368,0,6,6,16,0,1.22909629992735,0.685971706044272
"2709","LOGH:LOGH2:LOGH2_T9:1995","LOGH:LOGH2:LOGH2_T9",1995,62.10253,12.34458,"LOGH:LOGH2",8.33333333333333,"DRY",1,"Eurasia",80.5953285707048,19.4046714292952,0,5,5,16,0,0.994596260372784,0.617977402351958
"2710","LOGH:LOGH2:LOGH2_T9:1998","LOGH:LOGH2:LOGH2_T9",1998,62.10253,12.34458,"LOGH:LOGH2",10,"DRY",1,"Eurasia",80.5953285707048,19.4046714292952,0,4,5,16,0,0.999480826743221,0.720973016103023
"2711","LOGH:LOGH2:LOGH2_T9:2011","LOGH:LOGH2:LOGH2_T9",2011,62.10253,12.34458,"LOGH:LOGH2",5.47195622435021,"DRY",1,"Eurasia",80.5953285707048,19.4046714292952,0,5,5,16,0,0.911773651740683,0.566516822237475
"2712","LOGH:LOGH4:LOGH4_T10:1995","LOGH:LOGH4:LOGH4_T10",1995,62.10253,12.34458,"LOGH:LOGH4",2.26757369614512,"DRY",1,"Eurasia",72.9059962794903,19.8504841878336,7.24351953267616,6,7,16,0,0.44575865648323,0.248782643060498
"2713","LOGH:LOGH4:LOGH4_T10:1998","LOGH:LOGH4:LOGH4_T10",1998,62.10253,12.34458,"LOGH:LOGH4",20.7792207792208,"DRY",1,"Eurasia",72.9059962794903,19.8504841878336,7.24351953267616,9,7,16,0,1.44378803745538,0.657096253313232
"2714","LOGH:LOGH4:LOGH4_T10:2011","LOGH:LOGH4:LOGH4_T10",2011,62.10253,12.34458,"LOGH:LOGH4",0.0860585197934596,"DRY",1,"Eurasia",72.9059962794903,19.8504841878336,7.24351953267616,7,7,16,0,0.718143050877974,0.369052523430546
"2715","LOGH:LOGH4:LOGH4_T11:1995","LOGH:LOGH4:LOGH4_T11",1995,62.10253,12.34458,"LOGH:LOGH4",7.2463768115942,"DRY",1,"Eurasia",52.0938484051463,42.3158112307727,5.590340364081,10,8,16,0,1.39568428112068,0.60613798176982
"2716","LOGH:LOGH4:LOGH4_T11:1998","LOGH:LOGH4:LOGH4_T11",1998,62.10253,12.34458,"LOGH:LOGH4",7.8740157480315,"DRY",1,"Eurasia",52.0938484051463,42.3158112307727,5.590340364081,5,8,16,0,1.06140054499077,0.659485238163379
"2717","LOGH:LOGH4:LOGH4_T11:2011","LOGH:LOGH4:LOGH4_T11",2011,62.10253,12.34458,"LOGH:LOGH4",0.301204819277108,"DRY",1,"Eurasia",52.0938484051463,42.3158112307727,5.590340364081,8,8,16,0,1.67936828626138,0.807605432805164
"2718","LOGH:LOGH4:LOGH4_T12:1995","LOGH:LOGH4:LOGH4_T12",1995,62.10253,12.34458,"LOGH:LOGH4",0.206611570247934,"DRY",1,"Eurasia",85.5350567292088,13.1449980162773,1.31994525451387,10,8,16,0,1.45149044859401,0.630374292359653
"2719","LOGH:LOGH4:LOGH4_T12:1998","LOGH:LOGH4:LOGH4_T12",1998,62.10253,12.34458,"LOGH:LOGH4",1.06157112526539,"DRY",1,"Eurasia",85.5350567292088,13.1449980162773,1.31994525451387,8,8,16,0,0.979522582514259,0.471050790744024
"2720","LOGH:LOGH4:LOGH4_T12:2011","LOGH:LOGH4:LOGH4_T12",2011,62.10253,12.34458,"LOGH:LOGH4",1.75284837861525,"DRY",1,"Eurasia",85.5350567292088,13.1449980162773,1.31994525451387,7,8,16,0,0.936941693774979,0.481492783328068
"2721","LOGH:LOGH4:LOGH4_T1:1995","LOGH:LOGH4:LOGH4_T1",1995,62.10253,12.34458,"LOGH:LOGH4",0.16260162601626,"DRY",1,"Eurasia",88.2447356553517,11.592662718632,0.16260162601626,10,7,16,0,0.8417272585566,0.365557503658683
"2722","LOGH:LOGH4:LOGH4_T1:1998","LOGH:LOGH4:LOGH4_T1",1998,62.10253,12.34458,"LOGH:LOGH4",10.7816711590296,"DRY",1,"Eurasia",88.2447356553517,11.592662718632,0.16260162601626,5,7,16,0,1.01675163702569,0.631743311854737
"2723","LOGH:LOGH4:LOGH4_T1:2011","LOGH:LOGH4:LOGH4_T1",2011,62.10253,12.34458,"LOGH:LOGH4",11.0803324099723,"DRY",1,"Eurasia",88.2447356553517,11.592662718632,0.16260162601626,6,7,16,0,1.41468602863678,0.78955130581577
"2724","LOGH:LOGH4:LOGH4_T2:1995","LOGH:LOGH4:LOGH4_T2",1995,62.10253,12.34458,"LOGH:LOGH4",0.198412698412698,"DRY",1,"Eurasia",86.2180462092212,13.6496786585037,0.132275132275132,8,6,16,0,0.844807273224688,0.406266421196061
"2725","LOGH:LOGH4:LOGH4_T2:1998","LOGH:LOGH4:LOGH4_T2",1998,62.10253,12.34458,"LOGH:LOGH4",11.3960113960114,"DRY",1,"Eurasia",86.2180462092212,13.6496786585037,0.132275132275132,4,6,16,0,0.878234798990644,0.633512494619959
"2726","LOGH:LOGH4:LOGH4_T2:2011","LOGH:LOGH4:LOGH4_T2",2011,62.10253,12.34458,"LOGH:LOGH4",7.5642965204236,"DRY",1,"Eurasia",86.2180462092212,13.6496786585037,0.132275132275132,6,6,16,0,1.10432983920057,0.61633821847547
"2727","LOGH:LOGH4:LOGH4_T3:1995","LOGH:LOGH4:LOGH4_T3",1995,62.10253,12.34458,"LOGH:LOGH4",0.40650406504065,"DRY",1,"Eurasia",64.5885140333397,27.1691971429979,8.24228882366241,10,7,16,0,1.4736798239651,0.6400110156402
"2728","LOGH:LOGH4:LOGH4_T3:1998","LOGH:LOGH4:LOGH4_T3",1998,62.10253,12.34458,"LOGH:LOGH4",22.5225225225225,"DRY",1,"Eurasia",64.5885140333397,27.1691971429979,8.24228882366241,6,7,16,0,1.25965367579494,0.703026102235497
"2729","LOGH:LOGH4:LOGH4_T3:2011","LOGH:LOGH4:LOGH4_T3",2011,62.10253,12.34458,"LOGH:LOGH4",0.127877237851662,"DRY",1,"Eurasia",64.5885140333397,27.1691971429979,8.24228882366241,6,7,16,0,0.686543252508039,0.383167084811793
"2730","LOGH:LOGH4:LOGH4_T4:1995","LOGH:LOGH4:LOGH4_T4",1995,62.10253,12.34458,"LOGH:LOGH4",2.74725274725275,"DRY",1,"Eurasia",58.6729248715478,38.1981002617522,3.12897486669999,10,9,16,0,1.63600832646763,0.710509388532664
"2731","LOGH:LOGH4:LOGH4_T4:1998","LOGH:LOGH4:LOGH4_T4",1998,62.10253,12.34458,"LOGH:LOGH4",0.237529691211401,"DRY",1,"Eurasia",58.6729248715478,38.1981002617522,3.12897486669999,6,9,16,0,1.18218001724422,0.659787230120539
"2732","LOGH:LOGH4:LOGH4_T4:2011","LOGH:LOGH4:LOGH4_T4",2011,62.10253,12.34458,"LOGH:LOGH4",0.210970464135021,"DRY",1,"Eurasia",58.6729248715478,38.1981002617522,3.12897486669999,10,9,16,0,1.47270444693028,0.639587414776201
"2733","LOGH:LOGH4:LOGH4_T5:1995","LOGH:LOGH4:LOGH4_T5",1995,62.10253,12.34458,"LOGH:LOGH4",0.168350168350168,"DRY",1,"Eurasia",69.8122188604583,29.5640819344362,0.623699205105495,9,8,16,0,1.08854511000544,0.495418229539889
"2734","LOGH:LOGH4:LOGH4_T5:1998","LOGH:LOGH4:LOGH4_T5",1998,62.10253,12.34458,"LOGH:LOGH4",0.546448087431694,"DRY",1,"Eurasia",69.8122188604583,29.5640819344362,0.623699205105495,7,8,16,0,1.29285057830691,0.664393769123694
"2735","LOGH:LOGH4:LOGH4_T5:2011","LOGH:LOGH4:LOGH4_T5",2011,62.10253,12.34458,"LOGH:LOGH4",0.22075055187638,"DRY",1,"Eurasia",69.8122188604583,29.5640819344362,0.623699205105495,9,8,16,0,1.71960605598979,0.782626443253488
"2736","LOGH:LOGH4:LOGH4_T6:1995","LOGH:LOGH4:LOGH4_T6",1995,62.10253,12.34458,"LOGH:LOGH4",0.641025641025641,"DRY",1,"Eurasia",41.5968125168805,56.2282683348988,2.17491914822067,11,9,16,0,1.57996193540576,0.658895304281545
"2737","LOGH:LOGH4:LOGH4_T6:1998","LOGH:LOGH4:LOGH4_T6",1998,62.10253,12.34458,"LOGH:LOGH4",0.469483568075117,"DRY",1,"Eurasia",41.5968125168805,56.2282683348988,2.17491914822067,6,9,16,0,0.80625791540057,0.449981110326115
"2738","LOGH:LOGH4:LOGH4_T6:2011","LOGH:LOGH4:LOGH4_T6",2011,62.10253,12.34458,"LOGH:LOGH4",2.32018561484919,"DRY",1,"Eurasia",41.5968125168805,56.2282683348988,2.17491914822067,9,9,16,0,1.60092153149779,0.728610788360399
"2739","LOGH:LOGH4:LOGH4_T7:1995","LOGH:LOGH4:LOGH4_T7",1995,62.10253,12.34458,"LOGH:LOGH4",0.198412698412698,"DRY",1,"Eurasia",73.7997103801343,25.1370993811767,1.06319023868899,5,7,16,0,0.0572904561445912,0.0355965618194899
"2740","LOGH:LOGH4:LOGH4_T7:1998","LOGH:LOGH4:LOGH4_T7",1998,62.10253,12.34458,"LOGH:LOGH4",2.49376558603491,"DRY",1,"Eurasia",73.7997103801343,25.1370993811767,1.06319023868899,9,7,16,0,1.72177116857358,0.7836118284554
"2741","LOGH:LOGH4:LOGH4_T7:2011","LOGH:LOGH4:LOGH4_T7",2011,62.10253,12.34458,"LOGH:LOGH4",0.446428571428572,"DRY",1,"Eurasia",73.7997103801343,25.1370993811767,1.06319023868899,8,7,16,0,1.30511813907286,0.627629155671548
"2742","LOGH:LOGH4:LOGH4_T8:1995","LOGH:LOGH4:LOGH4_T8",1995,62.10253,12.34458,"LOGH:LOGH4",0.602409638554217,"DRY",1,"Eurasia",60.9207834901306,35.3882742366912,3.69094227317819,10,9,16,0,1.2514996212072,0.543519379594296
"2743","LOGH:LOGH4:LOGH4_T8:1998","LOGH:LOGH4:LOGH4_T8",1998,62.10253,12.34458,"LOGH:LOGH4",9.00900900900901,"DRY",1,"Eurasia",60.9207834901306,35.3882742366912,3.69094227317819,8,9,16,0,1.37541335759589,0.661434010058676
"2744","LOGH:LOGH4:LOGH4_T8:2011","LOGH:LOGH4:LOGH4_T8",2011,62.10253,12.34458,"LOGH:LOGH4",0.129198966408269,"DRY",1,"Eurasia",60.9207834901306,35.3882742366912,3.69094227317819,8,9,16,0,0.429024187419235,0.206317022537049
"2745","LOGH:LOGH4:LOGH4_T9:1995","LOGH:LOGH4:LOGH4_T9",1995,62.10253,12.34458,"LOGH:LOGH4",0.261096605744125,"DRY",1,"Eurasia",57.0730642036638,42.4708133989804,0.456122397355814,8,8,16,0,1.50008738865313,0.721389545503314
"2746","LOGH:LOGH4:LOGH4_T9:1998","LOGH:LOGH4:LOGH4_T9",1998,62.10253,12.34458,"LOGH:LOGH4",0.254452926208651,"DRY",1,"Eurasia",57.0730642036638,42.4708133989804,0.456122397355814,8,8,16,0,1.31054492050292,0.630238885890592
"2747","LOGH:LOGH4:LOGH4_T9:2011","LOGH:LOGH4:LOGH4_T9",2011,62.10253,12.34458,"LOGH:LOGH4",0.168634064080944,"DRY",1,"Eurasia",57.0730642036638,42.4708133989804,0.456122397355814,7,8,16,0,0.604474378993833,0.310638381369915
"2748","LOGH:LOGH5:LOGH5_T10:1995","LOGH:LOGH5:LOGH5_T10",1995,62.10253,12.34458,"LOGH:LOGH5",24,"DRY",1,"Eurasia",92.5479712212181,7.45202877878185,0,7,6,16,0,1.64421213199307,0.844957889135474
"2749","LOGH:LOGH5:LOGH5_T10:1998","LOGH:LOGH5:LOGH5_T10",1998,62.10253,12.34458,"LOGH:LOGH5",5.23560209424084,"DRY",1,"Eurasia",92.5479712212181,7.45202877878185,0,6,6,16,0,0.642785385917448,0.358745354472372
"2750","LOGH:LOGH5:LOGH5_T10:2011","LOGH:LOGH5:LOGH5_T10",2011,62.10253,12.34458,"LOGH:LOGH5",0.78064012490242,"DRY",1,"Eurasia",92.5479712212181,7.45202877878185,0,6,6,16,0,0.856727537546212,0.478148742763624
"2751","LOGH:LOGH5:LOGH5_T11:1995","LOGH:LOGH5:LOGH5_T11",1995,62.10253,12.34458,"LOGH:LOGH5",7.57575757575758,"DRY",1,"Eurasia",91.6790361530166,8.32096384698336,0,6,6,16,0,0.870721836308867,0.485959109614194
"2752","LOGH:LOGH5:LOGH5_T11:1998","LOGH:LOGH5:LOGH5_T11",1998,62.10253,12.34458,"LOGH:LOGH5",0.255102040816327,"DRY",1,"Eurasia",91.6790361530166,8.32096384698336,0,6,6,16,0,0.470642065810433,0.262670338230834
"2753","LOGH:LOGH5:LOGH5_T11:2011","LOGH:LOGH5:LOGH5_T11",2011,62.10253,12.34458,"LOGH:LOGH5",1.75131348511384,"DRY",1,"Eurasia",91.6790361530166,8.32096384698336,0,7,6,16,0,1.13057575170979,0.581001004727095
"2754","LOGH:LOGH5:LOGH5_T12:1995","LOGH:LOGH5:LOGH5_T12",1995,62.10253,12.34458,"LOGH:LOGH5",0.268096514745308,"DRY",1,"Eurasia",95.7061802517736,4.29381974822643,0,7,7,16,0,0.658002467715037,0.338146377433963
"2755","LOGH:LOGH5:LOGH5_T12:1998","LOGH:LOGH5:LOGH5_T12",1998,62.10253,12.34458,"LOGH:LOGH5",0.543478260869565,"DRY",1,"Eurasia",95.7061802517736,4.29381974822643,0,7,7,16,0,0.55146014729761,0.28339445557922
"2756","LOGH:LOGH5:LOGH5_T12:2011","LOGH:LOGH5:LOGH5_T12",2011,62.10253,12.34458,"LOGH:LOGH5",0.129533678756477,"DRY",1,"Eurasia",95.7061802517736,4.29381974822643,0,6,7,16,0,1.0411392784918,0.58107089504617
"2757","LOGH:LOGH5:LOGH5_T1:1995","LOGH:LOGH5:LOGH5_T1",1995,62.10253,12.34458,"LOGH:LOGH5",9.64630225080386,"DRY",1,"Eurasia",87.1762571319577,12.8237428680423,0,5,6,16,0,0.706540026917348,0.438998001388437
"2758","LOGH:LOGH5:LOGH5_T1:1998","LOGH:LOGH5:LOGH5_T1",1998,62.10253,12.34458,"LOGH:LOGH5",17.7935943060498,"DRY",1,"Eurasia",87.1762571319577,12.8237428680423,0,6,6,16,0,1.41300193876126,0.788611397360176
"2759","LOGH:LOGH5:LOGH5_T1:2011","LOGH:LOGH5:LOGH5_T1",2011,62.10253,12.34458,"LOGH:LOGH5",3.91389432485323,"DRY",1,"Eurasia",87.1762571319577,12.8237428680423,0,6,6,16,0,1.02482025120912,0.571963072504728
"2760","LOGH:LOGH5:LOGH5_T2:1995","LOGH:LOGH5:LOGH5_T2",1995,62.10253,12.34458,"LOGH:LOGH5",14.218009478673,"DRY",1,"Eurasia",77.9410963243474,22.0589036756526,0,5,6,16,0,0.913129640749416,0.56735934557948
"2761","LOGH:LOGH5:LOGH5_T2:1998","LOGH:LOGH5:LOGH5_T2",1998,62.10253,12.34458,"LOGH:LOGH5",13.745704467354,"DRY",1,"Eurasia",77.9410963243474,22.0589036756526,0,7,6,16,0,1.54910826020751,0.796084167071928
"2762","LOGH:LOGH5:LOGH5_T2:2011","LOGH:LOGH5:LOGH5_T2",2011,62.10253,12.34458,"LOGH:LOGH5",10.8225108225108,"DRY",1,"Eurasia",77.9410963243474,22.0589036756526,0,7,6,16,0,1.1118331938068,0.571369235288979
"2763","LOGH:LOGH5:LOGH5_T3:1995","LOGH:LOGH5:LOGH5_T3",1995,62.10253,12.34458,"LOGH:LOGH5",3.690036900369,"DRY",1,"Eurasia",91.2152508129244,8.78474918707565,0,7,7,16,0,1.56805402888389,0.805820366189639
"2764","LOGH:LOGH5:LOGH5_T3:1998","LOGH:LOGH5:LOGH5_T3",1998,62.10253,12.34458,"LOGH:LOGH5",0.277008310249307,"DRY",1,"Eurasia",91.2152508129244,8.78474918707565,0,7,7,16,0,1.12722488172814,0.579278998198031
"2765","LOGH:LOGH5:LOGH5_T3:2011","LOGH:LOGH5:LOGH5_T3",2011,62.10253,12.34458,"LOGH:LOGH5",2.84900284900285,"DRY",1,"Eurasia",91.2152508129244,8.78474918707565,0,6,7,16,0,1.32389882729002,0.738882003989293
"2766","LOGH:LOGH5:LOGH5_T4:1995","LOGH:LOGH5:LOGH5_T4",1995,62.10253,12.34458,"LOGH:LOGH5",5.52486187845304,"DRY",1,"Eurasia",91.8266973309278,8.17330266907215,0,6,6,16,0,0.584482460194142,0.326205872067167
"2767","LOGH:LOGH5:LOGH5_T4:1998","LOGH:LOGH5:LOGH5_T4",1998,62.10253,12.34458,"LOGH:LOGH5",2.31481481481481,"DRY",1,"Eurasia",91.8266973309278,8.17330266907215,0,6,6,16,0,0.677642600416244,0.378199536296126
"2768","LOGH:LOGH5:LOGH5_T4:2011","LOGH:LOGH5:LOGH5_T4",2011,62.10253,12.34458,"LOGH:LOGH5",5.39083557951482,"DRY",1,"Eurasia",91.8266973309278,8.17330266907215,0,6,6,16,0,1.24765539752375,0.696329735632024
"2769","LOGH:LOGH5:LOGH5_T5:1995","LOGH:LOGH5:LOGH5_T5",1995,62.10253,12.34458,"LOGH:LOGH5",5.40540540540541,"DRY",1,"Eurasia",93.1025448148736,6.89745518512642,0,6,6,16,0,1.16360591555912,0.649420826591441
"2770","LOGH:LOGH5:LOGH5_T5:1998","LOGH:LOGH5:LOGH5_T5",1998,62.10253,12.34458,"LOGH:LOGH5",0.396825396825397,"DRY",1,"Eurasia",93.1025448148736,6.89745518512642,0,6,6,16,0,0.861234304608542,0.480664017352501
"2771","LOGH:LOGH5:LOGH5_T5:2011","LOGH:LOGH5:LOGH5_T5",2011,62.10253,12.34458,"LOGH:LOGH5",1.36986301369863,"DRY",1,"Eurasia",93.1025448148736,6.89745518512642,0,6,6,16,0,1.05610773310992,0.589424948631593
