"","SiteSubsitePlotYear","SiteSubsitePlot","SiteSubsite","SITE","SUBSITE","PLOT","YEAR","ValueType","MOISTURE","LAT","LONG","ELEV","AZONE","SurveyedArea","AlpArc","lat_grid","lon_grid","gridcell","Region","Method","ShrubCover","GraminoidCover","ForbCover","DominatingFG","PlotShrubMean","PlotForbMean","PlotGraminoidMean","AnnualRichness","MeanRichness","CurrentRichness"
"1310","JAMESONLAND:TYSKIT:CTL_9_2:2020","JAMESONLAND:TYSKIT:CTL_9_2","JAMESONLAND:TYSKIT","JAMESONLAND","TYSKIT","CTL_9_2",2020,"pf_all_plot","",71.05257704,-24.225714,NA,"","0.2178",NA,71,-24,"_71_-24","GreenIceLand","Point-framing (sum)",92.8571428571428,7.14285714285714,0,"Shrub-Dominated",92.8571428571428,0,7.14285714285714,3,3,3
"1311","JAMESONLAND:TYSKIT:CTL_9_3:2020","JAMESONLAND:TYSKIT:CTL_9_3","JAMESONLAND:TYSKIT","JAMESONLAND","TYSKIT","CTL_9_3",2020,"pf_all_plot","",71.05257704,-24.225714,NA,"","0.2178",NA,71,-24,"_71_-24","GreenIceLand","Point-framing (sum)",100,0,0,"Shrub-Dominated",100,0,0,1,1,1
"1312","JAMESONLAND:TYSKIT:CTL_9_4:2020","JAMESONLAND:TYSKIT:CTL_9_4","JAMESONLAND:TYSKIT","JAMESONLAND","TYSKIT","CTL_9_4",2020,"pf_all_plot","",71.05257704,-24.225714,NA,"","0.2178",NA,71,-24,"_71_-24","GreenIceLand","Point-framing (sum)",87.5,12.5,0,"Shrub-Dominated",87.5,0,12.5,3,3,3
"1313","JAMESONLAND:TYSKIT:CTL_9_5:2020","JAMESONLAND:TYSKIT:CTL_9_5","JAMESONLAND:TYSKIT","JAMESONLAND","TYSKIT","CTL_9_5",2020,"pf_all_plot","",71.05257704,-24.225714,NA,"","0.2178",NA,71,-24,"_71_-24","GreenIceLand","Point-framing (sum)",100,0,0,"Shrub-Dominated",100,0,0,2,2,2
"1314","JAMESONLAND:TYSKIT:CTL_9_6:2020","JAMESONLAND:TYSKIT:CTL_9_6","JAMESONLAND:TYSKIT","JAMESONLAND","TYSKIT","CTL_9_6",2020,"pf_all_plot","",71.05257704,-24.225714,NA,"","0.2178",NA,71,-24,"_71_-24","GreenIceLand","Point-framing (sum)",100,0,0,"Shrub-Dominated",100,0,0,2,2,2
"1315","JAMESONLAND:TYSKIT:CTL_9_7:2020","JAMESONLAND:TYSKIT:CTL_9_7","JAMESONLAND:TYSKIT","JAMESONLAND","TYSKIT","CTL_9_7",2020,"pf_all_plot","",71.05257704,-24.225714,NA,"","0.2178",NA,71,-24,"_71_-24","GreenIceLand","Point-framing (sum)",87.5,0,12.5,"Shrub-Dominated",87.5,12.5,0,3,3,3
"1316","JAMESONLAND:TYSKIT:CTL_9_8:2020","JAMESONLAND:TYSKIT:CTL_9_8","JAMESONLAND:TYSKIT","JAMESONLAND","TYSKIT","CTL_9_8",2020,"pf_all_plot","",71.05257704,-24.225714,NA,"","0.2178",NA,71,-24,"_71_-24","GreenIceLand","Point-framing (sum)",100,0,0,"Shrub-Dominated",100,0,0,1,1,1
"1317","JAMESONLAND:TYSKIT:CTL_9_9:2020","JAMESONLAND:TYSKIT:CTL_9_9","JAMESONLAND:TYSKIT","JAMESONLAND","TYSKIT","CTL_9_9",2020,"pf_all_plot","",71.05257704,-24.225714,NA,"","0.2178",NA,71,-24,"_71_-24","GreenIceLand","Point-framing (sum)",42.8571428571429,57.1428571428571,0,"Graminoid-Dominated",42.8571428571429,0,57.1428571428571,2,2,2
"1318","JAMESONLAND:TYSKIT:CTL_9_10:2020","JAMESONLAND:TYSKIT:CTL_9_10","JAMESONLAND:TYSKIT","JAMESONLAND","TYSKIT","CTL_9_10",2020,"pf_all_plot","",71.05257704,-24.225714,NA,"","0.2178",NA,71,-24,"_71_-24","GreenIceLand","Point-framing (sum)",23.5294117647059,76.4705882352941,0,"Graminoid-Dominated",23.5294117647059,0,76.4705882352941,3,3,3
"1319","JAMESONLAND:TYSKIT:CTL_9_11:2020","JAMESONLAND:TYSKIT:CTL_9_11","JAMESONLAND:TYSKIT","JAMESONLAND","TYSKIT","CTL_9_11",2020,"pf_all_plot","",71.05257704,-24.225714,NA,"","0.2178",NA,71,-24,"_71_-24","GreenIceLand","Point-framing (sum)",37.5,62.5,0,"Graminoid-Dominated",37.5,0,62.5,2,2,2
"1320","JAMESONLAND:TYSKIT:CTL_13_1:2021","JAMESONLAND:TYSKIT:CTL_13_1","JAMESONLAND:TYSKIT","JAMESONLAND","TYSKIT","CTL_13_1",2021,"pf_all_plot","",71.05257704,-24.225714,NA,"","0.1089",NA,71,-24,"_71_-24","GreenIceLand","Point-framing (sum)",100,0,0,"Shrub-Dominated",100,0,0,2,2,2
"1321","JAMESONLAND:TYSKIT:CTL_13_2:2021","JAMESONLAND:TYSKIT:CTL_13_2","JAMESONLAND:TYSKIT","JAMESONLAND","TYSKIT","CTL_13_2",2021,"pf_all_plot","",71.05257704,-24.225714,NA,"","0.1089",NA,71,-24,"_71_-24","GreenIceLand","Point-framing (sum)",100,0,0,"Shrub-Dominated",100,0,0,2,2,2
"1322","JAMESONLAND:TYSKIT:CTL_13_3:2021","JAMESONLAND:TYSKIT:CTL_13_3","JAMESONLAND:TYSKIT","JAMESONLAND","TYSKIT","CTL_13_3",2021,"pf_all_plot","",71.05257704,-24.225714,NA,"","0.1089",NA,71,-24,"_71_-24","GreenIceLand","Point-framing (sum)",100,0,0,"Shrub-Dominated",100,0,0,1,1,1
"1323","JAMESONLAND:TYSKIT:CTL_13_4:2021","JAMESONLAND:TYSKIT:CTL_13_4","JAMESONLAND:TYSKIT","JAMESONLAND","TYSKIT","CTL_13_4",2021,"pf_all_plot","",71.05257704,-24.225714,NA,"","0.1089",NA,71,-24,"_71_-24","GreenIceLand","Point-framing (sum)",100,0,0,"Shrub-Dominated",100,0,0,2,2,2
"1324","JAMESONLAND:TYSKIT:CTL_13_5:2021","JAMESONLAND:TYSKIT:CTL_13_5","JAMESONLAND:TYSKIT","JAMESONLAND","TYSKIT","CTL_13_5",2021,"pf_all_plot","",71.05257704,-24.225714,NA,"","0.1089",NA,71,-24,"_71_-24","GreenIceLand","Point-framing (sum)",100,0,0,"Shrub-Dominated",100,0,0,2,2,2
"1325","JAMESONLAND:TYSKIT:CTL_13_6:2021","JAMESONLAND:TYSKIT:CTL_13_6","JAMESONLAND:TYSKIT","JAMESONLAND","TYSKIT","CTL_13_6",2021,"pf_all_plot","",71.05257704,-24.225714,NA,"","0.1089",NA,71,-24,"_71_-24","GreenIceLand","Point-framing (sum)",100,0,0,"Shrub-Dominated",100,0,0,3,3,3
"1326","JAMESONLAND:TYSKIT:CTL_13_7:2021","JAMESONLAND:TYSKIT:CTL_13_7","JAMESONLAND:TYSKIT","JAMESONLAND","TYSKIT","CTL_13_7",2021,"pf_all_plot","",71.05257704,-24.225714,NA,"","0.1089",NA,71,-24,"_71_-24","GreenIceLand","Point-framing (sum)",100,0,0,"Shrub-Dominated",100,0,0,2,2,2
"1327","JAMESONLAND:TYSKIT:CTL_13_8:2021","JAMESONLAND:TYSKIT:CTL_13_8","JAMESONLAND:TYSKIT","JAMESONLAND","TYSKIT","CTL_13_8",2021,"pf_all_plot","",71.05257704,-24.225714,NA,"","0.1089",NA,71,-24,"_71_-24","GreenIceLand","Point-framing (sum)",100,0,0,"Shrub-Dominated",100,0,0,3,3,3
"1328","JAMESONLAND:TYSKIT:CTL_13_9:2021","JAMESONLAND:TYSKIT:CTL_13_9","JAMESONLAND:TYSKIT","JAMESONLAND","TYSKIT","CTL_13_9",2021,"pf_all_plot","",71.05257704,-24.225714,NA,"","0.1089",NA,71,-24,"_71_-24","GreenIceLand","Point-framing (sum)",100,0,0,"Shrub-Dominated",100,0,0,2,2,2
"1329","JAMESONLAND:TYSKIT:CTL_13_10:2021","JAMESONLAND:TYSKIT:CTL_13_10","JAMESONLAND:TYSKIT","JAMESONLAND","TYSKIT","CTL_13_10",2021,"pf_all_plot","",71.05257704,-24.225714,NA,"","0.1089",NA,71,-24,"_71_-24","GreenIceLand","Point-framing (sum)",100,0,0,"Shrub-Dominated",100,0,0,2,2,2
"1330","JAMESONLAND:TYSKIT:CTL_15_1:2021","JAMESONLAND:TYSKIT:CTL_15_1","JAMESONLAND:TYSKIT","JAMESONLAND","TYSKIT","CTL_15_1",2021,"pf_all_plot","",71.05257704,-24.225714,NA,"","0.2178",NA,71,-24,"_71_-24","GreenIceLand","Point-framing (sum)",100,0,0,"Shrub-Dominated",100,0,0,2,2,2
"1331","JAMESONLAND:TYSKIT:CTL_15_2:2021","JAMESONLAND:TYSKIT:CTL_15_2","JAMESONLAND:TYSKIT","JAMESONLAND","TYSKIT","CTL_15_2",2021,"pf_all_plot","",71.05257704,-24.225714,NA,"","0.2178",NA,71,-24,"_71_-24","GreenIceLand","Point-framing (sum)",100,0,0,"Shrub-Dominated",100,0,0,2,2,2
"1332","JAMESONLAND:TYSKIT:CTL_15_3:2021","JAMESONLAND:TYSKIT:CTL_15_3","JAMESONLAND:TYSKIT","JAMESONLAND","TYSKIT","CTL_15_3",2021,"pf_all_plot","",71.05257704,-24.225714,NA,"","0.2178",NA,71,-24,"_71_-24","GreenIceLand","Point-framing (sum)",94.7368421052632,5.26315789473684,0,"Shrub-Dominated",94.7368421052632,0,5.26315789473684,4,4,4
"1333","JAMESONLAND:TYSKIT:CTL_15_4:2021","JAMESONLAND:TYSKIT:CTL_15_4","JAMESONLAND:TYSKIT","JAMESONLAND","TYSKIT","CTL_15_4",2021,"pf_all_plot","",71.05257704,-24.225714,NA,"","0.2178",NA,71,-24,"_71_-24","GreenIceLand","Point-framing (sum)",100,0,0,"Shrub-Dominated",100,0,0,4,4,4
"1334","JAMESONLAND:TYSKIT:CTL_15_5:2021","JAMESONLAND:TYSKIT:CTL_15_5","JAMESONLAND:TYSKIT","JAMESONLAND","TYSKIT","CTL_15_5",2021,"pf_all_plot","",71.05257704,-24.225714,NA,"","0.2178",NA,71,-24,"_71_-24","GreenIceLand","Point-framing (sum)",100,0,0,"Shrub-Dominated",100,0,0,3,3,3
"1335","JAMESONLAND:TYSKIT:CTL_15_6:2021","JAMESONLAND:TYSKIT:CTL_15_6","JAMESONLAND:TYSKIT","JAMESONLAND","TYSKIT","CTL_15_6",2021,"pf_all_plot","",71.05257704,-24.225714,NA,"","0.2178",NA,71,-24,"_71_-24","GreenIceLand","Point-framing (sum)",100,0,0,"Shrub-Dominated",100,0,0,2,2,2
"1336","JAMESONLAND:TYSKIT:CTL_15_7:2021","JAMESONLAND:TYSKIT:CTL_15_7","JAMESONLAND:TYSKIT","JAMESONLAND","TYSKIT","CTL_15_7",2021,"pf_all_plot","",71.05257704,-24.225714,NA,"","0.2178",NA,71,-24,"_71_-24","GreenIceLand","Point-framing (sum)",100,0,0,"Shrub-Dominated",100,0,0,2,2,2
"1337","JAMESONLAND:TYSKIT:CTL_15_8:2021","JAMESONLAND:TYSKIT:CTL_15_8","JAMESONLAND:TYSKIT","JAMESONLAND","TYSKIT","CTL_15_8",2021,"pf_all_plot","",71.05257704,-24.225714,NA,"","0.2178",NA,71,-24,"_71_-24","GreenIceLand","Point-framing (sum)",100,0,0,"Shrub-Dominated",100,0,0,2,2,2
"1338","JAMESONLAND:TYSKIT:CTL_15_9:2021","JAMESONLAND:TYSKIT:CTL_15_9","JAMESONLAND:TYSKIT","JAMESONLAND","TYSKIT","CTL_15_9",2021,"pf_all_plot","",71.05257704,-24.225714,NA,"","0.2178",NA,71,-24,"_71_-24","GreenIceLand","Point-framing (sum)",100,0,0,"Shrub-Dominated",100,0,0,2,2,2
"1339","JAMESONLAND:TYSKIT:CTL_15_10:2021","JAMESONLAND:TYSKIT:CTL_15_10","JAMESONLAND:TYSKIT","JAMESONLAND","TYSKIT","CTL_15_10",2021,"pf_all_plot","",71.05257704,-24.225714,NA,"","0.2178",NA,71,-24,"_71_-24","GreenIceLand","Point-framing (sum)",100,0,0,"Shrub-Dominated",100,0,0,2,2,2
"1340","JAMESONLAND:TYSKIT:CTL_BBN_1:2021","JAMESONLAND:TYSKIT:CTL_BBN_1","JAMESONLAND:TYSKIT","JAMESONLAND","TYSKIT","CTL_BBN_1",2021,"pf_all_plot","",71.05257704,-24.225714,NA,"","0.1089",NA,71,-24,"_71_-24","GreenIceLand","Point-framing (sum)",100,0,0,"Shrub-Dominated",100,0,0,2,2,2
"1341","JAMESONLAND:TYSKIT:CTL_BBN_2:2021","JAMESONLAND:TYSKIT:CTL_BBN_2","JAMESONLAND:TYSKIT","JAMESONLAND","TYSKIT","CTL_BBN_2",2021,"pf_all_plot","",71.05257704,-24.225714,NA,"","0.1089",NA,71,-24,"_71_-24","GreenIceLand","Point-framing (sum)",100,0,0,"Shrub-Dominated",100,0,0,2,2,2
"1342","JAMESONLAND:TYSKIT:CTL_BBN_3:2021","JAMESONLAND:TYSKIT:CTL_BBN_3","JAMESONLAND:TYSKIT","JAMESONLAND","TYSKIT","CTL_BBN_3",2021,"pf_all_plot","",71.05257704,-24.225714,NA,"","0.1089",NA,71,-24,"_71_-24","GreenIceLand","Point-framing (sum)",100,0,0,"Shrub-Dominated",100,0,0,3,3,3
"1343","JAMESONLAND:TYSKIT:CTL_BBN_4:2021","JAMESONLAND:TYSKIT:CTL_BBN_4","JAMESONLAND:TYSKIT","JAMESONLAND","TYSKIT","CTL_BBN_4",2021,"pf_all_plot","",71.05257704,-24.225714,NA,"","0.1089",NA,71,-24,"_71_-24","GreenIceLand","Point-framing (sum)",100,0,0,"Shrub-Dominated",100,0,0,1,1,1
"1344","JAMESONLAND:TYSKIT:CTL_BBN_5:2021","JAMESONLAND:TYSKIT:CTL_BBN_5","JAMESONLAND:TYSKIT","JAMESONLAND","TYSKIT","CTL_BBN_5",2021,"pf_all_plot","",71.05257704,-24.225714,NA,"","0.1089",NA,71,-24,"_71_-24","GreenIceLand","Point-framing (sum)",100,0,0,"Shrub-Dominated",100,0,0,3,3,3
"1345","JAMESONLAND:TYSKIT:CTL_BBN_6:2021","JAMESONLAND:TYSKIT:CTL_BBN_6","JAMESONLAND:TYSKIT","JAMESONLAND","TYSKIT","CTL_BBN_6",2021,"pf_all_plot","",71.05257704,-24.225714,NA,"","0.1089",NA,71,-24,"_71_-24","GreenIceLand","Point-framing (sum)",100,0,0,"Shrub-Dominated",100,0,0,2,2,2
"1346","JAMESONLAND:TYSKIT:CTL_BBN_7:2021","JAMESONLAND:TYSKIT:CTL_BBN_7","JAMESONLAND:TYSKIT","JAMESONLAND","TYSKIT","CTL_BBN_7",2021,"pf_all_plot","",71.05257704,-24.225714,NA,"","0.1089",NA,71,-24,"_71_-24","GreenIceLand","Point-framing (sum)",100,0,0,"Shrub-Dominated",100,0,0,3,3,3
"1347","JAMESONLAND:TYSKIT:CTL_BBN_8:2021","JAMESONLAND:TYSKIT:CTL_BBN_8","JAMESONLAND:TYSKIT","JAMESONLAND","TYSKIT","CTL_BBN_8",2021,"pf_all_plot","",71.05257704,-24.225714,NA,"","0.1089",NA,71,-24,"_71_-24","GreenIceLand","Point-framing (sum)",100,0,0,"Shrub-Dominated",100,0,0,3,3,3
"1348","JAMESONLAND:TYSKIT:CTL_BBN_9:2021","JAMESONLAND:TYSKIT:CTL_BBN_9","JAMESONLAND:TYSKIT","JAMESONLAND","TYSKIT","CTL_BBN_9",2021,"pf_all_plot","",71.05257704,-24.225714,NA,"","0.1089",NA,71,-24,"_71_-24","GreenIceLand","Point-framing (sum)",100,0,0,"Shrub-Dominated",100,0,0,4,4,4
"1349","JAMESONLAND:TYSKIT:CTL_BBN_10:2021","JAMESONLAND:TYSKIT:CTL_BBN_10","JAMESONLAND:TYSKIT","JAMESONLAND","TYSKIT","CTL_BBN_10",2021,"pf_all_plot","",71.05257704,-24.225714,NA,"","0.1089",NA,71,-24,"_71_-24","GreenIceLand","Point-framing (sum)",100,0,0,"Shrub-Dominated",100,0,0,1,1,1
"1350","JAMESONLAND:TYSKIT:CTL_CASEMP_1:2021","JAMESONLAND:TYSKIT:CTL_CASEMP_1","JAMESONLAND:TYSKIT","JAMESONLAND","TYSKIT","CTL_CASEMP_1",2021,"pf_all_plot","",71.05257704,-24.225714,NA,"","0.1089",NA,71,-24,"_71_-24","GreenIceLand","Point-framing (sum)",100,0,0,"Shrub-Dominated",100,0,0,2,2,2
"1351","JAMESONLAND:TYSKIT:CTL_CASEMP_2:2021","JAMESONLAND:TYSKIT:CTL_CASEMP_2","JAMESONLAND:TYSKIT","JAMESONLAND","TYSKIT","CTL_CASEMP_2",2021,"pf_all_plot","",71.05257704,-24.225714,NA,"","0.1089",NA,71,-24,"_71_-24","GreenIceLand","Point-framing (sum)",100,0,0,"Shrub-Dominated",100,0,0,3,3,3
"1352","JAMESONLAND:TYSKIT:CTL_CASEMP_3:2021","JAMESONLAND:TYSKIT:CTL_CASEMP_3","JAMESONLAND:TYSKIT","JAMESONLAND","TYSKIT","CTL_CASEMP_3",2021,"pf_all_plot","",71.05257704,-24.225714,NA,"","0.1089",NA,71,-24,"_71_-24","GreenIceLand","Point-framing (sum)",100,0,0,"Shrub-Dominated",100,0,0,2,2,2
"1353","JAMESONLAND:TYSKIT:CTL_CASEMP_4:2021","JAMESONLAND:TYSKIT:CTL_CASEMP_4","JAMESONLAND:TYSKIT","JAMESONLAND","TYSKIT","CTL_CASEMP_4",2021,"pf_all_plot","",71.05257704,-24.225714,NA,"","0.1089",NA,71,-24,"_71_-24","GreenIceLand","Point-framing (sum)",100,0,0,"Shrub-Dominated",100,0,0,3,3,3
"1354","JAMESONLAND:TYSKIT:CTL_CASEMP_5:2021","JAMESONLAND:TYSKIT:CTL_CASEMP_5","JAMESONLAND:TYSKIT","JAMESONLAND","TYSKIT","CTL_CASEMP_5",2021,"pf_all_plot","",71.05257704,-24.225714,NA,"","0.1089",NA,71,-24,"_71_-24","GreenIceLand","Point-framing (sum)",100,0,0,"Shrub-Dominated",100,0,0,2,2,2
"1355","JAMESONLAND:TYSKIT:CTL_CASEMP_6:2021","JAMESONLAND:TYSKIT:CTL_CASEMP_6","JAMESONLAND:TYSKIT","JAMESONLAND","TYSKIT","CTL_CASEMP_6",2021,"pf_all_plot","",71.05257704,-24.225714,NA,"","0.1089",NA,71,-24,"_71_-24","GreenIceLand","Point-framing (sum)",100,0,0,"Shrub-Dominated",100,0,0,1,1,1
"1356","JAMESONLAND:TYSKIT:CTL_CASEMP_7:2021","JAMESONLAND:TYSKIT:CTL_CASEMP_7","JAMESONLAND:TYSKIT","JAMESONLAND","TYSKIT","CTL_CASEMP_7",2021,"pf_all_plot","",71.05257704,-24.225714,NA,"","0.1089",NA,71,-24,"_71_-24","GreenIceLand","Point-framing (sum)",100,0,0,"Shrub-Dominated",100,0,0,2,2,2
"1357","JAMESONLAND:TYSKIT:CTL_CASEMP_8:2021","JAMESONLAND:TYSKIT:CTL_CASEMP_8","JAMESONLAND:TYSKIT","JAMESONLAND","TYSKIT","CTL_CASEMP_8",2021,"pf_all_plot","",71.05257704,-24.225714,NA,"","0.1089",NA,71,-24,"_71_-24","GreenIceLand","Point-framing (sum)",100,0,0,"Shrub-Dominated",100,0,0,2,2,2
"1358","JAMESONLAND:TYSKIT:CTL_CASEMP_9:2021","JAMESONLAND:TYSKIT:CTL_CASEMP_9","JAMESONLAND:TYSKIT","JAMESONLAND","TYSKIT","CTL_CASEMP_9",2021,"pf_all_plot","",71.05257704,-24.225714,NA,"","0.1089",NA,71,-24,"_71_-24","GreenIceLand","Point-framing (sum)",100,0,0,"Shrub-Dominated",100,0,0,2,2,2
"1359","JAMESONLAND:TYSKIT:CTL_CASEMP_10:2021","JAMESONLAND:TYSKIT:CTL_CASEMP_10","JAMESONLAND:TYSKIT","JAMESONLAND","TYSKIT","CTL_CASEMP_10",2021,"pf_all_plot","",71.05257704,-24.225714,NA,"","0.1089",NA,71,-24,"_71_-24","GreenIceLand","Point-framing (sum)",100,0,0,"Shrub-Dominated",100,0,0,2,2,2
"1360","LATNJA:POOR_HEATH:Clip 3 B:2013","LATNJA:POOR_HEATH:Clip 3 B","LATNJA:POOR_HEATH","LATNJA","POOR_HEATH","Clip 3 B",2013,"pf_topbot_plot","DRY",68.35,18.49,1000,"LOW","1","Arctic-Alpine",68,18,"_68_18","Eurasia","Point-framing (sum)",78.1818181818182,20,1.81818181818182,"Shrub-Dominated",70.800608559522,1.91889180429079,27.2804996361872,8,7,8
"1361","LATNJA:POOR_HEATH:Clip 3 C1:2001","LATNJA:POOR_HEATH:Clip 3 C1","LATNJA:POOR_HEATH","LATNJA","POOR_HEATH","Clip 3 C1",2001,"pf_topbot_plot","DRY",68.35,18.49,1000,"LOW","1","Arctic-Alpine",68,18,"_68_18","Eurasia","Point-framing (sum)",80.7692307692308,19.2307692307692,0,"Shrub-Dominated",80.8913308913309,0,19.1086691086691,8,8,8
"1362","LATNJA:POOR_HEATH:Clip 3 C2:2013","LATNJA:POOR_HEATH:Clip 3 C2","LATNJA:POOR_HEATH","LATNJA","POOR_HEATH","Clip 3 C2",2013,"pf_topbot_plot","DRY",68.35,18.49,1000,"LOW","1","Arctic-Alpine",68,18,"_68_18","Eurasia","Point-framing (sum)",80.9523809523809,19.047619047619,0,"Shrub-Dominated",86.3540372670807,0,13.6459627329193,6,6,6
"1363","LATNJA:POOR_HEATH:Clip 3 C3:2001","LATNJA:POOR_HEATH:Clip 3 C3","LATNJA:POOR_HEATH","LATNJA","POOR_HEATH","Clip 3 C3",2001,"pf_topbot_plot","DRY",68.35,18.49,1000,"LOW","1","Arctic-Alpine",68,18,"_68_18","Eurasia","Point-framing (sum)",96.7213114754098,3.27868852459016,0,"Shrub-Dominated",96.8237704918033,0,3.17622950819672,4,4,4
"1364","LATNJA:POOR_HEATH:Clip 4 B:2013","LATNJA:POOR_HEATH:Clip 4 B","LATNJA:POOR_HEATH","LATNJA","POOR_HEATH","Clip 4 B",2013,"pf_topbot_plot","DRY",68.35,18.49,1000,"LOW","1","Arctic-Alpine",68,18,"_68_18","Eurasia","Point-framing (sum)",98.0769230769231,1.92307692307692,0,"Shrub-Dominated",95.6325700443348,1.12373737373737,3.24369258192788,6,8,6
"1365","LATNJA:POOR_HEATH:Clip 4 C1:2001","LATNJA:POOR_HEATH:Clip 4 C1","LATNJA:POOR_HEATH","LATNJA","POOR_HEATH","Clip 4 C1",2001,"pf_topbot_plot","DRY",68.35,18.49,1000,"LOW","1","Arctic-Alpine",68,18,"_68_18","Eurasia","Point-framing (sum)",79.4871794871795,19.2307692307692,1.28205128205128,"Shrub-Dominated",79.4197031039136,5.53101868891343,15.0492782071729,8,7,8
"1366","LATNJA:POOR_HEATH:Clip 4 C2:2001","LATNJA:POOR_HEATH:Clip 4 C2","LATNJA:POOR_HEATH","LATNJA","POOR_HEATH","Clip 4 C2",2001,"pf_topbot_plot","DRY",68.35,18.49,1000,"LOW","1","Arctic-Alpine",68,18,"_68_18","Eurasia","Point-framing (sum)",95,5,0,"Shrub-Dominated",85.6011482607227,0,14.3988517392773,5,5,5
"1367","LATNJA:POOR_HEATH:Clip 4 C3:2013","LATNJA:POOR_HEATH:Clip 4 C3","LATNJA:POOR_HEATH","LATNJA","POOR_HEATH","Clip 4 C3",2013,"pf_topbot_plot","DRY",68.35,18.49,1000,"LOW","1","Arctic-Alpine",68,18,"_68_18","Eurasia","Point-framing (sum)",93.6170212765958,6.38297872340426,0,"Shrub-Dominated",81.9459219858156,2.35185185185185,15.7022261623325,5,6,5
"1368","LATNJA:RICH_MEADOW:Clip 1 B:2013","LATNJA:RICH_MEADOW:Clip 1 B","LATNJA:RICH_MEADOW","LATNJA","RICH_MEADOW","Clip 1 B",2013,"pf_topbot_plot","MOIST",68.35,18.65,1000,"LOW","1","Arctic-Alpine",68,18.5,"_68_18.5","Eurasia","Point-framing (sum)",61.7283950617284,29.6296296296296,8.64197530864197,"Shrub-Dominated",53.6812276852927,22.5002150815159,23.8185572331914,13,13,13
"1369","LATNJA:RICH_MEADOW:Clip 1 C1:2001","LATNJA:RICH_MEADOW:Clip 1 C1","LATNJA:RICH_MEADOW","LATNJA","RICH_MEADOW","Clip 1 C1",2001,"pf_topbot_plot","MOIST",68.35,18.65,1000,"LOW","1","Arctic-Alpine",68,18.5,"_68_18.5","Eurasia","Point-framing (sum)",77.3809523809524,4.76190476190476,17.8571428571429,"Shrub-Dominated",70.4090354090354,17.2344322344322,12.3565323565324,13,12,13
"1370","LATNJA:RICH_MEADOW:Clip 1 C2:2001","LATNJA:RICH_MEADOW:Clip 1 C2","LATNJA:RICH_MEADOW","LATNJA","RICH_MEADOW","Clip 1 C2",2001,"pf_topbot_plot","MOIST",68.35,18.65,1000,"LOW","1","Arctic-Alpine",68,18.5,"_68_18.5","Eurasia","Point-framing (sum)",66.3157894736842,16.8421052631579,16.8421052631579,"Shrub-Dominated",58.9941520467836,21.7213147812059,19.2845331720105,10,11,10
"1371","LATNJA:RICH_MEADOW:Clip 1 C3:2013","LATNJA:RICH_MEADOW:Clip 1 C3","LATNJA:RICH_MEADOW","LATNJA","RICH_MEADOW","Clip 1 C3",2013,"pf_topbot_plot","MOIST",68.35,18.65,1000,"LOW","1","Arctic-Alpine",68,18.5,"_68_18.5","Eurasia","Point-framing (sum)",60.5263157894737,31.578947368421,7.89473684210526,"Shrub-Dominated",71.8842963386728,10.3908037757437,17.7248998855835,11,12,11
"1372","LATNJA:RICH_MEADOW:Clip 2 B:2013","LATNJA:RICH_MEADOW:Clip 2 B","LATNJA:RICH_MEADOW","LATNJA","RICH_MEADOW","Clip 2 B",2013,"pf_topbot_plot","MOIST",68.35,18.65,1000,"LOW","1","Arctic-Alpine",68,18.5,"_68_18.5","Eurasia","Point-framing (sum)",87.6712328767123,9.58904109589041,2.73972602739726,"Shrub-Dominated",62.9934805143626,19.9543823210156,17.0521371646219,13,14,13
"1373","LATNJA:RICH_MEADOW:Clip 2 C1:2001","LATNJA:RICH_MEADOW:Clip 2 C1","LATNJA:RICH_MEADOW","LATNJA","RICH_MEADOW","Clip 2 C1",2001,"pf_topbot_plot","MOIST",68.35,18.65,1000,"LOW","1","Arctic-Alpine",68,18.5,"_68_18.5","Eurasia","Point-framing (sum)",53.4090909090909,22.7272727272727,23.8636363636364,"Shrub-Dominated",44.1962191575195,31.0195609344216,24.7842199080589,16,16,16
"1374","LATNJA:RICH_MEADOW:Clip 2 C2:2013","LATNJA:RICH_MEADOW:Clip 2 C2","LATNJA:RICH_MEADOW","LATNJA","RICH_MEADOW","Clip 2 C2",2013,"pf_topbot_plot","MOIST",68.35,18.65,1000,"LOW","1","Arctic-Alpine",68,18.5,"_68_18.5","Eurasia","Point-framing (sum)",42.3529411764706,27.0588235294118,30.5882352941176,"None",36.8307772281489,38.9054550110036,24.2637677608474,18,19,18
"1375","LATNJA:RICH_MEADOW:Clip 2 C3:2001","LATNJA:RICH_MEADOW:Clip 2 C3","LATNJA:RICH_MEADOW","LATNJA","RICH_MEADOW","Clip 2 C3",2001,"pf_topbot_plot","MOIST",68.35,18.65,1000,"LOW","1","Arctic-Alpine",68,18.5,"_68_18.5","Eurasia","Point-framing (sum)",78.2608695652174,3.26086956521739,18.4782608695652,"Shrub-Dominated",71.222703128074,21.6948652370647,7.0824316348613,12,12,12
