"","SiteSubsitePlotYear","SiteSubsitePlot","SiteSubsite","SITE","SUBSITE","PLOT","YEAR","STATUS","TISSUE","ValueType","ORIGINAL_NAME","GENUS","GFNARROWwalker","SPECIES_NAME","TREATMENT","RelCover","MOISTURE","LAT","LONG","ELEV","AZONE","SurveyedArea","AlpArc","lat_grid","lon_grid","gridcell","Region","Method","FuncGroup","PlotYearFuncCover","PlotYearDominatingFG","ShrubCover","GraminoidCover","ForbCover","DominatingFG","PlotShrubMean","PlotForbMean","PlotGraminoidMean","AnnualRichness","MeanRichness","Richness","Duration"
"3890","ATQASUK:AG:AGCJ02:2015","ATQASUK:AG:AGCJ02","ATQASUK:AG","ATQASUK","AG","AGCJ02",2015,"LIVE",NA,"pf_all_XY","Ledum palustre","Ledum","SEVER","Ledum palustre","CTL",21.4953271028037,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Shrub",44.8598130841121,"None",44.8598130841121,49.5327102803738,5.60747663551402,"None",42.0334576268174,5.12255643735172,52.8439859358309,8,7,8,9
"3891","ATQASUK:AG:AGCJ03:2015","ATQASUK:AG:AGCJ03","ATQASUK:AG","ATQASUK","AG","AGCJ03",2015,"LIVE",NA,"pf_all_XY","Carex aquatilis","Carex","SEDGE","Carex aquatilis","CTL",20.6185567010309,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",48.4536082474227,"None",37.1134020618557,48.4536082474227,14.4329896907216,"None",40.8058316351952,14.7161200603097,44.4780483044951,8,8,8,9
"3892","ATQASUK:AG:AGCJ04:2015","ATQASUK:AG:AGCJ04","ATQASUK:AG","ATQASUK","AG","AGCJ04",2015,"LIVE",NA,"pf_all_XY","Betula nana","Betula","SDECI","Betula nana","CTL",30.2083333333333,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Shrub",61.4583333333333,"Shrub-Dominated",61.4583333333333,38.5416666666667,0,"Shrub-Dominated",56.4918757986646,0,43.5081242013354,7,7,7,9
"3893","ATQASUK:AG:AGCJ05:2015","ATQASUK:AG:AGCJ05","ATQASUK:AG","ATQASUK","AG","AGCJ05",2015,"LIVE",NA,"pf_all_XY","Carex aquatilis","Carex","SEDGE","Carex aquatilis","CTL",35.5140186915888,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",40.1869158878505,"None",55.1401869158879,40.1869158878505,4.67289719626168,"Shrub-Dominated",53.5543168870921,4.26569518129633,42.1799879316115,8,5,8,9
"3894","ATQASUK:AG:AGCB08:2016","ATQASUK:AG:AGCB08","ATQASUK:AG","ATQASUK","AG","AGCB08",2016,"LIVE",NA,"pf_all_XY","Betula nana","Betula","SDECI","Betula nana","CTL",18.1818181818182,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Shrub",69.3181818181818,"Shrub-Dominated",69.3181818181818,23.8636363636364,6.81818181818182,"Shrub-Dominated",74.8753273959822,5.964300387495,19.1603722165228,8,8,8,9
"3895","ATQASUK:AG:AGCA03:2016","ATQASUK:AG:AGCA03","ATQASUK:AG","ATQASUK","AG","AGCA03",2016,"LIVE",NA,"pf_all_XY","Ledum palustre","Ledum","SEVER","Ledum palustre","CTL",17.6470588235294,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Shrub",44.7058823529412,"None",44.7058823529412,55.2941176470588,0,"Graminoid-Dominated",50.173335791997,0,49.826664208003,6,6,6,9
"3896","ATQASUK:AG:AGCJ04:2016","ATQASUK:AG:AGCJ04","ATQASUK:AG","ATQASUK","AG","AGCJ04",2016,"LIVE",NA,"pf_all_XY","Ledum palustre","Ledum","SEVER","Ledum palustre","CTL",7.95454545454545,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Shrub",57.9545454545455,"Shrub-Dominated",57.9545454545455,42.0454545454545,0,"Shrub-Dominated",56.4918757986646,0,43.5081242013354,7,7,7,9
"3897","ATQASUK:AG:AGCA02:2016","ATQASUK:AG:AGCA02","ATQASUK:AG","ATQASUK","AG","AGCA02",2016,"LIVE",NA,"pf_all_XY","Betula nana","Betula","SDECI","Betula nana","CTL",19.3181818181818,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Shrub",45.4545454545455,"None",45.4545454545455,53.4090909090909,1.13636363636364,"Graminoid-Dominated",58.2611832611833,0.482503607503608,41.2563131313131,8,7,8,9
"3898","ATQASUK:AG:AGCA04:2016","ATQASUK:AG:AGCA04","ATQASUK:AG","ATQASUK","AG","AGCA04",2016,"LIVE",NA,"pf_all_XY","Eriophorum vaginatum","Eriophorum","SEDGE","Eriophorum vaginatum","CTL",18.1818181818182,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",61.3636363636364,"Graminoid-Dominated",37.5,61.3636363636364,1.13636363636364,"Graminoid-Dominated",51.5003225699729,0.284090909090909,48.2155865209362,5,4,5,9
"3899","ATQASUK:AG:AGCA05:2016","ATQASUK:AG:AGCA05","ATQASUK:AG","ATQASUK","AG","AGCA05",2016,"LIVE",NA,"pf_all_XY","Ledum palustre","Ledum","SEVER","Ledum palustre","CTL",28.8461538461538,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Shrub",48.0769230769231,"None",48.0769230769231,51.9230769230769,0,"Graminoid-Dominated",57.3034089566348,0,42.6965910433652,5,5,5,9
"3900","ATQASUK:AG:AGCA06:2016","ATQASUK:AG:AGCA06","ATQASUK:AG","ATQASUK","AG","AGCA06",2016,"LIVE",NA,"pf_all_XY","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",8.41121495327103,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",42.0560747663551,"None",57.9439252336449,42.0560747663551,0,"Shrub-Dominated",55.7840692526823,0.905033473840813,43.3108972734769,6,6,6,9
"3901","ATQASUK:AG:AGCA07:2016","ATQASUK:AG:AGCA07","ATQASUK:AG","ATQASUK","AG","AGCA07",2016,"LIVE",NA,"pf_all_XY","Vaccinium vitis-idaea","Vaccinium","SEVER","Vaccinium vitis-idaea","CTL",26.3157894736842,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Shrub",64.2105263157895,"Shrub-Dominated",64.2105263157895,31.5789473684211,4.21052631578947,"Shrub-Dominated",67.9921372559946,4.39436183097662,27.6135009130288,8,8,8,9
"3902","ATQASUK:AG:AGCA09:2016","ATQASUK:AG:AGCA09","ATQASUK:AG","ATQASUK","AG","AGCA09",2016,"LIVE",NA,"pf_all_XY","Betula nana","Betula","SDECI","Betula nana","CTL",34.7368421052632,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Shrub",73.6842105263158,"Shrub-Dominated",73.6842105263158,26.3157894736842,0,"Shrub-Dominated",80.8557771791353,0,19.1442228208646,7,7,7,9
"3903","ATQASUK:AG:AGCA10:2016","ATQASUK:AG:AGCA10","ATQASUK:AG","ATQASUK","AG","AGCA10",2016,"LIVE",NA,"pf_all_XY","Ledum palustre","Ledum","SEVER","Ledum palustre","CTL",18.9473684210526,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Shrub",48.421052631579,"None",48.421052631579,51.5789473684211,0,"Graminoid-Dominated",49.1396259810109,0,50.8603740189891,5,6,5,9
"3904","ATQASUK:AG:AGCB11:2016","ATQASUK:AG:AGCB11","ATQASUK:AG","ATQASUK","AG","AGCB11",2016,"LIVE",NA,"pf_all_XY","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",5.49450549450549,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",71.4285714285714,"Graminoid-Dominated",27.4725274725275,71.4285714285714,1.0989010989011,"Graminoid-Dominated",33.0107329057711,0.465564969381763,66.5237021248472,7,6,7,9
"3905","ATQASUK:AG:AGCB10:2016","ATQASUK:AG:AGCB10","ATQASUK:AG","ATQASUK","AG","AGCB10",2016,"LIVE",NA,"pf_all_XY","Cassiope tetragona","Cassiope","SEVER","Cassiope tetragona","CTL",10.4347826086957,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Shrub",73.0434782608696,"Shrub-Dominated",73.0434782608696,23.4782608695652,3.47826086956522,"Shrub-Dominated",79.9205214819504,5.55759843318018,14.5218800848694,11,11,11,9
"3906","ATQASUK:AG:AGCB09:2016","ATQASUK:AG:AGCB09","ATQASUK:AG","ATQASUK","AG","AGCB09",2016,"LIVE",NA,"pf_all_XY","Vaccinium vitis-idaea","Vaccinium","SEVER","Vaccinium vitis-idaea","CTL",15.3846153846154,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Shrub",42.3076923076923,"None",42.3076923076923,55.1282051282051,2.56410256410256,"Graminoid-Dominated",42.1494784584402,2.83989563431273,55.0106259072471,7,7,7,9
"3907","ATQASUK:AG:AGCB07:2016","ATQASUK:AG:AGCB07","ATQASUK:AG","ATQASUK","AG","AGCB07",2016,"LIVE",NA,"pf_all_XY","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",35.8490566037736,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",53.7735849056604,"Graminoid-Dominated",46.2264150943396,53.7735849056604,0,"Graminoid-Dominated",53.9534484337791,0,46.0465515662209,6,6,6,9
"3908","ATQASUK:AG:AGCB06:2016","ATQASUK:AG:AGCB06","ATQASUK:AG","ATQASUK","AG","AGCB06",2016,"LIVE",NA,"pf_all_XY","Carex aquatilis","Carex","SEDGE","Carex aquatilis","CTL",88.5714285714286,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",100,"Graminoid-Dominated",0,100,0,"Graminoid-Dominated",0,0,100,4,3,4,6
"3909","ATQASUK:AG:AGCB04:2016","ATQASUK:AG:AGCB04","ATQASUK:AG","ATQASUK","AG","AGCB04",2016,"LIVE",NA,"pf_all_XY","Eriophorum vaginatum","Eriophorum","SEDGE","Eriophorum vaginatum","CTL",54.5454545454545,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",69.6969696969697,"Graminoid-Dominated",29.2929292929293,69.6969696969697,1.01010101010101,"Graminoid-Dominated",33.3332134827151,0.820707070707071,65.8460794465778,5,5,5,9
"3910","ATQASUK:AG:AGCB03:2016","ATQASUK:AG:AGCB03","ATQASUK:AG","ATQASUK","AG","AGCB03",2016,"LIVE",NA,"pf_all_XY","Vaccinium vitis-idaea","Vaccinium","SEVER","Vaccinium vitis-idaea","CTL",17.4418604651163,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Shrub",50,"None",50,45.3488372093023,4.65116279069767,"None",52.8741360978203,5.31948926226772,41.806374639912,9,9,9,9
"3911","ATQASUK:AG:AGCB02:2016","ATQASUK:AG:AGCB02","ATQASUK:AG","ATQASUK","AG","AGCB02",2016,"LIVE",NA,"pf_all_XY","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",35.9550561797753,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",57.3033707865169,"Graminoid-Dominated",42.6966292134831,57.3033707865169,0,"Graminoid-Dominated",55.09686042262,0,44.90313957738,6,6,6,9
"3912","ATQASUK:AG:AGCC03:2016","ATQASUK:AG:AGCC03","ATQASUK:AG","ATQASUK","AG","AGCC03",2016,"LIVE",NA,"pf_all_XY","Ledum palustre","Ledum","SEVER","Ledum palustre","CTL",15.2542372881356,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Shrub",64.4067796610169,"Shrub-Dominated",64.4067796610169,35.5932203389831,0,"Shrub-Dominated",66.0743575724439,0,33.925642427556,10,9,10,3
"3913","ATQASUK:AG:AGCC05:2016","ATQASUK:AG:AGCC05","ATQASUK:AG","ATQASUK","AG","AGCC05",2016,"LIVE",NA,"pf_all_XY","Ledum palustre","Ledum","SEVER","Ledum palustre","CTL",25,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Shrub",47.9166666666667,"None",47.9166666666667,52.0833333333333,0,"Graminoid-Dominated",52.2741247312563,0,47.7258752687437,7,7,7,9
"3914","ATQASUK:AG:AGCC06:2016","ATQASUK:AG:AGCC06","ATQASUK:AG","ATQASUK","AG","AGCC06",2016,"LIVE",NA,"pf_all_XY","Carex aquatilis","Carex","SEDGE","Carex aquatilis","CTL",69.5652173913043,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",69.5652173913043,"Graminoid-Dominated",28.9855072463768,69.5652173913043,1.44927536231884,"Graminoid-Dominated",46.6356107660455,2.51035196687371,50.8540372670807,8,8,8,6
"3915","ATQASUK:AG:AGCC08:2016","ATQASUK:AG:AGCC08","ATQASUK:AG","ATQASUK","AG","AGCC08",2016,"LIVE",NA,"pf_all_XY","Eriophorum vaginatum","Eriophorum","SEDGE","Eriophorum vaginatum","CTL",38.4,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",42.4,"None",56.8,42.4,0.8,"Shrub-Dominated",59.4725225225225,0.368918918918919,40.1585585585586,8,8,8,9
"3916","ATQASUK:AG:AGCC09:2016","ATQASUK:AG:AGCC09","ATQASUK:AG","ATQASUK","AG","AGCC09",2016,"LIVE",NA,"pf_all_XY","Eriophorum vaginatum","Eriophorum","SEDGE","Eriophorum vaginatum","CTL",37.1134020618557,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",70.1030927835052,"Graminoid-Dominated",29.8969072164948,70.1030927835052,0,"Graminoid-Dominated",40.8629925099626,0,59.1370074900374,7,6,7,9
"3917","ATQASUK:AG:AGCC10:2016","ATQASUK:AG:AGCC10","ATQASUK:AG","ATQASUK","AG","AGCC10",2016,"LIVE",NA,"pf_all_XY","Ledum palustre","Ledum","SEVER","Ledum palustre","CTL",12.2950819672131,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Shrub",40.983606557377,"None",40.983606557377,56.5573770491803,2.45901639344262,"Graminoid-Dominated",50.6886470163002,2.09501725625539,47.2163357274444,5,4,5,9
"3918","ATQASUK:AG:AGCC11:2016","ATQASUK:AG:AGCC11","ATQASUK:AG","ATQASUK","AG","AGCC11",2016,"LIVE",NA,"pf_all_XY","Eriophorum vaginatum","Eriophorum","SEDGE","Eriophorum vaginatum","CTL",50.7936507936508,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",51.5873015873016,"Graminoid-Dominated",48.4126984126984,51.5873015873016,0,"Graminoid-Dominated",47.7226340051525,2.08323263180621,50.1941333630412,6,6,6,9
"3919","ATQASUK:AG:AGCD11:2016","ATQASUK:AG:AGCD11","ATQASUK:AG","ATQASUK","AG","AGCD11",2016,"LIVE",NA,"pf_all_XY","Carex aquatilis","Carex","SEDGE","Carex aquatilis","CTL",23.9130434782609,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",52.1739130434783,"Graminoid-Dominated",47.8260869565217,52.1739130434783,0,"Graminoid-Dominated",48.1583586852235,0.301204819277108,51.5404364954994,6,6,6,9
"3920","ATQASUK:AG:AGCD10:2016","ATQASUK:AG:AGCD10","ATQASUK:AG","ATQASUK","AG","AGCD10",2016,"LIVE",NA,"pf_all_XY","Betula nana","Betula","SDECI","Betula nana","CTL",54.1666666666667,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Shrub",90.8333333333333,"Shrub-Dominated",90.8333333333333,7.5,1.66666666666667,"Shrub-Dominated",91.9528824473799,1.86187449091617,6.18524306170391,7,8,7,9
"3921","ATQASUK:AG:AGCD08:2016","ATQASUK:AG:AGCD08","ATQASUK:AG","ATQASUK","AG","AGCD08",2016,"LIVE",NA,"pf_all_XY","Ledum palustre","Ledum","SEVER","Ledum palustre","CTL",11.965811965812,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Shrub",43.5897435897436,"None",43.5897435897436,56.4102564102564,0,"Graminoid-Dominated",54.7498753942321,0,45.2501246057679,7,7,7,9
"3922","ATQASUK:AG:AGCD07:2016","ATQASUK:AG:AGCD07","ATQASUK:AG","ATQASUK","AG","AGCD07",2016,"LIVE",NA,"pf_all_XY","Cassiope tetragona","Cassiope","SEVER","Cassiope tetragona","CTL",17.6056338028169,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Shrub",64.0845070422535,"Shrub-Dominated",64.0845070422535,35.9154929577465,0,"Shrub-Dominated",66.4034018928385,0.148809523809524,33.447788583352,7,7,7,9
"3923","ATQASUK:AG:AGCD06:2016","ATQASUK:AG:AGCD06","ATQASUK:AG","ATQASUK","AG","AGCD06",2016,"LIVE",NA,"pf_all_XY","Eriophorum vaginatum","Eriophorum","SEDGE","Eriophorum vaginatum","CTL",43.75,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",45.5357142857143,"None",42.8571428571429,45.5357142857143,11.6071428571429,"None",51.6753191841095,12.115445141026,36.2092356748646,9,9,9,9
"3924","ATQASUK:AG:AGCD05:2016","ATQASUK:AG:AGCD05","ATQASUK:AG","ATQASUK","AG","AGCD05",2016,"LIVE",NA,"pf_all_XY","Betula nana","Betula","SDECI","Betula nana","CTL",34.375,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Shrub",88.5416666666667,"Shrub-Dominated",88.5416666666667,6.25,5.20833333333333,"Shrub-Dominated",86.5235285547786,7.95709498834499,5.51937645687646,10,10,10,9
"3925","ATQASUK:AG:AGCD04:2016","ATQASUK:AG:AGCD04","ATQASUK:AG","ATQASUK","AG","AGCD04",2016,"LIVE",NA,"pf_all_XY","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",16.4556962025316,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",62.0253164556962,"Graminoid-Dominated",37.9746835443038,62.0253164556962,0,"Graminoid-Dominated",40.0548669364024,0,59.9451330635976,5,4,5,9
"3926","ATQASUK:AG:AGCD03:2016","ATQASUK:AG:AGCD03","ATQASUK:AG","ATQASUK","AG","AGCD03",2016,"LIVE",NA,"pf_all_XY","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",25.4901960784314,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",52.9411764705882,"Graminoid-Dominated",47.0588235294118,52.9411764705882,0,"Graminoid-Dominated",55.6141858946906,0,44.3858141053094,5,5,5,9
"3927","ATQASUK:AG:AGCD02:2016","ATQASUK:AG:AGCD02","ATQASUK:AG","ATQASUK","AG","AGCD02",2016,"LIVE",NA,"pf_all_XY","Eriophorum vaginatum","Eriophorum","SEDGE","Eriophorum vaginatum","CTL",79.6116504854369,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",81.5533980582524,"Graminoid-Dominated",18.4466019417476,81.5533980582524,0,"Graminoid-Dominated",35.861982997097,0,64.138017002903,5,5,5,9
"3928","ATQASUK:AG:AGCE02:2016","ATQASUK:AG:AGCE02","ATQASUK:AG","ATQASUK","AG","AGCE02",2016,"LIVE",NA,"pf_all_XY","Betula nana","Betula","SDECI","Betula nana","CTL",53.3333333333333,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Shrub",67.5,"Shrub-Dominated",67.5,32.5,0,"Shrub-Dominated",65.8192874575648,0.0874890638670166,34.0932234785682,6,7,6,9
"3929","ATQASUK:AG:AGCE03:2016","ATQASUK:AG:AGCE03","ATQASUK:AG","ATQASUK","AG","AGCE03",2016,"LIVE",NA,"pf_all_XY","Eriophorum vaginatum","Eriophorum","SEDGE","Eriophorum vaginatum","CTL",67.3913043478261,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",80.4347826086957,"Graminoid-Dominated",19.5652173913043,80.4347826086957,0,"Graminoid-Dominated",28.0560129789239,0,71.9439870210761,5,5,5,9
"3930","ATQASUK:AG:AGCE04:2016","ATQASUK:AG:AGCE04","ATQASUK:AG","ATQASUK","AG","AGCE04",2016,"LIVE",NA,"pf_all_XY","Eriophorum vaginatum","Eriophorum","SEDGE","Eriophorum vaginatum","CTL",15.1515151515152,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",24.2424242424242,"None",75.7575757575758,24.2424242424242,0,"Shrub-Dominated",75.2277365775152,0,24.7722634224848,6,6,6,9
"3931","ATQASUK:AG:AGCE06:2016","ATQASUK:AG:AGCE06","ATQASUK:AG","ATQASUK","AG","AGCE06",2016,"LIVE",NA,"pf_all_XY","Eriophorum vaginatum","Eriophorum","SEDGE","Eriophorum vaginatum","CTL",38.0952380952381,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",38.0952380952381,"None",51.5873015873016,38.0952380952381,10.3174603174603,"Shrub-Dominated",56.0916174604627,6.89693671568561,37.0114458238517,7,6,7,9
"3932","ATQASUK:AG:AGCE07:2016","ATQASUK:AG:AGCE07","ATQASUK:AG","ATQASUK","AG","AGCE07",2016,"LIVE",NA,"pf_all_XY","Eriophorum vaginatum","Eriophorum","SEDGE","Eriophorum vaginatum","CTL",27.6190476190476,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",28.5714285714286,"None",57.1428571428571,28.5714285714286,14.2857142857143,"Shrub-Dominated",65.3445148551224,12.6292648206824,22.0262203241953,7,8,7,9
"3933","ATQASUK:AG:AGCE09:2016","ATQASUK:AG:AGCE09","ATQASUK:AG","ATQASUK","AG","AGCE09",2016,"LIVE",NA,"pf_all_XY","Vaccinium vitis-idaea","Vaccinium","SEVER","Vaccinium vitis-idaea","CTL",43.010752688172,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Shrub",73.1182795698925,"Shrub-Dominated",73.1182795698925,25.8064516129032,1.0752688172043,"Shrub-Dominated",69.3843579615469,3.26724734558836,27.3483946928647,7,8,7,9
"3934","ATQASUK:AG:AGCE11:2016","ATQASUK:AG:AGCE11","ATQASUK:AG","ATQASUK","AG","AGCE11",2016,"LIVE",NA,"pf_all_XY","Cassiope tetragona","Cassiope","SEVER","Cassiope tetragona","CTL",14.1176470588235,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Shrub",95.2941176470588,"Shrub-Dominated",95.2941176470588,4.70588235294118,0,"Shrub-Dominated",90.4851304972464,0,9.51486950275361,6,6,6,9
"3935","ATQASUK:AG:AGCF10:2016","ATQASUK:AG:AGCF10","ATQASUK:AG","ATQASUK","AG","AGCF10",2016,"LIVE",NA,"pf_all_XY","Salix pulchra","Salix","SDECI","Salix pulchra","CTL",78.9473684210526,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Shrub",80.7017543859649,"Shrub-Dominated",80.7017543859649,19.2982456140351,0,"Shrub-Dominated",74.1338259862162,1.21951219512195,24.6466618186619,3,3,3,9
"3936","ATQASUK:AG:AGCF08:2016","ATQASUK:AG:AGCF08","ATQASUK:AG","ATQASUK","AG","AGCF08",2016,"LIVE",NA,"pf_all_XY","Carex aquatilis","Carex","SEDGE","Carex aquatilis","CTL",100,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",100,"Graminoid-Dominated",0,100,0,"Graminoid-Dominated",0,0,100,1,1,1,9
"3937","ATQASUK:AG:AGCF06:2016","ATQASUK:AG:AGCF06","ATQASUK:AG","ATQASUK","AG","AGCF06",2016,"LIVE",NA,"pf_all_XY","Cassiope tetragona","Cassiope","SEVER","Cassiope tetragona","CTL",29.7619047619048,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Shrub",72.6190476190476,"Shrub-Dominated",72.6190476190476,19.047619047619,8.33333333333333,"Shrub-Dominated",67.9769695746238,10.3413945453454,21.6816358800308,7,8,7,9
"3938","ATQASUK:AG:AGCF05:2016","ATQASUK:AG:AGCF05","ATQASUK:AG","ATQASUK","AG","AGCF05",2016,"LIVE",NA,"pf_all_XY","Eriophorum vaginatum","Eriophorum","SEDGE","Eriophorum vaginatum","CTL",30.0884955752212,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",37.1681415929204,"None",62.8318584070796,37.1681415929204,0,"Shrub-Dominated",49.0489828784822,0,50.9510171215178,5,6,5,9
"3939","ATQASUK:AG:AGCG02:2016","ATQASUK:AG:AGCG02","ATQASUK:AG","ATQASUK","AG","AGCG02",2016,"LIVE",NA,"pf_all_XY","Eriophorum vaginatum","Eriophorum","SEDGE","Eriophorum vaginatum","CTL",70.2380952380952,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",77.3809523809524,"Graminoid-Dominated",22.6190476190476,77.3809523809524,0,"Graminoid-Dominated",27.4269197641724,0,72.5730802358275,5,5,5,9
"3940","ATQASUK:AG:AGCG03:2016","ATQASUK:AG:AGCG03","ATQASUK:AG","ATQASUK","AG","AGCG03",2016,"LIVE",NA,"pf_all_XY","Carex aquatilis","Carex","SEDGE","Carex aquatilis","CTL",37.5,"MOIST",70.451449,-157.403942,23,"LOW","0.75","Arctic",70,-157,"_70_-157","North America-West","Point-framing (XY)","Graminoid",80.1470588235294,"Graminoid-Dominated",19.8529411764706,80.1470588235294,0,"Graminoid-Dominated",25.9157236168007,0,74.0842763831993,6,7,6,9
