"","X","SiteSubsitePlot","duration","richness","richness_change","Jaccard","BrayCurtis","richness_change_abs","SiteSubsite","MOISTURE","LAT","LONG","SurveyedArea","Region","PlotShrubMean","PlotGraminoidMean","PlotForbMean","MeanRichness"
"638",638,"WOLFCREEK:WOLFCREEK:WOLFCREEK_CTL_11",10,8,1,0.285714285714286,0.0799120234604105,1,"WOLFCREEK:WOLFCREEK","DRY",61.56,-135.13,1,"North America-West",87.3017812533942,6.19365700010861,6.50456174649723,7
"639",639,"TOOLIK:MOIST:17",14,12,0,0.166666666666667,0.255273013995663,0,"TOOLIK:MOIST","MOIST",68.62,-149.61,0.5625,"North America-West",54.3687188111339,42.2203555581954,3.41092563067066,9
"640",640,"KANGER:DOPEY:B_GRAZED",13,6,1,0.4,0.391025641025641,1,"KANGER:DOPEY","MOIST",67.1103,-50.344,0.25,"GreenIceLand",94.0000552608311,2.14342948717949,3.85651525198939,4
"641",641,"KANGER:SNEEZY:A_GRAZED",13,3,1,0,0.042063492063492,1,"KANGER:SNEEZY","MOIST",67.11377,-50.337,0.25,"GreenIceLand",94.3253968253968,5.11904761904762,0.555555555555556,2
"642",642,"KANGER:SNEEZY:G_GRAZED",11,3,0,0,0.186630036630037,0,"KANGER:SNEEZY","MOIST",67.11377,-50.337,0.25,"GreenIceLand",93.8951439497357,5.96301207863308,0.141843971631206,3
"643",643,"ZACKENBERG:ABRASION PLATEAU:A1",11,4,0,0.5,0.35,0,"ZACKENBERG:ABRASION PLATEAU","DRY",74.47427,-20.52895,0.5625,"GreenIceLand",5,95,0,3
"644",644,"ZACKENBERG:ABRASION PLATEAU:A2",11,3,1,0,0.2,1,"ZACKENBERG:ABRASION PLATEAU","DRY",74.47427,-20.52895,0.5625,"GreenIceLand",3.33333333333333,96.6666666666667,0,2
"645",645,"ZACKENBERG:ABRASION PLATEAU:A5",11,5,1,0.5,0.15,1,"ZACKENBERG:ABRASION PLATEAU","DRY",74.47427,-20.52895,0.5625,"GreenIceLand",2.5,85,12.5,4
"646",646,"ZACKENBERG:CASSIOPE TETRAGONA HEATH:C2",11,3,1,0,0.0350601779173208,1,"ZACKENBERG:CASSIOPE TETRAGONA HEATH","MOIST",74.47427,-20.52895,0.5625,"GreenIceLand",98.7179487179487,1.28205128205128,0,2
"647",647,"ZACKENBERG:CASSIOPE TETRAGONA HEATH:C3",11,4,1,0,0.0285714285714285,1,"ZACKENBERG:CASSIOPE TETRAGONA HEATH","MOIST",74.47427,-20.52895,0.5625,"GreenIceLand",97.1428571428571,2.85714285714286,0,4
"648",648,"ZACKENBERG:CASSIOPE TETRAGONA HEATH:C4",11,5,3,0,0.105263157894737,3,"ZACKENBERG:CASSIOPE TETRAGONA HEATH","MOIST",74.47427,-20.52895,0.5625,"GreenIceLand",97.3684210526316,1.31578947368421,1.31578947368421,4
"649",649,"ZACKENBERG:FEN:F1",11,8,-4,0.5,0.436170212765957,4,"ZACKENBERG:FEN","WET",74.47427,-20.52895,0.5625,"GreenIceLand",15.6914893617021,78.6266924564797,5.68181818181818,5
"650",650,"ZACKENBERG:FEN:F2",11,6,2,0.5,0.356503198294243,2,"ZACKENBERG:FEN","WET",74.47427,-20.52895,0.5625,"GreenIceLand",6.46055437100213,83.5394456289979,10,4
"651",651,"ZACKENBERG:FEN:F3",11,4,2,0,0.401515151515151,2,"ZACKENBERG:FEN","WET",74.47427,-20.52895,0.5625,"GreenIceLand",13.6363636363636,73.1060606060606,13.2575757575758,3
"652",652,"ZACKENBERG:FEN:F4",11,3,0,0.666666666666667,0.192307692307692,0,"ZACKENBERG:FEN","WET",74.47427,-20.52895,0.5625,"GreenIceLand",9.61538461538462,90.3846153846154,0,2
"653",653,"ZACKENBERG:FEN:F5",11,4,1,0.666666666666667,0.175,1,"ZACKENBERG:FEN","WET",74.47427,-20.52895,0.5625,"GreenIceLand",3.75,91.25,5,2
"654",654,"ZACKENBERG:GRASSLAND:G1",11,5,-1,0,0.202352941176471,1,"ZACKENBERG:GRASSLAND","MOIST",74.47427,-20.52895,0.5625,"GreenIceLand",10.8235294117647,82.2352941176471,6.94117647058824,4
"655",655,"ZACKENBERG:GRASSLAND:G2",11,4,1,0,0.104037267080745,1,"ZACKENBERG:GRASSLAND","MOIST",74.47427,-20.52895,0.5625,"GreenIceLand",4.34782608695652,95.6521739130435,0,4
"656",656,"ZACKENBERG:GRASSLAND:G3",11,3,0,0,0.128482972136223,0,"ZACKENBERG:GRASSLAND","MOIST",74.47427,-20.52895,0.5625,"GreenIceLand",0,90.6346749226006,9.36532507739938,3
"657",657,"ZACKENBERG:GRASSLAND:G4",11,3,0,0.666666666666667,0.111111111111111,0,"ZACKENBERG:GRASSLAND","MOIST",74.47427,-20.52895,0.5625,"GreenIceLand",5.55555555555556,94.4444444444444,0,2
"658",658,"ZACKENBERG:GRASSLAND:G5",11,5,1,0,0.202959830866807,1,"ZACKENBERG:GRASSLAND","MOIST",74.47427,-20.52895,0.5625,"GreenIceLand",5.35588442565187,87.0683579985906,7.57575757575758,4
"659",659,"ZACKENBERG:SALIX ARCTICA SNOWBED:S1",11,6,-2,0.5,0.227368421052632,2,"ZACKENBERG:SALIX ARCTICA SNOWBED","MOIST",74.47427,-20.52895,0.5625,"GreenIceLand",80.7368421052632,15.2631578947368,4,4
"660",660,"ZACKENBERG:SALIX ARCTICA SNOWBED:S2",11,7,-3,0.5,0.21969696969697,3,"ZACKENBERG:SALIX ARCTICA SNOWBED","MOIST",74.47427,-20.52895,0.5625,"GreenIceLand",84.469696969697,9.72222222222222,5.80808080808081,4
"661",661,"ZACKENBERG:SALIX ARCTICA SNOWBED:S3",11,5,-1,0.5,0.0791826309067687,1,"ZACKENBERG:SALIX ARCTICA SNOWBED","MOIST",74.47427,-20.52895,0.5625,"GreenIceLand",87.5478927203065,9.00383141762452,3.44827586206897,4
"662",662,"ZACKENBERG:SALIX ARCTICA SNOWBED:S4",11,8,-4,0,0.183946488294314,4,"ZACKENBERG:SALIX ARCTICA SNOWBED","MOIST",74.47427,-20.52895,0.5625,"GreenIceLand",81.1872909698997,16.6387959866221,2.17391304347826,6
"663",663,"ZACKENBERG:SALIX ARCTICA SNOWBED:S5",11,8,0,0.75,0.340958605664488,0,"ZACKENBERG:SALIX ARCTICA SNOWBED","MOIST",74.47427,-20.52895,0.5625,"GreenIceLand",74.1285403050109,14.0522875816993,11.8191721132898,5
"664",664,"ZACKENBERG:VACCINIUM ULIGONOSUM HEATH:V4",11,3,0,0,0.190981432360743,0,"ZACKENBERG:VACCINIUM ULIGONOSUM HEATH","MOIST",74.47427,-20.52895,0.5625,"GreenIceLand",100,0,0,3
"665",665,"ZACKENBERG:VACCINIUM ULIGONOSUM HEATH:V5",11,4,0,0,0,0,"ZACKENBERG:VACCINIUM ULIGONOSUM HEATH","MOIST",74.47427,-20.52895,0.5625,"GreenIceLand",100,0,0,4
"666",666,"TOOLIK:DRY:3",13,6,-2,0,0.221428571428571,2,"TOOLIK:DRY","DRY",68.62,-149.61,0.5625,"North America-West",95.8547008547009,1.42857142857143,2.71672771672772,4
"667",667,"TOOLIK:DRY:5",13,6,-2,0,0.309523809523809,2,"TOOLIK:DRY","DRY",68.62,-149.61,0.5625,"North America-West",96.5823925206076,1.115003417635,2.30260406175738,5
"668",668,"TOOLIK:DRY:6",13,6,-1,0,0.360991379310345,1,"TOOLIK:DRY","DRY",68.62,-149.61,0.5625,"North America-West",94.6977969348659,5.3022030651341,0,5
"669",669,"TOOLIK:IMNAVAIT:1",18,9,4,0,0.460171568627451,4,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",61.0068502873963,3.89777586566542,35.0953738469383,7
"670",670,"TOOLIK:IMNAVAIT:2",18,10,1,0,0.16212676794133,1,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",65.6150689715383,26.8689977300506,7.51593329841104,10
"671",671,"TOOLIK:IMNAVAIT:3",18,10,-3,0.285714285714286,0.240147783251231,3,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",68.5690359962016,3.44005949908006,27.9909045047184,7
"672",672,"TOOLIK:IMNAVAIT:4",18,12,2,0.4,0.16637323943662,2,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",73.3297318296669,18.2503815326845,8.41988663764854,9
"673",673,"TOOLIK:IMNAVAIT:5",18,7,2,0,0.158988764044944,2,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",36.2921348314607,63.7078651685393,0,6
"674",674,"TOOLIK:IMNAVAIT:6",18,14,-1,0.461538461538462,0.214243498817967,1,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",69.6949201901171,21.4375249733697,8.86755483651324,11
"675",675,"TOOLIK:IMNAVAIT:7",18,12,3,0.222222222222222,0.383116883116883,3,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",75.9848792743529,20.435148066727,3.57997265892003,8
"676",676,"TOOLIK:IMNAVAIT:8",18,14,-2,0.333333333333333,0.281228433402347,2,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",76.3807036127562,18.6952910587895,4.92400532845427,9
"677",677,"TOOLIK:IMNAVAIT:9",18,10,0,0.4,0.237519300051467,0,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",73.6101647912475,7.31466467622702,19.0751705325255,8
"678",678,"TOOLIK:IMNAVAIT:10",18,8,0,0,0.368347338935574,0,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",69.0571265959567,10.3945698129439,20.5483035910994,9
"679",679,"TOOLIK:IMNAVAIT:11",18,10,-1,0.222222222222222,0.194711538461538,1,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",75.9615926022176,18.4963509182259,5.54205647955648,9
"680",680,"TOOLIK:IMNAVAIT:12",18,10,1,0.222222222222222,0.188278165806256,1,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",63.8650419587775,31.302959683366,4.83199835785645,8
"681",681,"TOOLIK:IMNAVAIT:13",18,8,1,0,0.194331983805668,1,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",70.0749125561156,22.7035996584869,7.22148778539756,8
"682",682,"TOOLIK:IMNAVAIT:14",18,13,-2,0.181818181818182,0.299626400996264,2,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",71.7021047614655,18.5742893162984,9.72360592223606,10
"683",683,"TOOLIK:IMNAVAIT:15",18,9,0,0.444444444444444,0.297101449275362,0,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",56.2629399585921,42.5983436853002,1.13871635610766,7
"684",684,"TOOLIK:IMNAVAIT:16",18,8,2,0,0.243550969578367,2,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",90.0899794783646,8.59352879418478,1.31649172745063,7
"685",685,"TOOLIK:IMNAVAIT:19",18,10,0,0.4,0.370967741935484,0,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",42.8076375711575,16.1496679316888,41.0426944971537,8
"686",686,"TOOLIK:IMNAVAIT:20",18,11,1,0,0.195559754369391,1,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",62.8603498802633,23.8597400338882,13.2799100858485,11
"687",687,"TOOLIK:IMNAVAIT:21",18,10,0,0.2,0.332779623477298,0,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",61.1137556410559,30.9701084220801,7.91613593686395,9
"688",688,"TOOLIK:IMNAVAIT:22",18,10,-1,0,0.380952380952381,1,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",74.0816326530612,15.5952380952381,10.3231292517007,9
"689",689,"TOOLIK:IMNAVAIT:23",18,12,1,0,0.317073170731707,1,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",68.2769665694759,13.2960245467188,18.4270088838053,11
"690",690,"TOOLIK:IMNAVAIT:24",18,13,2,0.181818181818182,0.320652173913043,2,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",76.4187934050875,11.8295978903908,11.7516087045217,10
"691",691,"TOOLIK:IMNAVAIT:25",18,5,-2,0,0.277721604314122,2,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",75.3824669286314,3.77748502710433,20.8400480442643,4
"692",692,"TOOLIK:IMNAVAIT:26",18,11,-2,0.222222222222222,0.422256097560976,2,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",48.2986664658206,40.0927383164079,11.6085952177715,9
"693",693,"TOOLIK:IMNAVAIT:27",18,11,2,0.222222222222222,0.308779761904762,2,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",61.1657873376623,35.4325622294372,3.40165043290043,8
"694",694,"TOOLIK:IMNAVAIT:28",18,12,-1,0.727272727272727,0.538461538461538,1,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",60.3105192252479,18.9116367410941,20.777844033658,9
"695",695,"TOOLIK:IMNAVAIT:29",18,8,0,0,0.134621012584138,0,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",56.0500669034242,39.3004594040832,4.6494736924926,8
"696",696,"TOOLIK:IMNAVAIT:30",18,10,0,0.2,0.317073170731707,0,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",62.3523790659329,29.0711524872053,8.57646844686182,8
"697",697,"TOOLIK:IMNAVAIT:31",18,16,-3,0.307692307692308,0.170289855072464,3,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",55.9333581072711,36.747491638796,7.31915025393286,12
"698",698,"TOOLIK:IMNAVAIT:33",18,9,-1,0.25,0.279632006846384,1,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",75.068399009349,13.028297832534,11.903303158117,8
"699",699,"TOOLIK:IMNAVAIT:34",18,8,3,0,0.178023161863722,3,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",39.9101623152488,16.8976687479943,43.1921689367569,6
"700",700,"TOOLIK:IMNAVAIT:35",18,10,0,0,0.402307692307692,0,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",60.8397435897436,22.5003770739065,16.6598793363499,10
"701",701,"TOOLIK:IMNAVAIT:36",18,8,-1,0,0.226381461675579,1,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",65.6397348358963,32.7949610763669,1.56530408773679,8
"702",702,"TOOLIK:IMNAVAIT:37",18,10,-2,0.25,0.29128672745694,2,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",79.5542046605876,17.9848024316109,2.46099290780142,8
"703",703,"TOOLIK:IMNAVAIT:38",18,15,1,0.285714285714286,0.391881188118812,1,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",53.0817927946641,36.7471554847792,10.1710517205567,12
"704",704,"TOOLIK:IMNAVAIT:39",18,10,0,0.4,0.370909090909091,0,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",58.7021116138763,34.0532702591526,7.24461812697107,7
"705",705,"TOOLIK:IMNAVAIT:40",18,10,2,0.25,0.311185870479394,2,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",93.8098106516946,4.71836428522719,1.47182506307822,8
"706",706,"TOOLIK:IMNAVAIT:41",18,8,3,0,0.207602339181287,3,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",76.8544506242776,12.959720457918,10.1858289178044,6
"707",707,"TOOLIK:IMNAVAIT:42",6,9,-1,0,0.363546798029557,1,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",45.8620689655172,30.0492610837438,24.0886699507389,8
"708",708,"TOOLIK:IMNAVAIT:43",18,7,1,0,0.360065466448445,1,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",67.9064351284078,21.0696802821891,11.0238845894032,7
"709",709,"TOOLIK:IMNAVAIT:44",18,10,3,0,0.222361546499478,3,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",71.715367965368,17.6659762651142,10.6186557695178,9
"710",710,"TOOLIK:IMNAVAIT:45",18,8,0,0,0.246323529411765,0,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",62.6141951345756,33.6729120996225,3.71289276580197,8
"711",711,"TOOLIK:IMNAVAIT:46",18,9,1,0,0.194276279581728,1,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",62.9389035471095,36.0605380016619,1.00055845122859,8
"712",712,"TOOLIK:IMNAVAIT:47",18,9,0,0.222222222222222,0.157029823493609,0,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",63.9289888701004,33.3642899752174,2.7067211546822,8
"713",713,"TOOLIK:IMNAVAIT:48",18,13,-1,0.166666666666667,0.270731707317073,1,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",42.229674796748,42.3558106169297,15.4145145863223,10
"714",714,"TOOLIK:IMNAVAIT:51",18,10,0,0.4,0.306201550387597,0,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",46.031271035546,36.343384252926,17.625344711528,7
"715",715,"TOOLIK:IMNAVAIT:52",18,12,-1,0,0.265569620253164,1,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",52.5024613220816,31.7943037974684,15.7032348804501,11
"716",716,"TOOLIK:IMNAVAIT:53",18,12,1,0.181818181818182,0.248855835240275,1,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",62.1705043645482,29.2287664745676,8.60072916088416,10
"717",717,"TOOLIK:IMNAVAIT:54",18,11,0,0.363636363636364,0.195141065830721,0,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",76.6262940514713,15.6916776215998,7.68202832692891,9
"718",718,"TOOLIK:IMNAVAIT:55",18,8,0,0,0.241335044929397,0,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",61.9792665049647,33.5228718367479,4.49786165828746,8
"719",719,"TOOLIK:IMNAVAIT:56",18,13,0,0.153846153846154,0.21889400921659,0,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",61.9846014972544,20.7390376432368,17.2763608595088,12
"720",720,"TOOLIK:IMNAVAIT:57",18,13,3,0.2,0.203125,3,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",71.0328275331872,20.0392860948727,8.92788637194008,10
"721",721,"TOOLIK:IMNAVAIT:58",6,2,0,0,0.125177809388336,0,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",30.5832147937411,69.4167852062589,0,2
"722",722,"TOOLIK:IMNAVAIT:59",18,9,2,0.285714285714286,0.2075,2,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",52.7754120879121,30.5851648351648,16.6394230769231,7
"723",723,"TOOLIK:IMNAVAIT:60",18,9,-1,0,0.208436724565757,1,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",77.3033698067705,7.44334347314818,15.2532867200813,9
"724",724,"TOOLIK:IMNAVAIT:61",18,8,0,0,0.172473867595819,0,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",59.2406538995573,28.8994480975959,11.8598980028468,9
"725",725,"TOOLIK:IMNAVAIT:62",18,13,6,0.285714285714286,0.32260162601626,6,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",79.2550155589157,7.40172955974843,13.3432548813359,8
"726",726,"TOOLIK:IMNAVAIT:63",12,12,2,0.4,0.352300242130751,2,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",30.2058111380145,66.5657788539145,3.22841000807102,9
"727",727,"TOOLIK:IMNAVAIT:65",18,9,0,0.222222222222222,0.20042735042735,0,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",51.971850613155,41.8594388703084,6.1687105165366,8
"728",728,"TOOLIK:IMNAVAIT:66",18,10,1,0.444444444444444,0.205733130390665,1,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",52.8536662968982,9.88557243878039,37.2607612643214,8
"729",729,"TOOLIK:IMNAVAIT:67",18,8,1,0,0.434758970641537,1,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",62.4759131220723,27.0439436412936,10.4801432366341,7
"730",730,"TOOLIK:IMNAVAIT:68",18,8,3,0,0.264652014652015,3,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",67.1286121286121,12.6455026455026,20.2258852258852,7
"731",731,"TOOLIK:IMNAVAIT:69",18,9,-2,0,0.3671826625387,2,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",48.7803086146739,38.6786819991154,12.5410093862106,9
"732",732,"TOOLIK:IMNAVAIT:70",18,9,0,0,0.242502343017807,0,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",48.8054013569477,50.577314692435,0.617283950617284,9
"733",733,"TOOLIK:IMNAVAIT:71",18,8,0,0,0.160135462022254,0,"TOOLIK:IMNAVAIT","MOIST",68.62,-149.28,1,"North America-West",56.5686451633544,34.3131518148687,9.11820302177687,8
"734",734,"TOOLIK:MOIST:13",14,11,-1,0,0.264213564213564,1,"TOOLIK:MOIST","MOIST",68.62,-149.61,0.5625,"North America-West",50.4305941027784,47.1750896093801,2.3943162878415,10
"735",735,"TOOLIK:MOIST:18",14,11,-2,0.222222222222222,0.29874686716792,2,"TOOLIK:MOIST","MOIST",68.62,-149.61,0.5625,"North America-West",62.7866335662388,32.6996895648211,4.51367686894003,9
"736",736,"TOOLIK:TUSSOCKGRID:1",18,12,0,0.333333333333333,0.416860916860917,0,"TOOLIK:TUSSOCKGRID","MOIST",68.62,-149.61,1,"North America-West",54.3317793317793,40.074237356846,5.59398331137462,10
"737",737,"TOOLIK:TUSSOCKGRID:2",18,11,-2,0.444444444444444,0.191919191919192,2,"TOOLIK:TUSSOCKGRID","MOIST",68.62,-149.61,1,"North America-West",59.1008316008316,37.6321951321951,3.26697326697327,8
"738",738,"TOOLIK:TUSSOCKGRID:3",18,9,1,0.25,0.307894736842105,1,"TOOLIK:TUSSOCKGRID","MOIST",68.62,-149.61,1,"North America-West",52.2944206446348,42.391217870257,5.31436148510812,8
"739",739,"TOOLIK:TUSSOCKGRID:4",18,6,0,0,0.141583054626533,0,"TOOLIK:TUSSOCKGRID","MOIST",68.62,-149.61,1,"North America-West",65.3392011068642,34.6607988931358,0,6
"740",740,"TOOLIK:TUSSOCKGRID:5",18,10,0,0.4,0.160607704829083,0,"TOOLIK:TUSSOCKGRID","MOIST",68.62,-149.61,1,"North America-West",52.3880900705372,44.2978630159856,3.31404691347719,8
"741",741,"TOOLIK:TUSSOCKGRID:6",18,11,2,0.222222222222222,0.152143569292124,2,"TOOLIK:TUSSOCKGRID","MOIST",68.62,-149.61,1,"North America-West",27.8421064959725,68.7612305183729,3.39666298565463,10
"742",742,"TOOLIK:TUSSOCKGRID:7",18,11,-1,0.2,0.164653784219002,1,"TOOLIK:TUSSOCKGRID","MOIST",68.62,-149.61,1,"North America-West",58.1242026894201,39.751814208336,2.12398310224397,9
"743",743,"TOOLIK:TUSSOCKGRID:8",18,8,2,0,0.269350351824579,2,"TOOLIK:TUSSOCKGRID","MOIST",68.62,-149.61,1,"North America-West",58.0473879655115,41.4521616291237,0.500450405364828,8
"744",744,"TOOLIK:TUSSOCKGRID:9",18,9,0,0.222222222222222,0.1944669365722,0,"TOOLIK:TUSSOCKGRID","MOIST",68.62,-149.61,1,"North America-West",61.8005116119806,36.510564585977,1.68892380204242,9
"745",745,"TOOLIK:TUSSOCKGRID:10",18,10,-3,0.285714285714286,0.212962962962963,3,"TOOLIK:TUSSOCKGRID","MOIST",68.62,-149.61,1,"North America-West",45.8333333333333,50.462962962963,3.7037037037037,8
"746",746,"TOOLIK:TUSSOCKGRID:11",18,8,2,0,0.306501547987616,2,"TOOLIK:TUSSOCKGRID","MOIST",68.62,-149.61,1,"North America-West",42.1493573505957,57.5874847546674,0.263157894736842,7
"747",747,"TOOLIK:TUSSOCKGRID:12",18,10,1,0.222222222222222,0.315628815628816,1,"TOOLIK:TUSSOCKGRID","MOIST",68.62,-149.61,1,"North America-West",56.4770299145299,41.7601495726496,1.76282051282051,8
"748",748,"TOOLIK:TUSSOCKGRID:13",18,9,-3,0,0.165132547864507,3,"TOOLIK:TUSSOCKGRID","MOIST",68.62,-149.61,1,"North America-West",57.4459402646779,41.7644128829422,0.789646852379908,8
"749",749,"TOOLIK:TUSSOCKGRID:14",18,11,-1,0.4,0.450420168067227,1,"TOOLIK:TUSSOCKGRID","MOIST",68.62,-149.61,1,"North America-West",55.0941154312747,35.5312480958105,9.37463647291481,10
"750",750,"TOOLIK:TUSSOCKGRID:15",18,13,0,0.307692307692308,0.27940929686189,0,"TOOLIK:TUSSOCKGRID","MOIST",68.62,-149.61,1,"North America-West",46.3413262230178,45.0015227511452,8.65715102583705,10
"751",751,"TOOLIK:TUSSOCKGRID:16",18,7,1,0,0.204240472356414,1,"TOOLIK:TUSSOCKGRID","MOIST",68.62,-149.61,1,"North America-West",61.336207642893,35.8493900131348,2.81440234397224,8
"752",752,"TOOLIK:TUSSOCKGRID:17",18,10,0,0.2,0.164321789321789,0,"TOOLIK:TUSSOCKGRID","MOIST",68.62,-149.61,1,"North America-West",54.0211667234139,43.399593851841,2.57923942474504,9
"753",753,"TOOLIK:TUSSOCKGRID:18",18,11,-2,0.222222222222222,0.267247267759563,2,"TOOLIK:TUSSOCKGRID","MOIST",68.62,-149.61,1,"North America-West",74.2568570381628,24.1658950731139,1.5772478887233,9
"754",754,"TOOLIK:TUSSOCKGRID:19",18,11,2,0.222222222222222,0.290731707317073,2,"TOOLIK:TUSSOCKGRID","MOIST",68.62,-149.61,1,"North America-West",35.3741531165312,62.8702574525745,1.75558943089431,9
"755",755,"TOOLIK:TUSSOCKGRID:20",18,7,0,0,0.146853146853147,0,"TOOLIK:TUSSOCKGRID","MOIST",68.62,-149.61,1,"North America-West",55.2522462761824,42.9774938418555,1.77025988196201,6
"756",756,"TOOLIK:TUSSOCKGRID:21",18,7,2,0,0.229096989966555,2,"TOOLIK:TUSSOCKGRID","MOIST",68.62,-149.61,1,"North America-West",47.4853950397429,51.0308230416926,1.48378191856453,6
"757",757,"TOOLIK:TUSSOCKGRID:22",18,18,-3,0.533333333333333,0.23572228443449,3,"TOOLIK:TUSSOCKGRID","MOIST",68.62,-149.61,1,"North America-West",53.5182497701715,35.3498199088667,11.1319303209618,14
"758",758,"TOOLIK:TUSSOCKGRID:23",18,11,3,0.25,0.174303683737646,3,"TOOLIK:TUSSOCKGRID","MOIST",68.62,-149.61,1,"North America-West",57.9756019457997,38.4311758683008,3.59322218589953,9
"759",759,"TOOLIK:TUSSOCKGRID:24",18,9,1,0,0.153197925669836,1,"TOOLIK:TUSSOCKGRID","MOIST",68.62,-149.61,1,"North America-West",56.9986290346616,39.5227326915626,3.47863827377582,8
"760",760,"TOOLIK:TUSSOCKGRID:25",18,9,1,0.5,0.196396396396396,1,"TOOLIK:TUSSOCKGRID","MOIST",68.62,-149.61,1,"North America-West",49.2808986536059,49.6960037807433,1.02309756565076,8
